@relation 'data/final_7030.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R6-15,18,20-24,27-29,37-40,42-43,46-48,68-69,71-76,84-91,93-94,100,102-104,106-107,109-111,113'

@attribute CntClassBase numeric
@attribute SumCyclomaticModified numeric
@attribute CountStmtExe numeric
@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute AvgLineComment numeric
@attribute LOC_ADDED numeric
@attribute CountStmtDecl numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute CntDeclMethodProtected numeric
@attribute CntClassCoupled numeric
@attribute CntDeclMethodPublic numeric
@attribute CntDeclMethod numeric
@attribute WEIGHTD_AGE numeric
@attribute MaxCyclomaticModified numeric
@attribute CntDeclMethodDefault numeric
@attribute CntDeclMethodAll numeric
@attribute CntDeclInstanceVariable numeric
@attribute CountLineCodeExe numeric
@attribute AvgLineBlank numeric
@attribute CountLineCode numeric
@attribute CountLineComment numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute CntDeclClassVariable numeric
@attribute CountLineCodeDecl numeric
@attribute SumCyclomatic numeric
@attribute CntClassDerived numeric
@attribute CountLineBlank numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute CntDeclMethodPrivate numeric
@attribute MxInheritanceTree numeric
@attribute MaxCyclomatic numeric
@attribute AvgEssential numeric
@attribute SumEssential numeric
@attribute PcntLackOfCohesion numeric
@attribute MaxCyclomaticStrict numeric
@attribute AvgCyclomaticStrict numeric
@attribute AvgLine numeric
@attribute RatioCommentToCode numeric
@attribute AvgLineCode numeric
@attribute CntDeclInstanceMethod numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute CountStmt numeric
@attribute CountDeclFunction numeric
@attribute CountDeclClass numeric
@attribute AvgCyclomaticModified numeric
@attribute CountLine numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute REFACTORINGS numeric
@attribute CountSemicolon numeric
@attribute class {buggy,clean}

@data
7,23,86,0,294,0.31,1,45,0.125,8,0,2,7,4,9,152,12,0,61,8,89,0.93,145,42,1,1,0,42,23,0,33,0.125,1,1,3,5,12,1,9,13.5,14,2,9.85,0.29,8.61,9,0,0,131,9,4,2,215,26,2,0,107,clean
2,5,11,1,244,0,2,27,0.4,5,0,1,6,4,5,38,1,0,53,0,11,0,45,12,2,1,0,27,5,0,8,0.4,2,2,0,5,1,1,5,0,1,1,5.4,0.27,5.4,5,0,0,38,5,2,1,63,5,1,0,31,clean
18,127,274,22,37,0.74,809,149,4.763158,38,181,2,15,33,53,106.092705,9,8,183,31,330,0,587,566,97,5,3,136,130,0,99,2.552632,323,181,10,10,10,1,61,16.1,10,2,10.49,0.96,9.55,53,4.763158,486,423,53,10,2,1226,137,2,0,297,clean
2,8,12,5,9,0,72,35,3.714286,7,20,0,4,2,5,43.125,3,0,18,0,12,0,70,26,19,1,0,41,8,0,12,2.714286,40,26,3,1,3,1,5,0,3,1,10,0.37,9,5,2.857143,32,47,5,1,1,108,8,1,0,38,clean
1,20,35,6,51,0,0,20,0,16,0,0,4,15,16,0,2,1,29,1,39,0,80,38,0,2,0,20,20,0,24,0,0,0,0,1,2,1,16,6,2,1,4,0.47,4,16,0,0,55,16,1,1,142,20,1,0,34,clean
1,9,12,4,64,2,0,38,0,13,0,0,6,1,2,0,5,0,15,0,14,2,59,28,0,3,12,35,9,0,21,0,0,0,1,1,5,1,2,83,5,5,19,0.47,17,0,0,0,50,2,1,4,93,10,4,0,37,clean
1,18,42,0,78,0,0,35,0,10,0,2,10,3,7,0,4,0,177,1,48,1,108,46,0,1,2,40,18,0,21,0,0,0,2,5,4,1,7,61,6,3,12,0.43,11,7,0,0,77,7,1,2,173,23,2,0,57,clean
3,19,34,0,114,0,0,35,0,1,0,4,7,9,13,0,2,0,153,2,32,0,86,55,0,1,0,36,19,0,24,0,0,0,0,4,2,1,13,88,2,1,5,0.64,5,13,0,0,69,13,1,1,165,19,1,0,49,clean
4,15,17,12,136,0,0,29,0,17,0,0,6,9,10,0,3,0,23,0,18,0,63,18,0,2,0,30,15,0,13,0,0,0,1,1,3,1,14,0,4,1,4,0.29,4,10,0,0,46,10,1,1,94,16,1,0,30,clean
1,1,2,2,70,0,0,132,0,41,0,0,2,1,1,0,1,0,14,0,2,0,138,12,0,2,128,133,1,0,132,0,0,0,0,2,1,1,1,99,1,1,3,0.09,3,0,0,0,134,1,1,1,281,1,1,0,132,clean
1,4,6,1,40,0,0,11,0,4,0,1,2,1,2,0,3,0,24,0,6,0,23,14,0,1,0,13,4,0,5,0,0,0,0,4,3,2,4,0,3,2,7,0.61,7,2,0,0,17,2,1,2,42,4,2,0,12,clean
7,25,54,14,58,0,0,63,0,38,0,4,27,6,12,0,6,0,97,0,64,0.57,155,15,0,3,0,65,25,0,23,0,0,0,2,7,6,1,14,0,6,2,9.38,0.1,8.81,12,0,0,117,12,4,2,191,27,2,0,88,clean
1,10,22,5,40,0,0,79,0,20,0,0,7,3,4,0,3,0,17,0,30,0,122,88,0,2,63,81,14,0,77,0,0,0,1,1,7,3,12,99,7,3,11,0.72,11,0,0,0,101,4,1,2,225,14,3,0,90,clean
3,20,49,3,99,0,0,38,0,24,0,0,12,7,8,0,6,0,146,3,50,0,109,17,0,3,1,37,20,0,22,0,0,0,1,4,6,1,11,27.5,6,2,8.65,0.16,8.14,8,0,0,87,8,2,2,147,20,2,0,64,clean
1,4,5,6,108,0,13,10,0.5,10,4,0,2,3,4,50.923077,1,1,17,2,5,0,21,14,5,2,1,11,4,0,10,0.5,15,5,0,2,1,1,4,50,1,1,3,0.67,3,4,0.4,-2,15,4,1,1,45,4,1,0,10,clean
2,21,64,1,278,0,43,54,0.674419,43,19,2,7,5,10,126.348839,7,0,36,12,65,0.61,149,131,10,2,2,66,21,1,38,0.232558,22,29,3,3,7,1,10,35,7,2,9.44,0.88,8.83,10,0.44186,21,118,10,2,2,312,22,2,0,100,clean
1,5,6,1,160,0,17,10,0.714286,7,5,0,1,5,5,153.705887,1,0,18,2,6,0,22,71,8,4,0,10,5,0,9,1.142857,17,5,0,1,1,1,5,40,1,1,3,3.23,3,5,0.714286,0,16,5,1,1,102,5,1,0,10,clean
4,18,29,0,185,0.11,9,39,0.205882,34,7,8,16,4,12,160.555557,4,0,128,1,32,0.11,87,46,2,1,0,37,18,0,17,0.058824,2,7,0,8,4,1,15,20,4,1,6.22,0.53,6,12,0.205882,7,68,12,3,1,149,18,1,0,49,clean
1,9,37,1,408,0,25,29,0.428571,28,11,0,5,5,5,103.720001,5,0,18,6,38,2,76,19,3,2,0,29,9,0,28,0.107143,10,12,0,2,5,1,5,50,5,1,15,0.25,11,5,0.392857,15,66,5,1,1,123,9,1,0,56,clean
1,14,88,7,179,3,70,61,0.235294,51,10,1,7,5,6,81.5,4,0,28,16,88,5,160,46,18,4,0,61,14,0,52,0.352941,75,12,0,3,4,1,6,53,4,2,25,0.29,19,6,0.196078,-5,149,6,1,2,239,14,2,0,134,clean
5,46,132,3,185,0,167,76,10.1875,16,136,5,13,5,22,77.149704,7,0,161,13,148,0,267,73,27,3,4,78,48,0,44,1.6875,31,163,12,6,7,1,34,28.33,8,2,10.43,0.27,9.61,22,8.5,136,208,22,3,2,377,50,2,0,165,clean
1,11,14,8,158,0,111,21,3.166667,12,38,0,7,7,8,102.657661,4,0,21,0,14,0,45,160,20,5,0,21,11,0,11,1.666667,45,38,1,1,4,1,11,0,4,1,4,3.56,4,1,3.166667,66,35,8,1,1,212,11,1,0,23,clean
1,26,55,4,35,0,111,45,2.225807,31,31,7,10,2,14,6.747748,4,0,27,9,56,0,115,22,48,5,0,42,26,0,20,1.548387,91,69,5,2,4,1,19,80,4,1,7,0.19,6,14,1,20,100,14,1,1,154,27,1,1,76,clean
1,40,73,4,40,0,57,76,0.730769,26,8,24,12,2,27,21.666666,4,0,40,9,74,0,177,40,15,5,0,71,40,0,31,0.576923,41,19,1,2,4,1,30,84,5,1,5,0.23,5,27,0.307692,16,149,27,1,1,241,41,1,1,113,clean
7,64,157,5,34,0,26,82,0.194444,36,2,0,7,32,40,9.346154,6,0,105,4,164,0,295,53,6,5,9,79,64,0,50,0.166667,25,7,8,6,6,1,46,19.25,6,1,6.2,0.18,6.2,40,0.055556,1,239,40,4,1,374,64,1,0,175,clean
7,61,119,4,100,7.09,40,106,2.125,8,5,2,35,15,22,54.299999,15,1,92,11,158,1.54,353,384,16,2,17,126,61,0,94,2,46,17,4,5,15,1,34,40.75,15,2,18.23,1.09,11.87,20,0.625,-6,225,22,4,2,766,61,2,0,164,clean
2,46,107,5,2,0,221,63,9.384615,13,121,2,14,22,24,29.054298,7,0,37,4,135,0,244,204,17,2,3,73,64,1,40,1.307692,33,122,0,2,7,1,24,86,9,2,8,0.84,8,24,9.307693,188,170,24,1,1,480,69,2,0,125,clean
6,42,50,14,10,0,1011,56,5.027778,36,73,0,10,31,32,50.550941,7,0,94,1,51,0,149,340,198,4,1,59,42,0,35,5.5,778,181,1,5,7,1,40,23.75,7,1,4.23,2.28,4.23,8,2.027778,233,106,32,4,1,524,42,1,1,62,clean
1,21,34,2,50,0,2,32,1,2,1,0,6,16,16,20,2,0,29,3,36,0,85,15,1,1,1,31,21,0,20,0.5,1,2,0,1,2,1,16,67,2,1,4,0.18,4,16,0.5,1,66,16,1,1,120,21,1,0,45,clean
2,7,8,2,46,0,5,17,1.333333,3,3,0,2,6,7,21.6,1,1,20,4,8,0,33,13,1,2,0,17,7,0,16,0.333333,1,4,0,1,1,1,7,71,1,1,3,0.39,3,7,1,4,25,7,1,1,62,7,1,0,17,clean
1,20,37,13,42,4,0,44,0,17,0,1,21,2,5,0,8,0,18,2,43,0,110,36,0,3,0,45,20,0,13,0,0,0,2,2,8,1,5,40,9,4,21,0.33,17,5,0,0,81,5,1,4,157,21,4,1,56,clean
1,12,11,3,82,0,0,20,0,7,0,0,3,12,12,0,1,0,25,5,11,0,45,16,0,2,0,21,12,0,21,0,0,0,0,1,1,1,12,76,1,1,2,0.36,2,12,0,0,31,12,1,1,81,12,1,0,18,clean
15,28,63,3,185,0.21,8,52,0.121212,33,2,0,23,13,16,58.375,3,0,135,6,82,0.38,156,19,2,2,0,52,28,0,24,0.060606,5,4,3,9,3,1,16,9.38,5,2,10.75,0.12,10.37,16,0.060606,3,115,16,8,1,197,32,1,0,87,clean
2,5,8,0,209,0,3,13,0.333333,6,0,0,1,3,3,150,2,0,72,2,8,0,27,10,2,1,0,13,5,0,4,0.333333,3,2,0,2,2,1,3,0,3,2,6,0.37,6,3,0,0,21,3,1,1,41,7,1,0,15,clean
