@relation 'data/final_5050.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-5,16-17,19,25-26,30-36,41,44-45,49-67,70,77-83,92,95-100,102,106,109,113'

@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
4,0,0,0,7,5,10,306,4693,292402,4,2,3,21.3978,0,2,3,2,3,0,8,34.0581,50.088,15.8539,46,5,29.2,1,2,2,1,1,0,2,0,1,1,1,1,2,1,2,2,1,2,0,0,0,4,0,0,0,3,0,0,0,buggy
15,1,1,1,14,23,52,689,817,73612,5,2,5,26.9795,0,4,14,7,10,2,4,29.4124,60.2191,10.3685,249,4,289.958,9,4,1,1,1,1,5,3,6,4,6,3,2,6,8,3,2,3,0,0,0,3,1,1,1,14,2,0,0,buggy
6,0,0,0,10,7,14,819,6264,56975,2,2,4,48.9639,0,2,4,4,5,4,2,50.0157,49.9843,0,38,0,29.2,1,1,1,1,1,0,3,1,1,1,1,1,3,1,6,2,1,2,0,0,0,2,0,0,0,5,0,0,0,buggy
38,5,2,2,35,13,30,1054,4943,99997,11,0,0,4.50793,0,2,3,2,2,2,3,0.01435,96.2661,3.7196,729,1,1256.67,20,8,1,2,2,2,13,7,13,13,17,9,3,17,20,8,8,8,1,1,0,6,5,2,2,37,6,1,1,clean
10,0,0,0,16,8,17,241209,243549,0,4,0,0,4.28755,0,2,2,2,4,2,9,7.77008,91.4106,0.819337,108,0,152,8,2,0,1,1,1,3,1,5,3,4,3,1,5,8,3,2,3,0,0,0,2,0,0,1,10,0,1,0,buggy
47,3,2,1,60,12,20,1770705,1786019,7755577,26,0,0,15.8276,0,2,2,1,2,4,5,13.277,85.9869,0.736107,663,0,21,3,12,2,2,2,3,19,8,13,11,20,8,7,15,29,13,10,14,0,0,0,8,0,2,3,45,2,1,0,clean
49,10,4,2,66,17,33,621011,1242017,5867,27,0,0,30.1652,0,2,3,1,1,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
11,611,9,9,17,5,13,398653,797321,3239428,622,0,1,41.8581,0,2,5,3,6,6,23,0.465676,58.3037,41.2306,1115,22,335.429,4,2,0,0,1,1,2,3,2,4,2,2,2,6,623,6,5,12,0,0,0,2,0,0,0,11,0,1,0,buggy
49,10,4,2,66,17,33,1180,2147,0,27,0,0,31.432,0,6,4,7,9,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
28,8,3,2,41,17,33,18726,74544,1074455,19,4,11,20.4134,0,2,2,1,2,4,5,3.79154,95.8468,0.361649,493,18,18,2,10,3,3,1,2,12,4,7,6,14,4,5,8,22,12,11,10,0,1,0,7,1,1,4,26,2,2,0,clean
26,0,1,2,18,9,20,1797314,1885384,0,10,4,9,11.7614,0,2,2,1,2,1,8,4.54411,86.684,8.7719,380,11,8.5,2,6,2,0,1,1,9,5,8,4,11,4,4,9,9,6,3,4,0,0,0,3,0,1,0,26,1,0,0,clean
10,2,0,1,16,4,8,29052,91987,292460,8,2,19,15.0121,0,2,2,1,2,4,4,29.4888,69.1633,1.34793,140,17,0.333333,1,5,0,0,0,1,3,3,3,2,5,2,3,3,6,4,5,4,0,0,0,1,1,1,1,9,2,0,0,clean
49,10,4,2,66,17,33,4001,6395,17480,27,0,0,26.6255,0,4,7,4,3,7,3,4.10765,95.239,0.653374,852,5,27,1,14,6,4,3,3,20,8,13,11,24,6,5,17,31,17,15,21,0,0,0,14,1,0,7,46,1,4,0,clean
16,1,1,1,15,13,28,21689,58500,162435,6,1,2,2.23703,0,1,3,1,2,1,4,21.2005,42.6148,36.1847,293,8,1131.17,32,5,0,1,1,1,6,3,5,5,7,4,1,7,8,3,4,3,0,0,0,3,2,1,1,15,2,0,1,clean
38,5,2,2,34,14,31,350,734,1534,11,4,10,16.7077,0,3,15,8,9,2,3,3.33478,86.4385,10.2267,575,1,777.4,16,7,1,2,2,3,12,7,14,12,17,9,4,17,20,8,8,8,1,1,0,6,5,2,3,36,7,1,1,buggy
35,3,2,1,29,14,25,1871,7475,0,8,3,7,6.33613,0,2,4,2,3,2,3,0.014236,97.3123,2.67342,617,1,1572,10,6,0,2,3,1,13,6,11,11,15,7,2,15,15,8,7,6,1,0,0,6,3,2,2,34,4,1,1,clean
23,3,1,1,19,14,29,271,305,8000,7,3,9,15.7658,1.76223,2,13,5,8,2,3,10.6098,59.8492,29.541,428,2,875.625,20,6,1,1,1,1,8,4,8,7,11,5,2,10,11,5,5,5,0,0,0,4,3,1,2,22,4,0,1,clean
20,1,0,0,22,15,27,10433,10442,8923,13,4,12,13.7789,0,2,2,2,3,2,6,30.732,61.2739,7.99404,226,6,1435.23,55,6,1,0,0,1,6,3,6,5,8,6,2,5,13,3,4,4,0,0,0,2,0,0,1,19,1,0,0,clean
67,4,2,2,63,19,26,156879,156879,339,36,17,57,28.7185,0,6,4,5,6,4,7,10.1383,87.067,2.79478,497,14,1.45455,1,11,1,1,1,2,25,8,24,14,27,20,6,18,34,13,12,11,0,0,0,7,0,2,2,66,2,0,0,buggy
102,10,6,5,118,30,76,4667896,4678986,2603028,54,1,2,26.7843,0,2,3,2,3,4,7,14.5423,81.2765,4.1812,754,2,52.0833,11,11,4,4,3,5,28,16,31,29,32,22,13,37,68,24,20,27,0,0,0,15,0,2,3,99,2,1,0,buggy
169,8,9,6,194,24,43,65471,65508,645621,89,9,25,25.6867,0,2,3,1,2,5,8,3.75394,95.7907,0.455389,2549,5,520.143,15,42,5,6,6,7,57,26,46,49,64,34,20,61,90,44,39,42,0,1,1,24,3,4,7,163,5,2,1,clean
42,27,8,9,42,8,16,160,167,160,40,0,0,21.2735,6.33928,3,13,5,9,34,2,1.11072,98.8804,0.008842,322,3,16.6667,2,10,4,1,2,6,11,4,26,15,12,26,2,16,35,15,17,19,1,0,0,12,6,8,6,36,12,0,2,clean
22,18,6,6,27,6,14,3300,6813,170009,26,0,0,10.2347,0,2,6,4,8,18,3,1.2036,98.783,0.013409,280,2,18.75,2,9,2,1,1,3,6,3,15,8,7,14,2,9,23,10,11,12,1,0,0,6,4,5,4,18,7,0,2,clean
76,3,3,1,54,15,27,14259,55718,562788,22,7,18,30.3657,0,2,8,8,8,3,3,24.5005,75.3269,0.172554,1091,2,91.2857,2,13,2,2,2,3,19,8,27,23,21,22,6,28,28,13,11,9,0,0,0,6,0,0,2,74,0,1,0,clean
58,137,40,39,102,43,67,5075930,5076442,260956,277,4,11,15.7511,0,2,2,2,2,173,226,9.55975,89.1448,1.29545,1890,7,49.6667,4,15,3,2,2,3,16,12,16,15,21,10,8,21,277,13,12,17,0,0,0,10,1,1,2,56,1,0,0,clean
33,11,4,4,54,9,14,7691,28073,0,34,0,0,38.6771,0,2,2,2,2,1,2,0.608602,99.3914,0,422,36,17.3333,5,9,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,1,0,8,0,1,4,31,2,2,0,clean
72,2,3,2,66,45,71,966893,1933874,7401293,33,4,14,22.659,0,2,2,1,2,4,4,14.6561,80.8281,4.51578,1154,3,60.5,3,19,4,2,3,3,22,15,20,16,27,14,10,22,30,13,12,16,0,0,0,12,1,1,2,70,1,0,0,clean
33,11,4,4,54,9,14,3164382,3163956,0,34,0,0,22.958,0,2,2,3,2,1,2,0.608602,99.3914,0,633,36,26,5,13,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,1,0,8,0,1,4,31,2,2,0,clean
66,3,4,3,85,19,23,6006252,6006252,26568,37,13,43,23.3743,0,1,3,2,2,9,4,5.65064,94.3139,0.035452,1198,0,7.5,2,21,2,4,3,3,23,10,22,13,24,12,9,22,40,22,14,20,0,0,0,11,0,1,2,64,1,1,0,clean
72,53,5,5,92,24,39,318048,663581,2117910,89,2,4,49.9906,0,3,9,2,5,4,3,12.485,87.3813,0.133702,1472,13,922.091,11,18,3,3,3,5,19,13,18,24,22,13,10,29,91,19,18,28,0,0,0,13,0,1,3,71,1,2,0,clean
27,7,3,3,44,10,18,65132,124865,119037,25,3,7,26.3024,3.48751,3,8,2,3,3,2,3.37142,96.6286,0,440,25,59.8333,5,9,2,1,1,2,10,6,8,6,13,7,3,7,25,8,11,12,0,0,0,6,0,0,3,26,1,2,0,buggy
62,3,3,2,78,19,27,1399853,1400310,2268334,31,12,35,16.6046,0,2,2,1,2,4,7,3.11048,95.5336,1.35589,971,2,28.8571,4,17,2,3,3,3,22,13,17,13,25,10,10,19,36,18,15,18,0,0,0,10,0,2,3,60,2,1,0,clean
81,47,7,6,109,23,43,234292,938412,1883714,86,4,11,66.445,0,2,20,4,11,2,2,5.38615,94.6138,0.000063,1503,12,766.429,10,18,3,4,4,5,21,15,21,26,25,15,11,33,94,24,22,29,0,0,0,15,0,1,3,79,1,2,0,buggy
33,11,4,4,54,9,14,542,2742,0,34,0,0,25.2299,0,2,4,4,3,1,2,0.608602,99.3914,0,633,36,26,5,13,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,1,0,8,0,1,4,31,2,2,0,clean
76,70,5,5,104,23,39,254377,520811,3149268,111,2,4,75.5588,0,3,20,7,11,3,2,6.90118,93.0988,0.000041,1604,18,1137.5,12,20,3,3,3,6,18,13,20,26,21,16,10,31,111,21,20,32,0,0,0,13,0,0,3,75,1,2,0,clean
21,1,2,1,41,5,9,608910,608245,0,22,0,0,28.8079,0,2,3,2,2,5,3,0.646933,99.3505,0.002545,490,0,299,6,12,6,4,2,0,8,3,5,6,7,4,6,6,9,12,10,13,1,0,0,10,2,0,2,19,2,0,0,clean
27,7,3,3,44,11,21,62442,124921,124886,25,3,7,22.2876,1.70831,2,8,2,3,3,2,3.37142,96.6286,0,440,25,59.8333,5,9,2,1,1,2,10,6,8,6,13,7,3,7,25,8,11,12,0,0,0,6,0,0,3,26,1,2,0,buggy
124,11,6,4,107,39,51,99652,99742,31218,34,5,21,16.9866,0,2,3,2,2,3,9,3.10257,93.1582,3.7392,1027,1,238.438,8,11,3,5,5,8,34,17,41,37,39,26,11,53,64,28,18,19,0,0,0,20,2,3,7,118,5,1,0,buggy
5,4,0,0,11,6,13,0,0,0,4,0,12,21.8161,0,3,3,3,5,1,15,6.19195,74.4361,19.372,166,0,1,2,4,0,0,0,2,4,0,2,4,3,2,1,4,10,2,1,2,0,0,1,1,4,0,0,6,3,2,0,clean
20,1,2,1,9,11,15,65,67,15,5,7,16,9.16852,0,2,6,11,15,1,7,21.4014,76.6329,1.96576,295,0,1,1,3,1,1,2,1,6,3,7,4,5,7,2,6,5,3,2,3,0,0,0,5,0,0,1,19,0,0,0,clean
47,1,2,2,55,11,27,16318,45655,2149986,22,2,5,23.2942,0,4,4,5,5,3,8,25.5944,68.3257,6.07995,538,6,165.5,5,6,6,1,1,1,15,10,10,11,18,6,8,16,27,13,10,10,0,0,0,9,0,1,0,46,0,0,0,buggy
20,1,2,1,9,11,15,4385,63368,1001383,5,7,16,8.0989,0,2,2,5,9,1,7,21.4014,76.6329,1.96576,295,0,1,1,3,1,1,2,1,6,3,7,4,5,7,2,6,5,3,2,3,0,0,0,5,0,0,1,19,0,0,0,clean
183,23,15,15,182,35,46,38075,76118,348571,79,30,65,74.5132,0,2,6,1,3,3,6,0.648532,99.2981,0.053334,2846,2,118.75,5,40,16,8,7,10,62,39,44,48,73,25,29,66,100,46,39,49,0,1,1,40,1,4,9,179,5,4,1,clean
36,53,2,2,43,22,39,224911,225834,118239,66,2,5,24.778,0,6,16,4,12,3,3,25.5234,73.9236,0.553022,273,11,212.818,6,4,3,1,1,3,8,9,8,11,10,4,6,15,68,11,10,12,0,0,0,8,0,0,1,35,0,0,0,buggy
156,25,15,15,156,35,46,83133,83053,0,79,16,35,41.8454,0,2,4,1,3,3,7,0.810778,99.1181,0.071112,2452,3,117,6,38,8,7,6,10,53,37,34,42,63,17,29,57,95,40,33,42,0,1,0,30,0,4,8,152,5,4,1,clean
37,2,2,1,37,18,29,2040020,2041291,650717,21,5,15,18.7223,0,2,2,3,4,5,5,32.863,64.315,2.82199,406,9,50.1111,5,9,1,1,1,1,13,6,11,8,14,8,4,11,20,8,7,7,0,0,0,4,0,1,1,35,1,0,0,buggy
156,25,15,15,156,35,46,39280,37105,0,79,16,35,27.3346,0,1,4,1,2,3,7,0.810778,99.1181,0.071112,2452,3,117,6,38,8,7,6,10,53,37,34,42,63,17,29,57,95,40,33,42,0,1,0,30,0,4,8,152,5,4,1,clean
114,10,6,4,143,12,20,978703,983835,41050,60,0,0,39.4031,0,2,2,1,2,5,5,0.982343,98.9982,0.019499,2160,1,83,7,38,6,4,5,5,45,22,30,27,48,20,18,38,71,33,26,33,0,1,0,19,1,6,9,108,7,2,1,clean
27,7,3,3,44,11,21,5014,5014,0,25,3,7,23.5678,0,7,18,3,7,3,2,3.37142,96.6286,0,377,25,51.2857,5,7,2,1,1,2,10,6,8,6,13,7,3,7,25,8,11,12,0,0,0,6,0,0,3,26,1,2,0,buggy
2,0,0,0,1,2,2,0,0,0,1,0,1,9.21571,5.05035,2,4,2,2,3,4,30.6674,2.6348,66.6978,12,0,156.5,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,clean
29,2,1,1,17,12,19,14376,45988,183918,9,9,19,4.969,2.07273,2,4,2,3,7,4,17.8987,81.3215,0.779788,417,3,0.5,1,6,1,0,1,2,9,4,9,7,10,9,2,7,10,3,6,3,0,0,0,3,0,0,1,28,0,1,0,clean
76,12,15,14,118,13,34,40890,163542,558375,91,0,0,3.67905,0,3,2,2,6,0,26,2.14645,85.4647,12.3888,202,0,0.5,2,2,1,4,1,4,14,14,23,24,20,10,11,35,101,21,13,26,0,0,0,8,0,0,2,75,0,2,0,clean
18,2,1,0,13,10,19,119,0,111933,6,3,14,9.99267,4.66533,3,8,5,8,10,6,30.0062,68.4342,1.55958,275,0,0,1,3,0,0,1,1,6,2,7,3,7,8,0,3,9,1,4,2,0,0,0,2,0,0,2,16,0,0,0,clean
27,16,7,5,39,7,15,439814,584704,5134479,25,8,23,21.4343,0,2,3,1,2,8,6,17.8587,68.4402,13.7011,550,10,396,4,9,2,1,2,1,5,9,6,8,9,3,5,12,28,11,12,17,0,0,0,5,0,1,4,25,1,2,0,clean
14,2,1,0,15,5,13,152430,308471,452837,6,6,17,13.2059,0,3,2,2,3,4,5,27.2186,71.1868,1.59455,201,27,170,6,5,2,1,0,0,4,2,2,6,6,2,2,5,10,1,3,4,0,0,1,2,1,1,1,12,1,0,0,clean
14,2,1,0,15,4,12,37576,75009,592510,6,6,17,57.1749,0,3,5,5,6,4,5,27.2186,71.1868,1.59455,101,27,85,6,2,2,1,0,0,4,2,2,6,6,2,2,5,10,1,3,4,0,0,1,2,1,1,1,12,1,0,0,buggy
81,8,7,8,80,25,51,174785,160190,188994,25,56,106,5.02087,0,3,2,2,4,4,11,45.6033,41.6816,12.7151,311,10,301.2,40,4,10,7,4,6,28,17,29,17,37,15,12,28,43,17,12,30,1,4,2,21,3,4,4,79,7,1,2,clean
62,7,3,4,77,31,46,94121,117754,1081787,38,0,1,16.4817,0,2,2,2,4,4,5,20.2645,77.8563,1.87921,1027,19,1194.8,21,13,2,2,2,3,17,12,15,19,19,8,10,28,45,19,14,14,0,0,0,9,0,1,1,61,1,1,0,buggy
94,5,5,3,98,29,48,1002573,2005115,4428429,44,2,7,25.5003,0,2,3,2,4,5,9,7.2429,62.8259,29.9312,943,3,490.966,8,14,6,4,4,3,29,18,22,27,30,13,18,37,50,23,14,25,0,0,0,15,1,1,4,91,2,1,1,buggy
32,2,2,1,33,11,23,563476,565132,703155,13,7,24,17.3048,0,1,2,1,2,3,9,1.09474,64.4469,34.4583,557,28,983,24,9,0,3,2,1,10,4,11,7,12,7,4,11,15,9,5,9,0,0,0,6,0,0,1,32,0,0,0,clean
0,4,0,0,0,2,4,2470048,2470052,24,3,2,5,41.2207,0,2,2,2,2,1,7,57.423,24.6499,17.9272,64,0,0,1,3,0,0,0,0,3,1,1,0,4,1,0,0,1,1,2,1,0,0,0,0,5,0,0,0,6,0,0,clean
13,2,0,1,11,7,11,1400,10905,0,6,0,0,5.00301,0,9,2,3,3,4,3,28.493,70.7749,0.732154,36,0,0,1,1,2,1,0,0,3,2,8,3,5,5,2,5,6,3,2,2,0,1,0,3,1,1,1,12,3,0,0,clean
27,72,21,20,60,16,28,24145,93292,780808,147,0,2,20.3159,0,2,2,2,3,91,127,18.7779,79.1201,2.10204,352,12,52.7872,21,3,2,1,1,1,7,5,7,7,9,3,4,11,149,8,6,10,0,0,0,4,0,0,0,26,0,0,0,buggy
56,1,1,1,65,12,28,49015,49015,3241,18,19,47,20.6221,0,2,3,2,4,1,5,11.3417,79.4065,9.25178,711,5,5.75,2,11,3,1,3,3,16,11,14,14,18,10,7,20,31,12,11,16,0,0,0,9,0,0,1,54,0,0,0,clean
75,2,2,1,86,12,28,116036,116035,0,24,27,60,25.7401,0,2,2,1,2,0,5,4.42039,84.5181,11.0615,838,6,7,2,13,5,2,4,4,21,15,19,18,24,14,10,26,40,17,15,20,0,0,1,12,0,1,1,72,0,0,0,clean
1,0,0,0,1,1,2,2553559,5107109,11567674,1,0,0,15.5524,6.73858,2,6,1,2,1,3,99.999,0,0.000967,12,0,316,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
36,1,2,0,46,12,22,24958,46563,968964,21,0,0,29.2636,0,2,4,2,4,5,7,0.817373,99.1269,0.055698,107,10,32.3889,8,2,1,2,2,2,12,6,8,9,13,6,5,12,22,9,8,10,0,0,0,6,0,0,2,34,0,0,0,buggy
27,1,2,0,33,14,22,14505,14513,0,19,0,0,30.3856,0,1,3,1,2,0,3,0.17389,99.8196,0.006491,235,9,70.5,9,4,0,1,2,2,9,5,6,5,8,7,5,6,16,7,7,7,0,0,0,4,0,0,2,24,0,0,0,buggy
0,4,0,0,0,2,4,0,0,0,3,2,5,53.0658,0,3,2,1,4,1,7,57.423,24.6499,17.9272,64,0,0,1,3,0,0,0,0,3,1,1,0,4,1,0,0,1,1,2,1,0,0,0,0,5,0,0,0,6,0,0,clean
69,3,2,2,60,41,67,742459,742651,33094,38,6,16,18.6558,0,3,2,2,3,7,7,5.0785,93.2921,1.62936,976,5,212.222,12,21,4,1,2,2,22,14,21,16,28,18,7,19,31,9,13,13,0,0,0,9,1,2,2,67,3,0,0,clean
0,3,0,0,0,2,4,14926,15027,109953,2,2,3,14.9233,0,2,2,2,3,1,6,49.0075,14.0163,36.9763,46,0,0,1,2,0,0,1,0,2,1,1,0,3,1,0,1,1,1,2,1,1,0,0,0,4,0,0,0,4,0,0,clean
39,1,1,2,20,14,18,0,0,0,11,14,24,8.98788,0.707619,3,6,4,5,3,2,5.79123,94.2088,0,280,6,0.5,1,5,2,0,0,3,11,6,10,11,13,10,4,11,11,5,7,3,0,0,0,4,0,0,0,39,0,1,0,buggy
114,4,5,3,113,22,38,526703,1053405,7516139,48,3,3,26.2501,0,2,3,7,4,2,11,10.2454,38.4771,51.2775,1146,10,1013.8,6,16,10,6,4,2,31,26,25,35,29,11,30,47,55,29,12,30,0,1,0,22,1,0,4,112,1,1,1,buggy
127,5,6,4,154,22,50,10297,20576,520534,60,0,0,38.9477,0,3,6,5,7,4,11,0.054856,63.2347,36.7104,2265,7,1521.11,11,28,11,7,5,3,39,28,27,36,41,14,29,46,72,36,25,35,0,0,1,23,1,1,4,123,2,1,1,clean
111,4,5,3,112,22,38,1525323,1525323,1467,44,1,3,18.423,0,4,3,3,3,3,14,29.7866,17.4484,52.7649,1872,7,1689.67,6,24,10,6,4,2,30,26,25,34,28,10,30,46,55,28,12,29,0,1,0,21,1,0,4,109,1,1,1,clean
1,0,0,0,0,1,1,2341733,0,600598,3,0,3,26.2031,0,0,2,1,1,1,2,58.7156,19.7248,21.5596,24,0,0,1,3,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,clean
203,260,12,10,279,29,49,3043793,3074244,65033,366,0,0,54.8642,0,2,3,1,1,4,3,19.1451,80.8548,0.000106,4615,5,4249,34,46,5,8,9,18,35,33,52,81,41,40,26,95,367,55,50,93,0,0,0,35,0,0,4,201,0,2,0,clean
61,11,5,5,71,25,79,10,19,3259,47,2,6,15.6436,0,2,2,2,4,5,5,13.8551,73.9149,12.23,781,4,342.565,9,12,3,2,3,2,18,12,16,17,20,10,11,23,42,16,12,22,0,0,0,10,0,1,2,59,1,0,0,buggy
60,2,2,0,45,20,34,14535,11764,0,20,0,0,6.5596,0,2,3,6,5,1,3,0.367779,99.6013,0.030872,44,9,10.9,19,1,1,3,1,2,13,11,19,16,20,10,6,23,24,11,9,6,0,0,0,6,0,0,2,58,0,0,0,buggy
0,2,0,0,0,3,5,6134,24489,0,1,1,1,44.7976,0,2,2,3,3,2,3,0.005275,0.001286,99.9934,36,0,843,28,1,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,3,0,0,clean
122,4,6,4,95,33,77,590852,618528,864580,31,0,2,25.613,0,3,2,4,3,2,4,13.355,85.909,0.735943,265,7,40.1724,14,3,5,5,4,5,39,20,43,29,46,26,14,45,56,22,13,16,0,1,1,18,2,4,6,116,6,0,1,buggy
0,0,0,0,1,1,2,2746930,5493858,13688304,1,0,2,10.1472,0,2,2,1,2,1,2,100,0,0,12,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clean
203,260,12,10,279,29,49,148508,297013,24,366,0,0,72.1097,0,4,5,1,2,4,3,19.1451,80.8548,0.000106,4615,5,4249,34,46,5,8,9,18,35,33,52,81,41,40,26,95,367,55,50,93,0,0,0,35,0,0,4,201,0,2,0,clean
203,260,12,10,279,29,49,260304,520578,0,366,0,0,91.6097,0,1,3,1,2,4,3,19.1451,80.8548,0.000106,4615,5,4249,34,46,5,8,9,18,35,33,52,81,41,40,26,95,367,55,50,93,0,0,0,35,0,0,4,201,0,2,0,clean
203,260,12,10,279,29,49,43693,174749,1165,366,0,0,158.842,0,2,7,2,3,4,3,19.1451,80.8548,0.000106,4615,5,4249,34,46,5,8,9,18,35,33,52,81,41,40,26,95,367,55,50,93,0,0,0,35,0,0,4,201,0,2,0,clean
203,260,12,10,279,29,49,3319554,3229879,850,366,0,0,61.6608,0,2,4,1,2,4,3,19.1451,80.8548,0.000106,4615,5,4249,34,46,5,8,9,18,35,33,52,81,41,40,26,95,367,55,50,93,0,0,0,35,0,0,4,201,0,2,0,clean
52,4,4,4,65,55,116,2524,21392,299234,35,4,12,16.5011,0,3,2,3,4,12,5,49.4703,43.2724,7.25725,490,5,309.864,17,7,4,2,3,4,17,8,12,16,18,11,6,18,40,11,11,16,0,0,0,12,0,1,1,50,1,0,0,buggy
143,174,9,8,195,29,49,2960979,2960979,127633,248,4,7,50.2715,0,2,6,3,3,6,4,21.9409,77.7881,0.270983,3190,3,2833.67,23,32,4,5,6,13,28,23,35,56,31,27,19,66,247,40,35,67,0,0,0,24,0,0,4,141,1,2,0,clean
16,0,0,0,15,4,7,0,0,778,9,3,24,36.1227,19.3033,2,5,3,4,11,3,0.148812,99.8503,0.000908,250,24,337,19,7,0,0,1,0,6,1,5,4,5,3,2,7,6,4,1,4,0,0,0,1,0,0,1,15,0,1,0,clean
33,2,1,1,40,12,20,1517127,1530633,2825589,17,0,2,15.4295,0,2,2,2,2,3,7,39.4676,57.4554,3.07705,254,2,7.16667,2,5,2,1,2,2,12,6,9,8,14,6,4,12,20,8,7,9,0,0,0,6,0,1,2,32,1,0,0,buggy
42,4,1,2,52,10,20,1444470,1444345,0,23,0,0,10.4018,0,2,2,1,2,5,4,1.90443,98.0113,0.084297,516,4,505.333,32,10,5,1,2,2,14,11,11,9,18,7,6,14,31,9,10,10,0,1,0,8,1,2,2,41,3,0,0,clean
32,4,1,4,16,17,26,7647,25487,9331,8,0,0,27.3816,0,2,8,5,5,0,3,1.3464,98.5812,0.072379,444,0,77,1,6,0,2,3,3,6,8,18,6,11,14,3,11,15,4,4,2,1,1,0,6,0,1,4,33,3,4,0,clean
14,30,10,10,19,4,7,1587241,1582954,0,58,5,173,13.2595,0,2,2,1,2,0,6,8.58331,90.7785,0.63821,478,15,35,3,7,0,0,1,0,2,3,4,5,3,3,2,7,58,3,2,6,0,0,0,1,0,0,1,12,0,0,0,clean
32,4,1,4,16,17,26,535,2393,14110,8,0,0,34.5072,0.454102,3,10,13,18,0,3,1.3464,98.5812,0.072379,444,0,77,1,6,0,2,3,3,6,8,18,6,11,14,3,11,15,4,4,2,1,1,0,6,0,1,4,33,3,4,0,clean
1,0,0,0,1,1,2,1269762,1089003,0,1,0,0,24.2543,0,2,2,1,2,0,3,98.4252,0,1.5748,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,buggy
188,16,8,5,153,40,53,170,913,0,52,0,0,37.6846,0,3,4,1,2,4,11,0.588209,99.3901,0.021706,1939,1,529.636,14,20,5,8,7,12,50,25,63,55,61,38,16,78,91,40,26,24,0,0,0,32,0,3,8,181,4,1,0,buggy
8,0,0,0,6,5,9,316693,1266142,5194296,2,3,8,40.9135,8.16247,2,4,3,5,0,4,3.52153,96.3168,0.161644,96,0,2,1,3,1,0,1,0,2,2,3,0,2,3,1,2,3,1,1,1,0,0,0,2,0,0,0,7,0,0,0,clean
9,5,1,3,13,4,6,984510,1968996,1062287,12,10,21,30.2479,0,2,2,1,2,4,4,24.2254,73.4509,2.32372,144,22,0.5,1,3,0,1,0,0,8,1,3,3,10,1,1,4,15,3,2,2,0,0,0,1,5,1,0,9,6,1,0,clean
88,5,6,5,68,21,35,19137,19182,5785,21,26,82,42.1051,0,10,8,21,18,11,6,3.30411,96.6624,0.033465,150,1,1.5,1,2,2,4,5,4,27,13,22,27,27,13,12,37,47,17,9,11,0,0,0,15,0,1,2,86,0,0,1,clean
