@relation 'data/final_7030.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-3,6-16,18-24,27-29,31-34,36-52,55-59,63-82,84-91,93-107,109-113'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric
@attribute class {buggy,clean}

@data
18,71,794,6.780488,41,109,52.992443,169,2,4.121951,811,278,2.658537,-17,1,clean
19,136,0,0,44,0,0,0,3,0,0,0,0,0,0,buggy
15,54,0,0,40,0,0,0,2,0,0,0,0,0,0,buggy
5,29,19,1,8,3,20.894737,5,2,0.625,13,8,0.375,6,0,clean
12,99,0,0,33,0,0,0,3,0,0,0,0,0,0,clean
7,29,186,6,12,71,22.543011,40,2,3.333333,50,72,5.916667,136,0,clean
3,53,50,2.888889,9,26,34.16,2,2,0.222222,6,26,2.888889,44,0,clean
1,13,5,0.5,10,0,10,5,1,0.5,5,5,0,0,0,buggy
10,179,322,0.642857,112,30,99.204971,64,5,0.571429,246,72,0.267857,76,1,clean
5,24,81,2.125,16,28,21.938272,9,2,0.5625,20,34,1.75,61,0,buggy
13,138,546,3.657143,35,125,115.794869,73,5,2.085714,196,128,3.571429,350,0,clean
2,221,105,1.944444,18,30,47.619049,45,3,2.5,91,35,1.666667,14,0,clean
7,179,333,1.86,100,23,61.930931,186,4,1.86,245,186,0.23,88,0,clean
16,71,1539,3.103093,194,152,98.827812,604,4,3.113402,1024,602,0.783505,515,0,clean
0,359,10,0.461538,13,1,50.200001,7,1,0.538462,15,6,0.076923,-5,0,clean
4,1,22,2,5,8,44.909092,3,2,0.6,7,10,1.6,15,0,clean
2,248,8,0.5,6,0,73.625,9,2,1.5,14,3,0,-6,0,clean
16,26,238,0.60177,113,33,109.222687,35,8,0.309735,124,68,0.292035,114,0,clean
0,236,0,0,3,0,0,0,0,0,0,0,0,0,0,clean
18,85,2562,16.961039,77,142,33.871586,1306,3,16.961039,1935,1306,1.844156,627,0,buggy
0,236,0,0,3,0,0,0,0,0,0,0,0,0,0,clean
3,49,145,18.333334,6,102,39.944828,21,1,3.5,31,110,17,114,3,clean
20,71,752,0.871429,140,120,113.86702,61,3,0.435714,231,122,0.857143,521,1,buggy
13,137,1349,16.545454,33,307,133.33432,440,3,13.333333,821,546,9.30303,528,0,clean
6,29,62,2.875,8,15,17.661291,11,2,1.375,27,23,1.875,35,0,clean
56,69,0,0,119,0,0,0,3,0,0,0,0,0,3,clean
7,36,161,2.214286,28,22,7.919255,40,5,1.428572,128,62,0.785714,33,1,buggy
2,83,68,13.666667,3,14,79.617645,41,1,13.666667,68,41,4.666667,0,0,clean
2,77,177,16.333334,9,126,56.553673,29,2,3.222222,54,147,14,123,0,clean
3,46,42,1.75,16,3,63.714287,44,3,2.75,65,28,0.1875,-23,0,clean
12,76,0,0,24,0,0,0,3,0,0,0,0,0,0,clean
9,89,0,0,12,0,0,0,2,0,0,0,0,0,0,clean
29,93,0,0,72,0,0,0,3,0,0,0,0,0,2,clean
3,256,13,0.051282,78,1,133.384613,10,2,0.128205,24,4,0.012821,-11,0,buggy
0,370,3,0.222222,9,0,150,2,1,0.222222,3,2,0,0,0,clean
2,51,0,0,5,0,0,0,1,0,0,0,0,0,0,clean
7,132,32,0.257143,35,8,125.6875,8,2,0.228571,21,9,0.228571,11,0,clean
0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,buggy
10,71,0,0,23,0,0,0,3,0,0,0,0,0,0,clean
3,137,56,0.555556,45,12,134.839279,13,1,0.288889,31,25,0.266667,25,0,clean
8,93,0,0,17,0,0,0,3,0,0,0,0,0,0,clean
7,7,62,0.178082,73,8,96.629036,9,3,0.123288,36,13,0.109589,26,0,clean
6,89,0,0,12,0,0,0,3,0,0,0,0,0,0,clean
1,356,5,0.076923,26,0,131.399994,2,1,0.076923,5,2,0,0,0,clean
1,6,1,0.5,2,0,5,1,1,0.5,1,1,0,0,0,clean
4,21,0,0,7,0,0,0,1,0,0,0,0,0,0,buggy
5,29,28,1.636364,11,1,23.5,24,2,2.181818,36,18,0.090909,-8,0,clean
2,6,9,0.833333,6,5,5.888889,1,1,0.166667,1,5,0.833333,8,0,clean
1,10,0,0,6,0,0,0,1,0,0,0,0,0,0,clean
3,47,0,0,10,0,0,0,2,0,0,0,0,0,0,clean
1,6,1,0.5,2,0,5,1,1,0.5,1,1,0,0,0,clean
6,120,818,65.818184,11,687,89.744499,37,3,3.363636,51,724,62.454544,767,0,clean
30,102,0,0,68,0,0,0,4,0,0,0,0,0,1,clean
6,49,48,0.080537,149,6,66.270836,19,2,0.127517,46,12,0.040268,2,0,buggy
3,71,23,0.888889,9,5,126.869568,4,2,0.444444,14,8,0.555556,9,0,buggy
3,185,81,1.2,50,3,140.345673,85,1,1.7,103,60,0.06,-22,0,buggy
2,38,0,0,8,0,0,0,2,0,0,0,0,0,0,clean
8,77,194,2.5,38,87,96.15979,11,1,0.289474,48,95,2.289474,146,0,buggy
9,51,0,0,23,0,0,0,2,0,0,0,0,0,0,clean
22,50,1123,7.204082,49,339,65.729294,339,3,6.918367,923,353,6.918367,200,1,clean
6,42,0,0,6,0,0,0,2,0,0,0,0,0,0,clean
9,108,0,0,18,0,0,0,3,0,0,0,0,0,1,clean
11,136,0,0,22,0,0,0,3,0,0,0,0,0,2,buggy
1,75,174,5.333334,15,80,33.316093,12,2,0.8,30,80,5.333334,144,0,clean
3,4,288,3.619048,21,76,120.819443,41,3,1.952381,100,76,3.619048,188,0,clean
8,96,0,0,16,0,0,0,2,0,0,0,0,0,1,clean
13,37,890,3.140625,64,201,38.197754,201,3,3.140625,512,201,3.140625,378,0,clean
9,93,0,0,20,0,0,0,3,0,0,0,0,0,0,clean
9,65,400,0.757895,95,39,98.330002,53,5,0.557895,336,72,0.410526,64,3,clean
7,10,1846,6.52459,61,266,83.801193,150,4,2.459016,949,398,4.360656,897,3,clean
6,89,0,0,27,0,0,0,2,0,0,0,0,0,0,buggy
18,64,2719,4.987179,78,270,26.672674,132,3,1.692308,1006,389,3.461539,1713,4,clean
11,25,665,9.826087,46,60,146.93985,392,7,8.521739,516,452,1.304348,149,0,buggy
14,136,0,0,25,0,0,0,2,0,0,0,0,0,2,clean
5,40,92,12.666667,6,74,9.478261,22,1,3.666667,32,76,12.333333,60,0,clean
11,62,417,0.931973,294,44,146.119904,275,2,0.935374,325,274,0.14966,92,0,buggy
7,74,0,0,12,0,0,0,2,0,0,0,0,0,0,clean
13,111,258,0.777778,45,35,101.042633,54,5,1.2,294,35,0.777778,-36,2,clean
21,84,0,0,47,0,0,0,3,0,0,0,0,0,1,buggy
12,119,532,5.95,20,101,85.936089,77,4,3.85,166,119,5.05,366,0,clean
5,185,81,1.92,25,17,135.876541,31,3,1.24,60,48,0.68,21,0,clean
8,34,209,10.538462,13,108,28.086124,29,2,2.230769,58,137,8.307693,151,3,clean
2,51,1,0.25,4,0,6,1,1,0.25,1,1,0,0,0,clean
4,29,7,0.666667,6,0,20.142857,5,2,0.833333,8,4,0,-1,0,clean
5,29,91,6.666667,6,39,18.395605,62,2,10.333333,75,40,6.5,16,0,clean
1,10,214,5.9375,16,95,7.64486,11,2,0.6875,45,95,5.9375,169,0,clean
9,93,41,0.785714,14,11,52.731709,25,2,1.785714,64,11,0.785714,-23,0,clean
8,4,1242,11.142858,35,93,122.355881,416,4,11.885715,950,390,2.657143,292,1,clean
11,51,0,0,33,0,0,0,3,0,0,0,0,0,1,clean
8,85,0,0,33,0,0,0,3,0,0,0,0,0,1,clean
5,38,0,0,25,0,0,0,2,0,0,0,0,0,0,buggy
4,10,1332,12.705882,34,428,99.189186,773,2,22.735294,1551,432,12.588235,-219,0,buggy
