@relation 'data/final_7030.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R4-5,17,25-26,30,35,53-54,60-62,83,92,108-weka.filters.unsupervised.attribute.Remove-R1-3,14,16,25-29,34,37-38,42-55,58,65-70,81-85,87,91,97'

@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
61,3,1,2,84,17,89,6,6,286686,20,68,118,73.9573,0,7,7,4,7,49,10,29.5644,68.217,2.21865,1311,4,7.66667,2,8,43,1,1,3,32,4,11,14,32,7,4,18,58,11,7,13,0,0,0,49,0,0,0,61,0,0,0,clean
29,9,3,4,30,6,16,38762,55170,167096,26,0,0,71.3052,0,1,2,1,1,1,14,0.923601,93.3835,5.69292,578,11,3.5,2,11,1,1,0,1,9,11,7,8,13,5,7,9,26,5,8,7,0,1,1,2,2,3,3,26,5,1,0,clean
202,8,4,1,125,20,29,38,144,567,45,0,0,15.8965,0,1,3,1,2,1,1,0.090518,99.9095,0,2776,3,307,3,27,4,4,4,8,50,16,72,62,54,62,13,71,62,33,27,19,0,0,1,16,0,1,4,198,1,0,0,clean
363,9,3,4,767,7,436,125665,125465,0,12,0,0,21.1984,0,1,3,2,3,149,5,96.9269,3.05354,0.019525,11958,0,26,1,6,1444,1,1,1,345,6,8,14,348,4,4,18,754,6,5,16,22,0,0,1427,4,3,4,360,7,2,0,clean
206,18,10,9,414,7,436,1907,10199,2204240,50,9,46,4.35448,0,22,4,5,12,89,4,48.8736,51.1135,0.012911,3238,12,26.25,4,8,723,2,2,1,179,8,8,17,181,7,7,18,406,12,12,20,11,1,1,717,2,2,5,201,4,2,0,buggy
18,1,0,0,4,6,8,2924294,2921004,0,10,5,7,13.3318,0,2,2,1,1,3,4,26.1623,72.104,1.73365,155,0,1,1,7,2,0,0,0,8,5,4,4,9,4,5,4,1,0,1,1,1,0,1,2,0,2,1,16,1,1,0,clean
18,1,0,0,4,6,8,2983617,3009395,156,10,5,7,37.0512,0,2,2,3,1,3,4,26.1623,72.104,1.73365,155,0,1,1,7,2,0,0,0,8,5,4,4,9,4,5,4,1,0,1,1,1,0,1,2,0,2,1,16,1,1,0,clean
177,15,18,15,461,15,198,6015,6020,10498561,61,523,611,21.4152,0,2,2,2,3,141,8,48.4685,51.3711,0.160416,6392,1,20.3333,8,22,392,5,2,8,116,14,19,31,121,14,12,34,425,24,24,37,0,2,1,404,2,1,4,174,3,1,1,clean
18,1,0,0,4,6,8,2983609,3009389,248,10,5,7,51.9607,0,2,2,3,1,3,4,26.1623,72.104,1.73365,155,0,1,1,7,2,0,0,0,8,5,4,4,9,4,5,4,1,0,1,1,1,0,1,2,0,2,1,16,1,1,0,clean
20,1,3,2,24,4,9,605761,652109,829870,17,0,0,41.8601,0,1,2,2,2,1,245,1.4936,86.6862,11.8202,375,2,4,3,10,0,0,1,1,6,6,7,4,8,5,2,7,10,7,8,4,0,0,0,3,1,1,1,19,1,1,1,clean
18,1,0,0,4,6,8,2984775,3018710,4119348,10,5,7,33.5071,0,2,2,3,1,3,4,26.1623,72.104,1.73365,155,0,1,1,7,2,0,0,0,8,5,4,4,9,4,5,4,1,0,1,1,1,0,1,2,0,2,1,16,1,1,0,clean
54,3,1,2,52,23,41,53831,108217,372533,15,23,54,3.63492,4.09406,2,2,3,5,4,3,9.57889,89.9851,0.435964,420,4,1257,65,5,6,2,3,2,20,8,15,13,21,9,7,20,27,11,6,12,0,0,1,12,1,2,1,52,2,0,0,clean
225,30,18,16,605,28,486,27568,27568,54283,83,434,814,11.5758,0,59,34,18,39,188,42,38.8759,49.2635,11.8606,5933,2,350.7,16,11,255,3,1,6,177,3,14,29,177,12,6,29,591,16,13,52,0,0,0,262,1,1,3,222,2,0,0,clean
24,3,2,2,25,20,43,142158,284315,5271808,10,2,4,8.12741,0,8,3,1,4,3,5,11.0252,79.7402,9.23459,294,2,535.875,20,5,3,2,1,2,9,5,8,5,11,4,4,8,13,7,5,8,0,1,1,5,1,2,2,22,3,0,0,buggy
61,5,3,2,31,13,19,777323,458954,1351154,21,13,41,56.9187,0,0,2,2,1,9,10,1.87656,93.5676,4.55581,209,2,0.75,1,3,0,1,2,4,20,7,19,14,21,14,5,20,19,5,2,16,0,0,0,6,0,0,1,60,0,0,0,clean
0,2,0,0,0,2,5,1812029,1812945,105427,1,1,1,8.28739,0,3,2,2,4,1,2,33.3912,66.6088,0,37,0,487.667,14,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,0,0,0,3,0,0,clean
30,22,8,9,79,4,8,110,110,1028181,56,0,0,32.0747,0,4,2,2,5,2,9,1.00102,98.6948,0.304225,316,3,12.4444,3,4,2,2,2,3,6,8,7,10,8,4,7,13,64,14,12,27,0,0,1,6,1,1,1,29,1,1,0,clean
40,2,4,3,44,21,62,2398784,2399742,1984534,22,0,0,13.2995,0,2,2,3,3,3,6,11.7883,86.6204,1.59126,307,10,382.611,11,4,1,1,1,1,10,7,11,11,12,7,6,15,28,9,7,9,0,0,0,4,0,1,1,38,1,0,0,clean
25,1,1,1,29,7,16,983,1237,7449271,14,0,0,32.2445,0,3,3,1,2,4,5,12.2806,86.3002,1.41921,198,0,529.769,24,4,1,1,0,0,7,4,7,7,8,5,3,9,14,7,6,6,0,0,0,2,0,1,1,23,1,0,0,buggy
29,1,1,1,27,9,17,4391886,4392721,9958,13,0,0,35.6192,7.60719,2,7,4,4,2,3,2.47566,97.5166,0.007735,459,3,976.2,10,8,0,1,1,1,8,5,8,8,8,6,5,11,12,8,6,5,0,0,0,3,0,1,1,27,1,0,0,clean
144,6,4,2,96,20,29,4023,55797,219518,36,5,10,128.528,0,3,13,8,10,6,2,0.668937,99.3266,0.004418,2008,3,210.333,3,22,4,3,3,6,35,14,50,44,39,42,11,51,49,25,21,16,0,0,1,12,0,1,4,141,1,1,0,clean
44,0,4,3,29,11,22,1108361,1108342,0,19,0,0,57.568,0,3,3,3,3,3,2,6.69565,93.3044,0,661,13,529.5,6,10,4,1,0,1,14,6,9,16,17,4,4,19,14,8,7,7,0,0,0,7,0,0,1,43,0,0,0,clean
71,1,3,3,57,23,40,2533139,2533148,255135,22,9,25,15.8272,0,1,4,3,3,4,2,2.49961,97.4992,0.001222,1010,9,1769.67,55,12,6,2,3,3,24,9,19,21,26,14,7,28,29,13,9,13,0,1,1,14,1,2,1,69,2,0,0,buggy
70,2,1,2,70,29,68,31634,32435,2914193,30,5,16,14.3537,0,18,3,2,4,6,8,9.05202,79.0653,11.8827,576,3,408.278,12,11,3,1,3,2,26,10,22,15,27,19,7,20,40,12,12,11,0,0,0,8,1,2,1,69,3,1,0,buggy
105,7,8,8,142,44,57,5342517,5342511,4,72,0,0,26.5217,0,2,3,4,2,4,3,1.90553,98.0921,0.002387,1898,42,1479.75,6,24,5,5,6,3,28,23,20,34,31,13,20,42,87,28,24,27,0,0,0,18,0,0,0,104,0,0,0,clean
44,2,2,2,41,18,31,182842,182842,1162675,22,0,0,14.1129,0,25,3,1,5,2,6,39.9792,58.3054,1.71537,377,1,172.385,10,6,0,2,2,1,16,6,11,10,19,5,3,17,23,9,6,9,0,0,0,5,0,0,1,42,1,0,0,buggy
52,3,2,2,51,26,44,40931,42290,535243,16,13,37,10.313,0,3,4,4,6,6,4,4.92901,94.8829,0.188066,637,4,1735.42,68,7,4,1,2,3,18,6,15,14,17,9,6,21,28,13,6,9,0,0,0,9,1,1,1,51,1,0,0,clean
24,1,0,1,35,8,25,2508346,2508420,1933395,13,3,8,14.8846,0,2,3,2,3,4,6,18.8778,65.6142,15.508,455,2,294.571,6,9,2,1,2,1,8,4,7,5,9,5,2,9,16,7,6,8,0,0,0,5,0,0,0,23,0,0,0,clean
87,2,2,2,112,57,289,93,93,635364,22,55,46,20.8312,0,14,2,2,5,18,6,7.99577,89.9182,2.086,1870,5,857.083,25,12,107,2,2,3,37,11,17,23,38,10,9,31,78,15,10,15,0,0,0,114,0,1,1,85,1,0,0,buggy
66,4,7,6,106,10,48,492913,548034,16885062,27,101,133,2.7281,0.390411,2,2,1,2,28,8,8.03144,91.6733,0.295233,1224,3,853.5,8,13,60,3,3,3,25,13,12,25,25,9,13,28,52,21,19,30,1,1,0,68,3,4,4,63,6,0,1,clean
249,23,25,22,676,11,149,18111,19170,2174400,80,787,928,45.7641,0,2,2,1,2,214,11,72.3001,27.1512,0.548707,9303,1,27.5,10,26,588,8,3,11,170,16,25,42,175,19,16,44,637,31,30,49,0,3,1,604,3,1,5,246,4,1,1,clean
20,2,3,3,24,6,13,34,64,246,10,8,16,4.65179,0,4,5,2,10,1,7,15.9993,83.4287,0.572041,324,0,2,1,8,1,0,2,2,10,5,9,4,9,8,5,7,10,10,8,3,1,1,0,4,4,3,2,18,7,0,1,clean
30,1,1,1,43,6,10,101042,129893,7340652,18,4,23,55.1819,0,2,2,2,2,4,4,20.7174,78.9292,0.353384,545,7,8.66667,2,11,1,0,0,1,9,6,8,6,13,5,3,9,24,7,8,6,0,0,0,3,0,0,0,29,0,0,0,clean
32,66,30,30,58,18,28,258870,259035,74157,161,0,0,42.369,0,2,2,1,1,4,6,8.20283,91.3948,0.40237,1160,3,413,10,7,1,1,0,3,8,5,7,13,9,4,5,15,159,8,7,10,0,0,0,5,0,0,1,31,0,0,0,buggy
18,5,3,2,17,6,9,277452,1109807,537,16,6,13,22.9665,0,0,2,1,1,11,5,5.76917,92.9526,1.27826,286,10,2,2,10,0,0,1,2,7,3,7,4,7,3,2,10,13,7,3,3,0,0,0,3,1,2,4,15,3,1,0,clean
30,4,1,1,28,4,53,3683,7523,13498,12,2,8,0.969602,3.05262,40,0,1,12,21,4,21.7671,43.465,34.768,1273,41,74.8,5,6,158,1,1,0,23,3,3,4,24,2,3,6,20,5,5,4,1,0,0,159,2,2,2,28,4,0,0,clean
10,2,1,1,8,4,10,466812,472283,436856,7,3,14,13.6716,0,2,2,1,2,5,4,15.7845,84.1214,0.094096,68,43,0.333333,1,2,1,1,0,0,3,1,4,5,3,6,2,2,5,1,3,3,0,1,1,0,1,2,3,7,3,0,0,clean
18,5,3,2,17,6,9,46,46,100,16,6,13,11.2403,4.22771,2,10,3,8,11,5,5.76917,92.9526,1.27826,286,10,2,2,10,0,0,1,2,7,3,7,4,7,3,2,10,13,7,3,3,0,0,0,3,1,2,4,15,3,1,0,clean
24,3,1,1,27,7,47,14,14,14922,11,2,5,26.9265,0,122,2,2,11,15,5,23.6159,54.612,21.772,806,25,47.5556,4,5,99,1,1,0,16,3,4,4,17,2,3,6,17,6,5,4,1,0,0,101,1,1,2,23,3,0,0,clean
30,4,1,1,28,4,47,366,367,1342776,12,2,8,2.46001,2.30461,3,2,1,6,21,4,21.7671,43.465,34.768,1061,41,62.3333,5,5,158,1,1,0,23,3,3,4,24,2,3,6,20,5,5,4,1,0,0,159,2,2,2,28,4,0,0,clean
50,2,2,1,71,15,30,351619,351520,0,22,0,0,98.686,0,2,2,1,1,7,3,0.619563,99.2556,0.124852,905,10,41,4,16,0,2,3,1,11,6,17,14,15,10,1,23,39,12,9,17,0,0,0,5,0,0,1,48,0,0,0,clean
81,2,2,3,77,19,47,582185,1164382,17115809,27,0,2,15.5329,0,4,3,1,1,15,10,9.87378,89.8495,0.276755,1339,3,381,12,19,6,1,3,2,29,15,23,18,33,16,10,27,41,16,12,17,1,1,1,10,1,3,2,79,4,1,0,clean
18,0,1,1,19,7,15,528703,529211,32189,9,0,0,62.544,0,2,7,5,4,2,2,22.437,77.5629,0.000111,296,2,941,8,6,0,0,0,0,5,2,5,5,5,4,3,6,9,5,4,4,0,0,0,0,0,0,1,17,0,0,0,clean
48,1,2,1,54,31,54,334,682,598904,22,8,19,26.7616,0,20,4,2,6,12,5,12.7589,84.6448,2.5963,451,1,872.08,37,7,3,2,2,2,13,9,13,13,16,8,6,19,28,10,8,11,0,0,0,9,0,0,1,47,1,0,0,buggy
55,1,1,0,70,11,47,910109,1820073,7721592,10,138,121,4.38477,2.82733,3,28,6,6,35,3,10.6645,89.3235,0.011929,1670,0,233.5,7,8,106,1,0,2,27,3,9,17,29,7,2,18,54,3,4,9,0,0,0,109,0,0,1,54,0,0,0,clean
64,1,1,2,84,26,45,3433278,3433279,0,33,11,34,27.2033,0,3,3,2,2,17,4,39.1721,58.2402,2.58762,378,3,1.83333,3,5,3,0,3,5,18,10,22,16,21,12,5,29,48,14,8,17,0,0,0,10,0,1,1,64,1,0,0,clean
0,2,0,0,0,2,4,3874,3846,0,1,0,0,21.511,0,10,3,2,5,0,4,73.7569,23.4807,2.76243,28,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,clean
22,3,2,2,26,7,11,467,5092,131118,9,23,44,6.02281,0,19,2,3,11,13,4,48.8986,51.0728,0.028621,483,0,72,2,6,8,1,1,1,10,3,5,5,11,3,2,7,21,4,4,5,0,0,0,10,0,1,1,21,1,0,0,clean
24,0,1,0,37,6,13,5213,5498,6984820,12,9,29,33.3817,0,3,2,1,2,4,10,24.9683,36.7831,38.2486,268,17,0.8,2,6,1,0,0,0,8,5,6,5,10,4,3,8,21,6,6,6,0,0,0,1,1,0,1,23,1,0,0,buggy
55,1,1,0,70,11,47,222850,891397,3865743,10,138,121,9.65637,3.39731,3,20,8,12,35,3,10.6645,89.3235,0.011929,1670,0,233.5,7,8,106,1,0,2,27,3,9,17,29,7,2,18,54,3,4,9,0,0,0,109,0,0,1,54,0,0,0,clean
21,0,0,0,17,7,11,151349,155023,0,7,14,30,0.290082,0,2,1,1,3,2,4,0.347055,99.647,0.00596,334,0,121,2,8,0,1,0,1,6,3,4,7,9,4,2,6,6,2,5,4,0,0,0,2,0,0,0,20,0,0,0,clean
21,0,0,0,17,7,11,122237,438502,0,7,14,30,3.07942,1.45423,103,1,4,24,2,4,0.347055,99.647,0.00596,334,0,121,2,8,0,1,0,1,6,3,4,7,9,4,2,6,6,2,5,4,0,0,0,2,0,0,0,20,0,0,0,clean
110,8,5,4,95,17,30,35137,35137,433,46,0,0,18.7179,0,3,2,5,3,2,3,17.3799,82.6002,0.019899,692,3,128.2,10,8,1,5,7,3,41,16,29,23,47,12,8,42,55,23,13,23,0,0,0,12,1,1,2,108,1,0,0,clean
12,5,2,1,10,2,6,1292573,1292380,0,11,0,0,75.6588,0,2,9,1,5,5,3,0.805882,99.1704,0.023691,257,0,141,2,6,1,0,1,0,7,3,2,1,7,2,3,2,12,2,1,2,0,0,2,1,1,1,1,9,1,0,0,clean
54,34,37,37,100,17,30,42320,42321,484393,166,11,339,19.7264,0,2,2,1,2,315,7,23.7575,63.2655,12.977,1622,1,143.5,6,12,0,3,2,3,15,9,14,16,18,6,7,23,167,15,11,17,0,0,0,7,0,0,1,53,0,0,0,clean
65,3,3,2,61,19,31,2461237,2462201,863233,31,4,9,22.9208,0,2,2,1,2,2,6,13.8677,66.054,20.0783,1045,8,639.2,15,15,1,3,3,1,22,9,18,15,28,8,4,25,34,14,10,12,0,0,0,7,0,0,1,64,1,0,0,clean
12,5,2,1,10,2,6,0,0,251162,11,0,0,2.46176,1.04805,2,12,1,5,5,3,0.805882,99.1704,0.023691,257,0,141,2,6,1,0,1,0,7,3,2,1,7,2,3,2,12,2,1,2,0,0,2,1,1,1,1,9,1,0,0,clean
1,2,1,0,0,2,5,16210,16210,0,2,0,2,17.8585,0,2,2,1,2,0,12,28.4794,57.0876,14.433,33,50,0,6,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,clean
23,14,5,2,18,16,23,28401,150583,137502,16,1,7,19.1154,0,2,3,2,2,3,3,3.35313,95.7685,0.878345,377,9,87.5,2,5,2,2,1,1,7,3,8,7,8,4,4,9,18,9,6,7,0,0,0,6,1,0,3,19,1,0,1,clean
87,32,13,9,75,38,57,182767,188438,16085,65,0,0,48.6187,0,2,6,2,3,2,5,0.174056,99.8028,0.023183,1522,11,274,3,14,6,5,4,9,22,13,20,31,27,12,10,39,67,20,16,28,0,0,0,21,1,0,4,83,1,0,1,clean
71,2,3,3,84,19,35,292038,292044,2159000,36,0,0,26.7,0,2,2,2,3,5,3,14.3022,80.4359,5.26197,914,10,60,6,18,1,2,2,3,21,10,21,20,25,12,6,28,52,12,8,19,0,0,0,8,0,1,1,70,1,0,0,clean
37,26,8,3,33,16,23,1450375,1451106,68,26,0,0,21.2066,0,1,2,3,3,4,3,0.343169,99.6291,0.027698,220,6,57.3333,2,2,4,4,2,1,12,6,11,11,14,5,7,15,29,16,12,12,0,0,0,12,2,0,5,32,2,0,1,buggy
41,2,2,1,46,15,30,89135,118930,7851883,20,1,10,25.3018,0,2,2,1,2,7,6,0.76418,97.4946,1.74122,707,12,1085.14,32,15,1,1,3,0,13,7,11,11,14,9,5,15,22,8,8,12,0,0,0,5,0,1,2,39,1,0,0,clean
37,26,8,3,33,16,23,819841,820073,471816,26,0,0,38.7047,0,2,3,7,4,4,3,0.343169,99.6291,0.027698,660,6,172,2,6,4,4,2,1,12,6,11,11,14,5,7,15,29,16,12,12,0,0,0,12,2,0,5,32,2,0,1,clean
50,2,2,1,71,15,30,353732,353707,0,22,0,0,22.2998,0,2,2,1,1,7,3,0.619563,99.2556,0.124852,905,10,41,4,16,0,2,3,1,11,6,17,14,15,10,1,23,39,12,9,17,0,0,0,5,0,0,1,48,0,0,0,clean
30,6,4,4,33,15,30,3526395,3527742,0,10,0,0,42.3582,0,5,4,1,2,13,4,0.274822,99.722,0.003148,499,0,282,1,6,0,0,2,3,13,4,8,11,13,4,1,17,27,5,2,14,0,0,1,4,3,1,3,29,3,3,0,clean
47,2,2,2,54,15,31,874281,874394,0,19,7,24,9.2742,0,2,2,1,2,2,9,0.998421,97.5149,1.48666,825,20,359,3,13,0,3,3,2,14,6,16,11,16,10,4,18,26,11,8,14,0,0,0,8,0,0,1,47,0,0,0,clean
30,6,4,4,33,15,30,3690792,3720111,94683,10,0,0,73.539,0,6,6,2,2,13,4,0.274822,99.722,0.003148,499,0,282,1,6,0,0,2,3,13,4,8,11,13,4,1,17,27,5,2,14,0,0,1,4,3,1,3,29,3,3,0,clean
30,1,1,1,36,15,31,1445,1445,226243,13,7,21,26.0849,0,4,3,4,3,3,7,18.6214,71.5026,9.876,529,10,135.375,2,10,1,2,2,1,10,4,9,7,12,5,3,11,18,7,5,8,0,0,0,5,0,0,1,29,0,0,0,clean
30,6,4,4,33,15,30,3654847,3670673,33511,10,0,0,27.988,0,2,2,2,2,13,4,0.274822,99.722,0.003148,499,0,282,1,6,0,0,2,3,13,4,8,11,13,4,1,17,27,5,2,14,0,0,1,4,3,1,3,29,3,3,0,clean
42,11,5,5,52,16,36,624827,697331,4349498,36,5,46,40.4689,0,2,3,3,3,8,7,3.11939,96.0567,0.823888,538,8,678.333,23,8,2,1,1,2,11,7,11,13,13,6,4,19,39,12,9,12,0,0,0,5,0,1,1,41,1,0,0,clean
30,6,4,4,33,15,30,3683195,3716999,0,10,0,0,70.0451,0,2,3,1,1,13,4,0.274822,99.722,0.003148,499,0,282,1,6,0,0,2,3,13,4,8,11,13,4,1,17,27,5,2,14,0,0,1,4,3,1,3,29,3,3,0,clean
67,3,1,1,68,15,36,6,6,10374285,36,101,105,20.5241,0,21,2,2,7,29,9,13.7101,85.5241,0.765835,1397,31,16,2,25,66,1,1,1,29,5,20,15,31,20,2,15,46,7,10,10,0,0,0,69,0,1,1,66,2,0,0,clean
17,2,4,3,25,9,14,17804205,17804775,718,17,8,17,20.9555,0,4,6,9,4,2,4,1.74699,98.243,0.010032,316,11,19,2,8,2,0,2,1,7,3,6,3,6,3,2,8,10,10,7,7,0,0,1,4,0,1,4,14,0,2,0,clean
73,3,3,3,82,20,37,40272,40277,2412401,36,3,8,46.0678,0,2,2,2,3,3,3,0.238898,94.5145,5.24661,1235,6,82.6667,6,25,1,2,3,2,23,11,20,19,27,12,7,28,53,12,7,19,0,0,0,8,0,1,1,71,1,0,0,clean
39,27,13,12,58,17,32,19489,38951,8817567,75,3,11,22.196,0,6,3,1,4,4,6,14.333,82.3576,3.30938,910,7,353.714,11,11,1,1,1,2,11,6,11,13,13,6,5,17,79,11,9,11,0,0,0,5,1,1,2,37,1,0,0,clean
72,2,3,3,82,12,24,90,90,30229,41,11,35,57.3121,0,112,3,4,11,2,7,2.99056,67.1876,29.8219,526,1,28.8571,5,12,1,1,1,2,28,10,19,17,30,10,8,26,53,13,7,18,0,0,0,6,1,1,2,70,2,0,0,buggy
71,21,8,7,110,37,198,34,81,48930,60,55,88,20.376,0,18,5,6,18,47,37,17.5503,79.7027,2.74697,1416,8,619.067,9,10,64,2,2,3,30,10,16,17,33,10,7,22,107,13,11,14,0,0,0,70,0,1,1,70,1,0,0,buggy
49,1,3,1,76,5,13,9180923,9175554,9,25,26,83,17.124,0,3,2,1,2,5,16,2.27783,24.3102,73.4119,920,0,3,2,19,1,0,0,0,20,10,12,9,23,4,7,17,44,14,9,14,0,0,0,1,2,0,2,47,2,0,0,clean
36,3,2,2,43,41,67,630,2492,41627,21,5,13,22.1825,0,10,5,2,5,6,5,11.8396,82.0451,6.11528,573,16,225.29,5,10,4,1,2,1,10,7,9,10,12,6,5,14,25,8,8,9,0,0,0,8,1,1,1,35,1,0,0,clean
49,1,3,1,76,5,13,644380,622902,447,25,26,83,24.5532,0,3,2,1,2,5,16,2.27783,24.3102,73.4119,920,0,3,2,19,1,0,0,0,20,10,12,9,23,4,7,17,44,14,9,14,0,0,0,1,2,0,2,47,2,0,0,clean
69,4,3,3,86,36,56,2585,5151,2873285,38,8,34,19.5696,0,3,7,6,9,9,8,12.4568,86.8811,0.662172,866,9,392.154,14,12,6,2,3,3,21,13,18,18,24,12,9,25,46,17,15,18,0,0,0,14,0,1,1,67,1,0,0,buggy
12,1,1,0,9,4,13,178,178,0,4,0,0,83.5693,0,9,4,1,3,3,3,75.3647,22.0899,2.54539,43,13,1,1,1,0,0,0,1,5,1,1,5,5,3,1,4,3,3,4,1,0,0,0,1,1,0,1,10,1,0,0,buggy
47,5,4,4,65,29,39,20170,45371,3117527,32,9,21,25.7307,0,2,3,2,3,6,4,15.8984,80.0886,4.01302,697,20,373.5,4,11,7,2,3,2,13,10,10,16,14,8,8,20,41,12,11,13,0,0,0,13,1,1,1,46,2,0,0,clean
86,2,3,3,95,13,25,2271554,2271594,0,45,18,41,57.5897,0,2,2,1,2,5,7,3.57859,66.6746,29.7468,1443,1,68.3333,5,31,3,2,2,2,33,14,22,20,35,11,11,31,54,17,9,23,0,0,0,9,1,1,2,84,2,0,0,clean
15,4,3,2,23,3,6,5088303,5086800,0,18,5,20,13.778,0,2,2,1,1,14,5,52.0458,47.2755,0.678689,324,8,1,1,8,0,0,0,0,4,1,5,6,4,4,2,7,14,7,6,4,0,0,0,1,0,1,2,12,1,0,0,clean
64,11,13,8,91,17,36,531168,532630,1436265,53,0,0,28.6375,11.6672,6,9,3,5,13,4,25.4743,74.5224,0.0033,705,2,663,3,14,4,2,2,4,22,8,20,17,22,15,7,22,56,21,18,28,0,0,1,12,1,0,5,59,0,0,0,clean
49,2,1,1,59,27,63,2240,35088,103969,22,2,7,20.0941,0,2,3,3,5,5,7,10.5033,72.2821,17.2146,771,6,444.381,8,11,3,2,2,2,15,9,13,13,16,8,8,19,31,12,8,12,0,0,0,8,1,1,1,48,2,1,0,buggy
156,305,80,78,431,7,274,256662,256670,497212,502,0,0,27.4161,0,151,3,5,18,144,633,66.1098,33.8736,0.016547,5396,9,1660.75,37,5,429,0,1,1,139,5,6,6,140,3,3,10,705,10,9,171,0,0,0,430,0,0,1,155,0,0,0,buggy
16,2,2,1,24,4,10,866155,866168,0,14,3,10,16.386,0,53,2,1,3,7,6,26.162,73.4944,0.34358,307,4,22,4,7,0,1,0,0,5,2,5,4,6,4,2,6,11,7,7,5,0,0,0,1,0,1,1,14,1,0,0,clean
113,249,68,66,295,7,274,15741,31477,4771939,418,38,47,8.17784,0,19,3,1,10,100,508,58.925,40.6723,0.402669,4355,13,1123.5,24,8,284,1,1,1,94,5,6,8,95,4,4,10,550,10,10,108,0,0,0,286,0,0,2,111,0,0,0,buggy
76,21,11,9,70,32,48,10135591,10200359,3710143,61,3,10,17.6001,0,2,2,1,2,7,6,26.0254,73.626,0.348678,677,12,94.25,2,8,4,3,3,8,18,11,17,29,22,12,7,35,59,15,13,24,0,0,0,16,0,1,3,73,1,0,0,clean
1,2,1,0,0,2,5,59921,59887,72,2,0,2,71.3909,0,3,2,2,2,0,12,28.4794,57.0876,14.433,33,50,0,6,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,clean
99,8,4,3,149,16,143,146,146,20327497,20,419,239,32.2393,0,17,4,1,8,49,1,1.93604,98.0628,0.001158,2856,6,1271,24,7,334,3,3,4,69,10,8,18,70,6,9,19,118,8,8,28,0,0,0,346,0,1,4,98,1,2,0,clean
1,2,1,0,0,2,5,229106,229106,0,2,0,2,43.8198,0,3,2,1,2,0,12,28.4794,57.0876,14.433,33,50,0,6,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,clean
86,3,3,2,128,13,126,8571890,8571890,695,50,96,93,32.2057,0,3,2,3,3,26,4,19.7037,79.4666,0.829701,1629,1,365.6,12,20,84,3,1,3,44,12,15,19,47,15,10,18,89,11,14,21,0,0,0,92,1,1,2,85,2,1,0,buggy
148,0,3,1,210,21,166,3445731,3456737,1802751,13,197,90,2.01267,2.10753,1,3,1,2,75,7,61.454,35.4024,3.14363,6769,1,1489,12,6,702,2,1,6,104,8,15,22,105,5,7,31,173,15,7,20,0,0,0,709,0,0,2,146,0,1,0,clean
134,0,1,1,139,21,127,9036,9036,0,15,393,179,10.2722,5.59265,11,1,12,15,42,6,23.0172,70.6962,6.28659,4237,1,1076,8,8,312,3,2,11,63,12,24,37,67,8,10,52,74,21,9,35,0,0,0,330,0,0,1,133,0,1,0,clean
90,1,1,1,95,24,127,298696,301585,53593,13,227,160,5.26093,0,25,5,5,18,41,4,14.7044,83.1744,2.12112,2649,0,494.333,7,7,175,1,1,5,42,8,19,24,45,11,5,32,66,9,4,18,0,0,0,183,0,0,1,89,0,1,0,clean
