@relation 'data/final_7030.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R4-5,17,25-26,30,35,53-54,60-62,83,92,108-weka.filters.unsupervised.attribute.Remove-R1-3,14,16,25-29,34,37-38,42-55,58,65-70,81-85,87,91,97'

@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
183,23,15,15,182,35,46,1318588,1323830,217123,79,30,65,34.0075,0,3,4,4,6,3,6,0.648532,99.2981,0.053334,2846,2,118.75,5,40,16,8,7,10,62,39,44,48,73,25,29,66,100,46,39,49,0,1,1,40,1,4,9,179,5,4,1,clean
155,18,12,12,156,35,46,31829,31832,80914,65,20,44,80.9269,0,2,10,3,6,3,6,8.8672,90.103,1.02983,2428,1,116.5,4,34,14,8,6,8,52,33,39,41,62,24,24,55,84,38,33,41,0,1,1,36,1,3,7,152,4,4,1,clean
151,16,11,10,154,35,46,1447,23012,19978,63,25,52,119.885,1.77161,5,12,7,13,1,5,3.58306,96.3894,0.027571,2370,1,108.2,4,32,13,7,6,8,51,31,37,40,61,22,22,54,81,37,32,39,0,1,0,33,1,3,7,147,4,3,0,clean
26,11,2,2,22,5,9,1865863,3794509,9653970,18,12,27,29.7619,0,2,2,2,1,4,2,29.6588,70.3387,0.002472,404,13,5.5,2,14,5,1,1,1,11,7,8,7,14,4,4,10,14,8,8,9,2,2,0,3,4,2,4,24,7,1,1,clean
201,23,16,15,202,35,46,58,0,0,83,24,52,15.8077,0,3,4,3,5,2,5,0.10667,99.8865,0.006836,3160,2,155.333,5,43,19,10,7,10,68,42,51,54,81,30,31,72,108,49,43,54,0,2,1,47,1,4,10,197,5,5,1,clean
12,1,0,1,18,7,21,8185573,9483409,8468769,5,9,25,18.8254,0,2,2,1,1,5,4,27.7252,71.9524,0.322386,100,21,1.5,1,3,0,2,1,0,6,1,4,2,7,3,1,2,7,3,4,6,0,0,0,3,0,1,0,12,1,0,0,buggy
64,14,10,10,104,13,126,88262,88374,4583688,16,156,160,30.6737,0,78,2,2,7,43,6,54.0686,42.2426,3.68878,1057,2,17.5714,1,4,183,1,2,4,42,4,8,14,43,5,2,18,111,9,7,11,2,0,0,187,2,1,2,63,3,0,0,buggy
126,15,9,6,140,17,86,1532,11838,512671,13,431,289,8.19955,4.62252,3,5,5,21,89,3,2.85312,33.4445,63.7024,3984,0,2500.33,25,6,327,0,2,3,86,6,12,22,88,9,2,28,156,3,2,12,1,0,0,329,2,1,4,123,3,0,0,clean
56,6,4,3,52,19,47,4,4,543314,10,73,166,4.25535,0.293221,106,3,10,43,37,3,1.9921,75.0298,22.9781,979,0,872,12,5,36,0,2,2,22,6,14,15,24,11,3,19,53,2,2,8,0,0,0,39,1,0,1,55,1,1,0,clean
122,3,4,3,189,60,325,623,2337,716203,21,137,136,17.7686,0,26,12,8,23,45,6,27.3818,71.8166,0.801554,3490,7,783.1,25,9,243,2,2,5,60,9,20,35,61,9,7,46,153,18,10,19,0,0,0,252,0,1,1,120,1,0,0,clean
131,6,6,5,135,35,75,628,628,497575,47,0,0,19.4103,0,22,3,1,6,4,7,1.23621,98.1069,0.656933,1121,11,284.5,33,12,5,5,7,9,44,22,44,27,51,29,12,44,73,32,25,22,1,1,1,25,2,3,5,127,4,1,0,clean
131,6,6,5,135,35,75,2035406,2035406,10795,47,0,0,24.6388,0,5,2,2,4,4,7,1.23621,98.1069,0.656933,1495,11,379.333,33,16,5,5,7,9,44,22,44,27,51,29,12,44,73,32,25,22,1,1,1,25,2,3,5,127,4,1,0,clean
24,6,4,3,44,6,33,35,35,0,17,39,72,13.5763,0,6,2,6,9,16,8,0.091942,22.4649,77.4432,566,0,1701,34,5,20,1,0,3,16,0,3,8,18,3,0,7,33,5,7,12,0,1,0,23,0,1,3,23,1,2,1,clean
24,6,4,3,44,6,33,773,532,682098,17,39,72,18.2672,0,2,2,1,4,16,8,0.091942,22.4649,77.4432,566,0,1701,34,5,20,1,0,3,16,0,3,8,18,3,0,7,33,5,7,12,0,1,0,23,0,1,3,23,1,2,1,clean
24,6,4,3,44,6,33,61,66,321421,17,39,72,16.9342,0,2,2,5,7,16,8,0.091942,22.4649,77.4432,566,0,1701,34,5,20,1,0,3,16,0,3,8,18,3,0,7,33,5,7,12,0,1,0,23,0,1,3,23,1,2,1,clean
5,1,1,0,9,3,6,78,78,1722249,4,1,6,21.688,0,90,2,3,10,1,3,7.37938,92.5733,0.047304,73,0,0.5,1,2,0,0,1,0,4,4,0,0,4,0,3,1,4,3,4,0,0,1,0,0,1,1,2,4,3,0,0,buggy
69,24,1,7,117,1,50,424288,424288,25573865,8,0,0,10.7927,0,250,2,1,14,49,1,33.3811,66.6189,0,2023,0,4,1,1,482,0,0,0,88,0,1,1,88,1,0,0,146,0,1,0,25,0,0,459,9,9,3,67,17,0,1,buggy
455,17,21,15,534,39,67,9,9,0,163,0,0,18.0577,0,39,2,1,7,2,3,0.031001,99.969,0.000026,2663,11,711.333,57,27,14,10,9,32,116,68,121,170,140,70,46,220,259,123,96,106,1,4,1,62,6,5,17,444,13,4,1,buggy
130,15,10,14,166,25,81,1833326,3584145,219710,45,58,196,43.3954,0,2,3,1,2,2,4,59.2073,40.7912,0.001526,1750,3,1420,26,21,4,4,4,5,46,29,41,30,59,17,16,54,93,45,35,30,1,1,1,16,5,5,4,130,9,4,1,clean
17,2,4,3,25,9,14,298680,1177741,1978008,17,8,17,19.0579,0,2,2,2,2,2,4,1.74699,98.243,0.010032,45,11,2.71429,2,1,2,0,2,1,7,3,6,3,6,3,2,8,10,10,7,7,0,0,1,4,0,1,4,14,0,2,0,buggy
69,0,1,0,63,19,93,12568,17765,450184,11,142,91,10.1412,7.00601,3,15,9,30,15,5,7.8228,90.0274,2.14985,1780,0,382.667,4,8,104,1,2,5,26,9,17,18,29,10,6,26,37,9,5,13,0,0,0,113,0,0,1,68,0,0,0,clean
6,3,1,1,8,6,11,120594,241079,20901161,4,3,9,27.5064,0,2,3,2,3,2,4,27.4133,63.9812,8.60545,99,0,18.4545,5,2,1,1,0,0,2,2,2,1,3,1,2,3,5,2,2,3,0,0,0,2,2,1,0,5,3,0,0,buggy
36,0,0,0,20,9,23,11,11,279,5,24,38,2.20237,3.32669,23,1,5,14,1,3,0.128572,99.8703,0.00109,523,0,127,2,5,3,1,0,0,12,7,9,8,16,5,4,12,11,3,3,2,0,0,0,5,0,0,0,35,0,0,0,clean
234,49,15,10,235,22,38,20785203,20772247,0,132,0,0,16.8059,0,0,2,1,1,6,3,0.185248,99.5576,0.257125,5262,0,123,1,81,26,9,11,14,94,58,62,55,99,46,51,73,112,65,55,67,2,0,1,67,15,5,14,225,17,6,2,clean
5,6,3,2,4,2,19,2253,2984,3657980,4,5,16,7.47508,0,4,2,2,4,4,4,87.7932,11.8293,0.377484,110,0,1,1,2,1,0,1,1,4,1,0,1,4,0,1,1,12,1,1,2,0,0,0,1,1,0,1,4,1,0,0,clean
99,0,2,0,150,10,114,1158,72036,254217,8,12,19,5.26209,3.13444,41,24,8,71,55,5,50.0096,49.9895,0.000881,4912,0,1014.5,9,4,547,1,0,0,78,5,7,8,80,4,4,11,141,6,4,3,0,0,0,547,0,0,2,97,0,0,0,clean
44,8,4,4,58,45,93,2277,2278,745855,33,18,35,18.1858,0,11,3,2,5,11,7,21.3421,71.525,7.13288,840,7,282.487,12,9,36,1,1,2,16,7,11,11,19,7,5,15,46,9,8,10,0,0,0,40,1,1,1,43,1,0,0,buggy
36,0,0,0,20,9,23,76,76,125566,5,24,38,9.97865,8.30031,29,2,7,14,1,3,0.128572,99.8703,0.00109,523,0,127,2,5,3,1,0,0,12,7,9,8,16,5,4,12,11,3,3,2,0,0,0,5,0,0,0,35,0,0,0,clean
121,7,7,5,217,14,202,44511,89018,1787555,28,5,24,6.72756,4.54374,9,6,1,10,58,6,12.2771,87.5827,0.140184,3402,2,233,6,9,371,1,2,7,93,8,8,16,94,5,7,20,186,12,10,27,0,0,0,381,1,1,4,119,2,1,0,clean
77,3,3,2,102,20,45,256594,256594,1238250,38,0,0,15.934,0,6,4,2,3,8,9,13.8603,84.9687,1.17095,1079,4,672.769,20,13,5,3,3,3,22,17,17,21,27,12,14,26,49,22,21,18,0,0,1,12,0,1,1,75,1,0,0,buggy
16,3,7,4,46,5,14,0,0,0,18,9,47,0.895824,2.55,2,0,1,1,7,2,8.99036,90.9877,0.021901,384,0,3,2,7,0,1,0,3,2,5,6,3,5,2,3,6,27,9,9,15,0,0,0,4,0,0,3,13,0,0,0,clean
16,0,0,0,19,10,15,6212787,6212879,16834,6,0,0,17.1073,0,3,4,10,3,3,4,12.9547,85.4491,1.59614,290,5,1,1,6,2,1,1,2,3,2,6,5,5,4,0,7,11,1,2,5,0,0,0,6,0,0,0,16,0,0,0,clean
16,3,7,4,46,5,14,969637,1051722,17836528,18,9,47,10.9362,0,2,2,1,2,7,2,8.99036,90.9877,0.021901,192,0,1.5,2,4,0,1,0,3,2,5,6,3,5,2,3,6,27,9,9,15,0,0,0,4,0,0,3,13,0,0,0,buggy
2,0,0,0,8,2,6,8068,15672,49156,2,0,2,23.9412,13.5346,2,7,2,5,1,5,58.3745,41.3176,0.307877,63,20,36,1,3,0,2,1,0,0,0,1,0,2,0,0,1,4,2,2,1,0,0,0,3,0,0,0,1,0,0,0,clean
109,49,58,57,333,15,50,187613,187613,7,66,254,711,6.15341,0,24,10,15,40,181,6,87.2937,12.5824,0.123914,2529,0,554.333,16,3,163,1,0,1,86,3,15,5,85,12,5,7,469,9,6,17,0,0,0,163,1,1,2,108,1,1,0,clean
45,2,2,1,53,10,31,912103,1916384,4996228,22,19,50,101.075,0,3,3,1,1,8,2,0.550822,99.4479,0.001293,488,4,2170,79,8,5,1,2,2,17,10,12,9,20,6,5,17,29,9,8,11,0,0,0,9,1,1,2,43,2,1,0,clean
17,0,1,0,13,12,25,744682,744391,1338,3,8,22,1.46645,0.034538,2,4,2,5,1,4,4.53466,92.3554,3.10992,208,33,4,1,3,0,2,1,0,4,2,8,3,7,2,0,8,4,5,3,2,0,0,0,3,0,0,1,16,0,0,0,clean
12,1,1,1,10,12,25,25281,25281,2818,8,5,11,20.9422,0,2,5,4,4,1,4,1.14147,48.5992,50.2593,202,15,1168,43,7,1,1,1,0,5,2,4,3,6,2,1,6,6,3,2,4,0,0,0,2,1,1,2,11,2,1,1,clean
1,0,0,0,1,1,2,689065,0,0,1,1,0,19.1235,0,2,2,1,2,1,2,100,0,0,16,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,clean
2,0,0,0,1,3,3,3557460,3999980,1180035,1,0,0,12.1444,0,2,2,3,2,0,3,8.96502,0.51331,90.5217,24,0,2,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,clean
29,2,2,0,41,9,39,50,50,857554,15,1,2,31.3815,0,46,2,2,4,15,5,31.8007,39.4859,28.7133,965,26,6888.67,195,7,90,0,1,1,15,3,6,6,14,4,3,8,24,8,5,7,0,0,0,93,0,1,2,26,1,0,0,clean
117,5,5,3,122,25,42,3027855,3325552,10540546,50,1,2,27.8412,0,3,3,10,7,3,11,5.15807,37.1076,57.7343,2009,10,1595.5,7,30,9,7,4,3,34,24,27,37,34,12,28,48,65,27,11,34,0,1,0,21,2,2,5,114,3,1,1,clean
34,9,4,5,55,9,14,1381,1381,0,34,0,0,34.3898,0,19,2,1,5,1,2,0.608602,99.3914,0,422,36,17.3333,5,9,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,0,0,9,0,1,2,33,1,2,0,buggy
133,7,3,3,66,32,41,586,5021,37077,30,1,6,22.9694,0,2,4,5,8,6,3,8.69312,91.2342,0.072638,1781,1,37,1,21,8,3,2,6,39,13,50,31,48,42,6,38,44,12,13,11,0,0,0,16,1,1,3,131,1,2,0,clean
50,2,0,0,60,12,25,12,24,0,17,0,0,14.7773,0,2,4,4,4,2,2,0.030171,99.9698,0,351,6,763,14,9,3,3,2,5,13,12,12,14,18,5,9,19,19,18,16,11,0,0,0,11,0,1,1,50,1,1,0,buggy
101,11,8,4,121,18,39,200,394,35084,35,89,284,25.2412,0,2,3,3,4,3,8,0.096243,99.8853,0.01848,860,22,395.25,10,14,3,5,1,8,26,12,42,24,37,14,6,48,62,40,23,20,0,1,0,16,1,0,6,97,2,1,1,buggy
44,3,7,6,50,16,25,1194319,1194319,2488718,39,0,0,8.71935,0,15,4,11,9,5,11,30.5454,65.3227,4.1319,816,21,614.667,16,11,0,3,2,2,10,8,12,13,13,7,7,18,40,10,6,11,0,0,0,6,0,1,2,42,1,1,0,clean
46,2,1,1,81,25,67,14240960,14240960,0,20,6,28,23.6404,0,4,8,3,5,2,8,0.100829,99.8848,0.014357,307,10,860.667,7,2,1,3,2,3,13,10,17,8,20,11,5,13,46,14,15,11,0,0,0,10,1,0,0,46,1,0,0,buggy
8,0,1,1,9,6,12,1344926,1350007,20661,6,2,4,9.38462,4.53349,3,9,4,5,1,4,29.4093,41.272,29.3187,159,6,669.571,25,5,1,0,1,0,4,2,2,2,3,2,1,3,4,2,2,3,0,0,0,2,1,1,1,8,1,1,0,clean
18,1,1,1,19,9,17,4642657,4642657,1537166,9,1,4,26.1474,0,2,2,2,2,5,5,27.4154,70.1591,2.42546,198,4,956.333,28,4,1,0,0,1,6,3,5,4,6,4,3,5,8,5,4,3,0,0,0,2,0,0,1,17,0,0,0,buggy
98,5,6,4,95,35,74,49040,50683,155479,38,19,52,11.1224,0,9,3,4,6,9,7,15.5638,82.6758,1.76042,420,8,144.825,19,5,5,5,4,5,33,17,31,24,39,19,12,34,52,21,16,20,0,1,1,18,3,3,4,94,4,1,1,buggy
69,22,13,12,122,47,321,80,129,776397,72,49,206,15.4665,0,19,3,3,10,20,194,22.2584,73.4717,4.26998,1492,7,383.351,13,11,38,2,2,3,28,9,15,18,31,9,7,24,128,14,11,15,1,0,0,44,1,1,1,68,1,0,0,buggy
2,0,0,0,2,1,4,149443,298885,2391084,1,1,2,8.58198,0,3,2,1,4,0,6,50,0,50,30,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clean
100,4,2,3,89,50,96,1567503,1567503,302,44,8,23,24.1589,0,5,5,6,5,3,8,12.198,71.5969,16.205,1548,2,284.857,6,25,2,3,3,1,33,16,29,23,39,20,10,33,50,17,14,17,0,0,0,9,0,1,1,98,2,0,0,clean
97,4,4,4,105,50,96,12648,12648,784495,48,0,2,39.591,0,3,3,1,3,4,4,4.17512,95.7176,0.107235,1475,17,676.667,9,20,5,3,4,3,27,22,22,26,32,15,16,35,57,20,18,22,0,0,0,15,0,1,1,95,1,0,0,clean
94,1,2,1,91,50,97,1458509,1458510,82932,25,0,0,86.9027,0,2,9,6,5,4,7,0.570756,99.3327,0.096566,1402,0,222.667,5,12,3,3,4,3,25,16,29,24,31,16,9,38,46,20,12,17,0,0,0,13,0,1,1,92,1,0,0,clean
103,1,2,2,86,50,96,730748,730750,301545,33,0,0,70.5381,0,2,3,2,2,6,7,2.94873,87.9288,9.12251,1565,9,131.6,3,18,5,3,4,3,29,23,27,25,37,19,14,34,42,15,15,19,0,0,0,14,0,1,1,102,1,0,0,clean
47,2,1,1,54,14,33,2789,2796,2748610,21,5,15,30.1555,0,36,3,5,9,10,7,21.6574,75.7208,2.62185,314,5,103.077,15,4,4,1,1,1,16,8,12,12,17,10,7,15,23,10,10,14,0,0,0,7,0,0,1,46,1,0,0,buggy
88,5,3,2,104,32,53,17532,34891,5610127,40,13,49,36.5707,0,2,2,1,2,5,10,11.9677,87.7654,0.266981,1100,2,101.857,3,16,7,2,2,4,29,12,22,26,30,14,10,35,56,20,14,23,0,0,0,15,0,1,2,86,1,1,0,clean
2,8,4,2,8,1,2,2814,2824,6455539,13,1,12,8.24127,0,4,2,1,4,21,8,86.6667,0,13.3333,108,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,16,3,3,0,0,0,0,0,0,0,2,0,0,0,0,clean
7,0,0,0,8,4,6,8523,115186,116935,4,0,1,34.7341,0,2,3,2,3,3,3,0.461429,99.533,0.005606,73,0,57.75,6,3,0,1,1,0,2,1,3,1,3,2,0,2,4,0,1,2,0,0,0,2,0,0,0,7,0,0,0,buggy
93,0,3,1,131,23,111,273769,274270,20619,20,185,249,4.8827,6.10451,3,1,2,3,60,10,22.0114,77.1716,0.817052,911,2,109.067,5,5,126,1,2,5,46,9,13,25,49,6,5,33,105,12,9,11,0,0,0,133,0,0,2,91,0,0,0,buggy
20,2,2,3,29,5,8,22145,22142,0,15,0,0,21.9477,0,2,4,1,3,4,6,21.5489,78.2078,0.24329,359,0,2.5,1,9,2,1,1,1,5,3,7,4,7,5,3,6,16,6,6,9,0,0,1,1,0,1,1,19,1,1,0,clean
151,18,12,12,154,29,38,131888,142586,97408,67,24,52,63.6123,0,3,9,2,6,2,5,1.79013,98.1136,0.096263,2372,2,95.6,4,35,13,6,6,8,51,32,37,40,60,22,23,54,85,38,32,41,0,1,1,32,1,3,7,148,4,4,0,clean
0,0,0,1,4,1,1,1134131,2268223,3,6,0,2,8.31296,0,1,2,1,1,0,9,70.6564,7.72201,21.6216,44,0,0,1,5,3,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,4,0,0,0,0,0,1,0,clean
124,20,11,12,127,27,37,0,0,0,64,12,26,18.9399,0,2,6,1,4,3,7,2.19721,97.6825,0.120329,1958,2,88.5,5,32,7,5,5,7,42,29,28,33,49,15,22,45,77,31,26,35,0,1,0,23,0,3,6,121,4,3,1,clean
0,0,0,1,4,1,1,0,0,3,6,0,2,27.6001,0,0,2,1,1,0,9,70.6564,7.72201,21.6216,44,0,0,1,5,3,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,4,0,0,0,0,0,1,0,clean
0,0,0,1,4,1,1,15040518,15607587,5,6,0,2,32.5983,0,2,2,1,1,0,9,70.6564,7.72201,21.6216,44,0,0,1,5,3,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,4,0,0,0,0,0,1,0,clean
25,2,2,2,43,5,11,2295426,2296210,2161609,15,8,36,37.5256,0,3,2,2,2,5,9,20.6654,79.2999,0.034678,360,20,197,16,7,2,1,2,2,6,7,6,8,10,5,3,10,26,6,8,10,0,1,1,4,1,1,1,24,2,0,0,clean
9,1,0,0,19,2,10,143729,143729,4505282,9,4,13,21.6328,0,6,2,1,4,1,10,20.8145,68.9291,10.2564,51,0,0,1,1,0,0,1,0,4,1,3,1,3,3,2,2,10,5,3,2,0,0,0,1,0,1,0,8,1,0,0,buggy
0,0,0,1,4,1,1,13592967,14236649,0,6,0,2,30.6791,0,1,2,1,1,0,9,70.6564,7.72201,21.6216,44,0,0,1,5,3,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,4,0,0,0,0,0,1,0,clean
28,2,2,2,32,15,27,604168,604333,651575,17,0,0,25.3251,0,3,2,2,2,8,3,1.26594,98.7304,0.003654,523,30,410.5,13,7,1,2,3,2,7,5,9,9,7,5,4,14,20,7,4,8,0,0,0,8,0,1,0,28,0,0,1,clean
3,2,1,0,2,2,3,25,48,382,4,0,0,2.91542,1.71846,1,3,1,2,2,6,47.9487,43.2821,8.76923,90,0,1,2,3,0,0,0,0,1,2,0,1,1,0,3,1,2,1,0,2,0,0,0,0,1,0,1,2,2,0,0,clean
78,1,3,2,103,9,44,1100,1101,0,35,28,90,43.3986,0,3,2,1,3,14,5,0.011177,99.8465,0.142346,357,3,1158.42,99,6,9,2,6,3,21,16,16,25,21,9,11,36,63,15,8,23,0,0,0,19,0,1,2,75,1,0,0,buggy
3,2,1,0,2,2,3,0,0,972442,4,1,1,16.7921,11.3714,2,6,2,3,2,6,40.6957,49.3132,9.99117,87,0,0.5,2,3,1,0,0,0,1,2,0,1,1,0,3,1,3,1,0,2,0,0,0,0,1,0,1,2,2,0,0,clean
110,4,3,2,126,11,104,29727,110786,3438426,25,9,28,25.3011,0,6,2,1,3,24,7,24.7742,70.6833,4.54251,1078,4,17.4545,1,5,418,4,2,3,63,15,20,18,70,12,9,24,90,15,13,15,0,0,1,427,2,2,4,107,4,0,0,buggy
7,3,2,0,7,4,11,9079505,9087731,1044712,8,2,5,7.50448,0,3,7,2,5,3,6,23.29,69.5107,7.1993,118,0,31,1,3,0,0,1,0,4,2,2,0,4,1,1,3,5,3,1,2,0,0,1,0,2,1,0,5,1,0,1,clean
59,2,3,2,60,15,28,8,8,2593504,29,15,38,35.3796,0,8,3,2,7,6,3,14.7791,84.8863,0.334576,788,6,289.2,18,13,2,2,2,2,18,13,16,14,27,8,5,23,32,13,12,9,0,0,0,7,1,1,3,56,2,0,0,buggy
35,4,2,1,51,10,63,2040615,2040615,1258993,12,84,100,8.64655,1.15951,2,8,2,6,37,12,36.3171,62.9643,0.71862,432,17,83.75,4,6,34,1,1,2,19,6,6,5,20,3,5,8,42,4,3,9,0,0,0,37,1,0,1,34,1,0,0,buggy
7,3,1,1,9,2,11,12640,12655,1758300,7,9,26,11.52,0,3,5,1,5,8,4,35.372,54.7763,9.8517,155,38,0.666667,2,3,0,0,0,0,4,3,1,1,5,0,1,2,3,4,5,2,0,0,0,0,1,0,1,6,2,0,0,clean
17,2,4,3,25,9,14,1476401,1395056,0,17,8,17,29.9424,0,2,4,1,2,2,4,1.74699,98.243,0.010032,45,11,2.71429,2,1,2,0,2,1,7,3,6,3,6,3,2,8,10,10,7,7,0,0,1,4,0,1,4,14,0,2,0,buggy
31,3,2,1,39,13,65,57816,68489,2482076,11,44,54,13.9168,0,2,3,1,2,21,9,23.5501,65.2022,11.2477,383,9,117.429,5,7,18,1,1,2,13,6,7,6,15,4,4,10,28,6,5,7,0,0,0,20,1,1,1,29,2,0,0,buggy
98,13,8,8,97,30,40,9536,76812,973505,48,12,31,13.3923,0,2,3,3,4,2,5,10.4427,89.4771,0.080219,1545,3,60.1667,4,25,5,4,3,5,32,21,25,26,37,15,16,36,58,23,19,26,0,1,0,17,0,2,5,95,2,2,0,clean
90,4,3,1,77,14,25,862833,862984,1138,30,9,17,27.4934,0,2,4,6,7,1,4,22.3363,77.2729,0.390746,1341,1,131.25,4,18,3,2,4,4,25,13,27,24,27,23,9,31,33,19,17,15,0,0,0,11,0,1,2,87,1,0,0,clean
123,19,11,11,128,25,33,173121,173619,0,63,0,0,15.615,0,2,3,1,2,2,6,2.17158,97.7323,0.096164,1976,1,115,5,32,6,6,4,7,40,29,30,33,49,17,22,44,77,29,26,35,0,1,0,24,0,3,6,120,3,3,1,clean
130,10,7,6,109,53,67,1,1,58,46,14,32,11.1489,0,2,4,3,5,2,4,14.3366,85.3933,0.2701,1942,2,97.8333,3,27,8,4,4,6,39,20,39,35,45,29,14,45,58,27,23,25,0,0,0,20,0,2,5,127,2,2,0,clean
113,5,5,3,93,48,62,82938,83656,761058,35,21,47,99.4959,0,2,8,4,5,3,4,18.0788,81.7867,0.134484,1684,2,34.8333,1,23,9,3,3,4,35,15,37,28,41,27,10,38,44,22,19,21,0,0,0,19,1,1,4,111,1,2,0,clean
142,6,5,3,113,51,65,7,15,1350,41,19,41,53.0184,0,2,8,6,10,2,3,10.1886,89.733,0.078366,2079,2,139.111,3,26,8,4,5,6,41,19,46,37,48,35,12,48,54,27,23,24,0,0,0,21,1,1,4,138,1,1,0,clean
52,13,6,6,56,32,67,270471,270471,2966754,43,3,10,9.63335,0,5,4,1,6,4,5,21.0388,77.3075,1.6537,698,4,102.333,4,10,2,1,1,3,13,9,15,16,16,8,6,23,45,13,10,13,0,0,0,7,0,0,1,51,1,0,0,buggy
108,5,3,2,77,50,64,4948,10683,875947,31,5,9,30.3499,0,2,4,5,5,4,3,13.6069,86.2594,0.13366,1550,1,133.5,3,20,4,2,3,4,29,14,36,29,33,30,9,36,37,19,17,15,0,0,0,12,0,1,3,106,1,1,0,clean
101,4,5,4,106,10,19,22549,69373,0,35,24,49,31.6156,0,2,3,1,2,2,4,19.5127,80.3129,0.174405,1594,0,121.5,4,23,12,4,6,4,33,19,27,25,37,20,13,34,42,26,23,28,0,0,1,23,1,1,4,98,2,2,0,clean
96,5,2,1,69,45,58,11116,39323,599525,28,3,5,25.2267,0,2,6,2,4,2,3,13.4033,86.3853,0.211356,1389,1,117,3,18,3,2,3,4,26,12,32,26,29,27,8,31,34,17,15,13,0,0,0,11,0,0,2,94,1,1,0,clean
104,4,3,2,73,50,64,16244,49043,452137,29,5,10,17.9629,0,2,3,4,5,5,3,11.3065,88.5189,0.174597,1482,1,133.25,3,19,4,2,3,4,28,12,35,28,32,29,8,35,36,18,16,14,0,0,0,12,0,1,3,102,1,1,0,clean
93,10,7,6,100,27,37,863264,867349,256862,43,18,36,70.1043,0,2,5,4,6,2,5,12.8076,87.0154,0.177073,1487,1,50.7273,3,23,7,3,4,4,31,20,23,24,36,14,14,33,51,25,22,25,0,0,0,18,0,2,4,90,2,2,0,clean
1,0,0,0,1,1,3,3473700,3469858,18428862,1,0,2,9.8624,0,3,2,1,2,2,2,99.9586,0,0.041431,16,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clean
128,11,7,6,107,53,67,691894,691984,1747066,46,14,29,17.853,0,2,5,3,6,3,5,10.6491,89.0321,0.318754,1914,1,97.3333,3,26,8,4,4,6,39,21,38,34,45,28,15,44,57,27,23,25,0,0,0,20,0,2,4,126,2,2,0,clean
4,3,2,2,11,2,3,7,21,0,13,2,18,22.7713,0,1,2,1,2,2,5,98.8957,0.939017,0.165267,126,0,18,2,6,1,0,1,2,1,0,1,2,0,1,0,3,11,3,3,1,0,0,0,4,0,0,1,3,0,0,0,clean
4,3,2,2,11,2,3,147,193,234,13,2,18,19.6823,0,2,2,2,6,2,5,98.8957,0.939017,0.165267,126,0,18,2,6,1,0,1,2,1,0,1,2,0,1,0,3,11,3,3,1,0,0,0,4,0,0,1,3,0,0,0,clean
