@relation 'data/final_8020_regression.csv-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R100-weka.filters.unsupervised.attribute.Remove-R115-weka.filters.unsupervised.attribute.Remove-R1-5,17-18,20,26-27,31-37,42,45-46,50-68,71,78-84,93,96-100,102,106,109,113'

@attribute postbugs numeric
@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric

@data
0,15,3,1,1,13,14,33,6358,50573,204080,6,3,9,12.2869,9.6375,2,5,2,3,1,4,41.741,44.2577,14.0013,300,0,142.2,9,4,1,1,0,1,5,3,6,5,7,4,2,7,8,3,3,4,0,1,0,2,2,1,1,14,4,0,0
1,28,0,1,1,45,12,34,24958,46563,968964,13,5,13,4.30288,4.87222,2,4,2,4,10,7,28.1869,71.6691,0.143949,289,6,646.278,39,2,22,1,2,1,12,5,5,7,13,3,4,9,29,6,5,7,0,0,0,25,1,0,1,27,1,0,0
0,36,7,2,3,31,14,33,8879,10471,0,13,7,19,1.49768,2.08333,2,12,1,9,2,3,6.65554,75.5364,17.8081,711,0,355,21,10,2,2,0,3,11,8,15,12,16,9,5,16,20,7,6,10,0,2,0,5,6,3,3,33,10,0,1
0,16,2,2,2,30,9,18,163003,325989,1152,12,2,43,1.39692,2.58333,3,3,1,3,1,16,15.2179,51.1427,33.6395,292,0,3,1,5,0,0,0,2,2,0,11,4,1,8,1,7,16,10,6,4,0,0,0,2,0,0,1,16,0,1,0
0,16,2,2,2,30,9,18,0,0,424,12,2,43,2.33238,2.4,3,6,1,4,1,16,15.2179,51.1427,33.6395,292,0,3,1,5,0,0,0,2,2,0,11,4,1,8,1,7,16,10,6,4,0,0,0,2,0,0,1,16,0,1,0
0,49,377,23,23,58,33,55,393504,393567,171605,428,1,14,3.24952,2.76389,2,3,3,5,0,13,6.83185,81.8505,11.3176,2368,4,950.667,48,6,1,2,4,8,3,9,12,25,5,9,6,30,430,12,10,29,0,0,0,15,0,0,1,48,0,0,0
0,66,609,36,36,79,37,62,45,78,3445,683,1,5,19.553,8.35617,7,57,15,33,3,16,7.47539,88.0453,4.47934,3620,6,1116.23,16,9,2,3,4,10,5,12,14,35,7,10,8,40,689,15,13,43,0,0,0,18,0,0,1,65,0,0,0
0,455,17,21,15,534,39,67,9478885,9478503,0,163,0,0,0.179219,1.65152,1,2,1,1,2,3,0.031001,99.969,0.000026,1598,11,426.8,57,16,14,10,9,32,116,68,121,170,140,70,46,220,259,123,96,106,1,4,1,62,6,5,17,444,13,4,1
0,68,10,5,4,84,32,100,10,19,3259,47,27,25,28.6214,18.5809,2,2,2,4,9,6,16.2072,69.7651,14.0277,1076,6,462.674,9,12,23,2,2,2,23,12,16,18,24,10,10,24,54,16,12,22,0,0,0,29,0,1,1,66,1,0,0
1,118,5,4,3,244,28,412,0,11764,0,14,301,361,0,0,0,0,0,0,68,7,20.2118,79.1595,0.628715,1433,0,176.4,14,0,213,1,1,4,88,6,8,18,88,4,5,22,225,9,6,18,0,0,1,216,1,1,2,117,2,1,0
1,63,5,3,2,69,34,72,14535,11764,0,24,63,57,8.41332,8.15385,2,3,6,5,17,6,37.3972,62.3736,0.229184,591,7,160.4,12,1,50,1,2,3,25,7,14,15,28,7,5,23,50,12,7,10,0,0,0,56,0,0,1,61,0,0,0
0,96,52,32,31,193,34,465,590852,618528,864580,147,123,164,5.23974,6.47934,3,2,4,3,43,562,17.5866,78.33,4.08342,2431,5,500.621,19,3,96,2,2,5,48,9,16,24,50,10,7,31,258,15,11,25,0,0,1,105,1,1,2,94,1,1,0
0,24,1,1,1,27,6,12,3236421,3236434,91433,11,11,32,0,1.5,0,1,0,1,1,6,20.7835,68.0306,11.1859,166,2,0.375,1,0,2,0,3,1,9,4,8,4,8,7,2,9,11,7,5,6,0,0,0,7,1,0,1,24,1,0,0
0,15,0,0,0,16,7,11,135,2218,91433,8,3,10,3.53986,4.07221,2,2,5,3,3,3,21.6656,77.8324,0.502038,151,12,0.6,1,2,1,0,1,0,6,1,3,5,6,2,1,6,6,3,2,5,0,0,0,3,0,0,0,15,0,0,0
0,15,3,1,0,9,7,10,0,2899004,0,8,25,133,0,0,0,0,0,0,3,4,2.85772,97.1094,0.032876,90,53,3.66667,3,0,1,0,0,2,7,3,4,5,4,3,6,6,4,6,2,0,0,0,0,4,1,1,2,14,2,1,0
1,37,4,3,3,54,9,40,0,537426,0,14,38,66,0,0,0,0,0,0,28,5,36.5363,63.1051,0.358579,321,5,18.8,5,0,36,1,1,2,17,4,7,11,20,5,2,13,42,5,6,11,0,0,0,38,1,2,1,36,3,0,0
1,111,38,16,9,77,12,21,0,5198565,0,100,94,317,0,0,0,0,0,0,0,9,0,99.969,0.031018,1799,6,820,11,0,13,11,9,10,29,22,50,32,38,32,15,49,68,27,18,26,3,8,5,28,9,8,16,99,16,2,4
0,76,3,3,1,54,15,27,14259,55718,562788,22,7,18,13.1122,8.80747,2,8,8,8,3,3,24.5005,75.3269,0.172554,1091,2,91.2857,2,13,2,2,2,3,19,8,27,23,21,22,6,28,28,13,11,9,0,0,0,6,0,0,2,74,0,1,0
0,34,9,4,5,55,9,14,7691,28073,0,34,0,0,2.81125,3.8,2,2,2,2,1,2,0.608602,99.3914,0,422,36,17.3333,5,9,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,0,0,9,0,1,2,33,1,2,0
0,34,9,4,5,55,9,14,3164382,3163956,0,34,0,0,1.57256,2.85714,2,2,3,2,1,2,0.608602,99.3914,0,633,36,26,5,13,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,0,0,9,0,1,2,33,1,2,0
0,73,52,5,5,96,24,39,318048,663581,2117910,89,2,4,3.58322,4.43195,3,9,2,5,6,3,15.6283,84.2381,0.133697,1503,13,1471.91,16,18,5,2,2,6,18,13,17,27,21,12,10,32,89,19,19,32,0,0,0,15,0,1,2,73,1,2,0
0,30,6,3,4,53,12,35,65132,124865,119037,26,8,20,4.64051,8.02857,3,8,2,3,3,2,2.9158,97.0819,0.00231,604,22,64.5,5,9,2,2,2,2,12,6,8,8,14,7,4,8,32,10,12,12,0,0,0,7,0,1,1,30,1,2,0
0,79,44,6,6,111,23,43,234292,938412,1883714,82,6,17,3.96321,3.67371,2,20,4,11,4,2,7.51666,92.4823,0.001045,1598,12,1200.43,13,18,5,3,4,6,20,14,19,28,23,14,11,34,91,24,22,31,0,0,0,17,0,1,3,78,1,2,0
0,34,9,4,5,55,9,14,542,2742,0,34,0,0,13.5971,8.70476,2,4,4,3,1,2,0.608602,99.3914,0,633,36,26,5,13,2,2,2,3,9,10,11,7,16,11,3,9,33,9,15,15,0,0,0,9,0,1,2,33,1,2,0
0,77,68,5,5,108,23,39,254377,520811,3149268,111,2,4,12.9147,8.76217,3,20,7,11,5,2,11.2231,88.7768,0.000034,1646,18,1893.5,20,20,6,2,2,8,16,13,18,31,19,14,10,35,108,21,21,38,0,0,0,17,0,0,2,77,0,2,0
1,28,6,3,4,44,11,21,62442,124921,124886,25,3,7,7.52603,8.46667,2,8,2,3,3,2,3.37142,96.6286,0,440,25,59.8333,5,9,2,1,1,2,10,6,8,6,13,7,3,7,25,8,11,12,0,0,0,6,0,0,1,28,0,2,0
0,23,6,3,4,34,4,10,0,1688098,6752306,11,32,57,0,0,0,0,0,0,23,4,97.4502,2.49854,0.051283,631,0,23,2,0,16,0,1,1,13,2,5,3,12,2,2,7,35,5,2,6,0,0,0,17,0,1,1,22,1,0,0
1,29,5,2,3,41,11,21,5014,5014,0,23,5,9,3.13752,2.86389,7,18,3,7,3,2,19.42,80.5799,0.000036,441,21,144,6,7,2,1,1,2,10,7,9,6,13,8,4,7,23,7,10,11,0,0,0,6,0,0,1,29,0,2,0
0,2,0,0,0,1,2,2,0,0,0,1,0,1,1.95858,3.875,2,4,2,2,3,4,30.6674,2.6348,66.6978,12,0,156.5,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,199,211,113,113,737,9,296,0,163542,558375,532,0,0,0,0,0,0,0,0,179,3,13.1231,86.8663,0.010642,10434,12,530.667,28,0,497,2,2,3,169,8,6,19,169,5,7,19,1130,11,11,24,0,1,0,502,1,1,1,199,2,1,0
0,36,3,5,4,43,15,42,40890,163542,558375,26,64,19,3.91024,3.1,3,2,2,6,8,11,9.20133,85.6774,5.12132,464,0,2.375,3,2,55,1,1,3,11,5,7,13,13,3,4,17,35,6,4,10,0,0,0,59,0,0,1,34,0,1,0
0,0,1,0,0,0,1,2,1872004,1872004,30950,1,1,1,0,1.33333,2,2,0,2,0,4,76.5957,0,23.4043,16,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,29,2,1,1,17,12,19,14376,45988,183918,9,9,19,3.14333,4.375,2,4,2,3,7,4,17.8987,81.3215,0.779788,417,3,0.5,1,6,1,0,1,2,9,4,9,7,10,9,2,7,10,3,6,3,0,0,0,3,0,0,1,28,0,1,0
0,18,2,1,0,13,10,19,119,0,111933,6,3,14,7.09863,6.38462,3,8,5,8,10,6,30.0062,68.4342,1.55958,275,0,0,1,3,0,0,1,1,6,2,7,3,7,8,0,3,9,1,4,2,0,0,0,2,0,0,2,16,0,0,0
0,36,18,8,5,72,12,26,0,447020,3248926,43,49,178,0,0,0,0,0,0,20,18,95.3226,4.65615,0.021249,1045,38,314,17,0,11,4,2,4,16,6,7,12,15,9,9,8,47,19,21,18,3,1,2,13,6,2,2,33,5,0,2
0,32,2,2,1,33,11,23,563476,565132,703155,13,7,24,4.5735,4.38542,1,2,1,2,3,9,1.09474,64.4469,34.4583,557,28,983,24,9,0,3,2,1,10,4,11,7,12,7,4,11,15,9,5,9,0,0,0,6,0,0,1,32,0,0,0
0,0,13,1,1,0,1,23,0,0,0,2,63,61,0,0,0,0,0,0,18,4,46.0564,53.6575,0.286065,375,75,1,1,0,42,0,0,0,7,0,0,1,7,0,0,1,13,1,2,0,41,0,0,0,8,1,0,0,8,0,1
0,88,1,1,0,122,14,82,0,49015,3241,12,261,212,0,0,0,0,0,0,67,2,20.982,79.0001,0.017897,3005,0,346,12,0,211,0,0,3,47,3,13,27,48,10,2,30,102,4,3,13,0,0,0,216,0,0,1,87,0,0,0
0,70,2,2,2,60,41,67,742459,742651,33094,38,6,16,2.1399,3.03647,3,2,2,3,7,7,5.0785,93.2921,1.62936,976,5,212.222,12,21,4,1,2,2,22,14,21,16,28,18,7,19,31,9,13,13,0,0,0,9,1,1,2,68,2,0,0
0,17,0,0,0,22,4,10,0,49015,3241,13,11,40,0,0,0,0,0,0,7,5,0.116119,3.04064,96.8432,310,0,23,3,0,0,0,0,0,6,3,7,3,7,2,3,8,11,5,0,6,0,0,0,0,1,1,1,16,2,1,0
0,0,4,0,0,0,2,4,2470048,2470052,24,3,2,5,1.24722,2.33333,2,2,2,2,1,7,57.423,24.6499,17.9272,64,0,0,1,3,0,0,0,0,3,1,1,0,4,1,0,0,1,1,2,1,0,0,0,0,5,0,0,0,6,0,0
0,46,0,1,1,56,10,24,49015,49015,3241,17,17,45,1.4657,2.16032,2,3,2,4,3,5,8.53532,60.315,31.1496,789,4,11.5,2,11,2,1,2,2,13,9,13,11,16,8,6,17,26,10,8,13,0,0,0,7,0,0,0,46,1,0,0
0,55,0,1,1,66,9,22,116036,116035,0,20,22,53,0.406514,1.54457,2,2,1,2,2,5,2.98563,57.3589,39.6554,942,4,14.6667,2,13,3,1,2,2,16,11,15,13,18,10,8,20,30,13,10,15,0,0,0,8,0,0,0,54,1,0,0
0,1,0,0,0,1,1,2,2553559,5107109,11567674,1,0,0,2.27761,3.25,2,6,1,2,1,3,99.999,0,0.000967,12,0,316,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,27,0,1,0,35,14,22,14505,14513,0,19,0,0,0.568498,1.53061,1,3,1,2,0,3,0.17389,99.8196,0.006491,235,9,70.5,9,4,0,1,2,2,9,5,6,5,8,7,5,6,16,7,7,7,0,0,0,4,0,0,1,25,0,0,0
0,48,2,2,2,24,29,46,0,447020,3248926,13,28,88,0,0,0,0,0,0,14,4,0.114114,99.827,0.058869,704,0,61,1,0,2,1,1,0,15,8,20,7,20,14,3,13,23,1,1,5,0,0,0,4,1,0,2,47,1,1,0
0,48,2,2,2,24,29,46,0,447020,3248926,13,28,88,0,0,0,0,0,0,14,4,0.114114,99.827,0.058869,704,0,61,1,0,2,1,1,0,15,8,20,7,20,14,3,13,23,1,1,5,0,0,0,4,1,0,2,47,1,1,0
0,0,4,0,0,0,2,4,0,0,0,3,2,5,1.60728,2.5,3,2,1,4,1,7,57.423,24.6499,17.9272,64,0,0,1,3,0,0,0,0,3,1,1,0,4,1,0,0,1,1,2,1,0,0,0,0,5,0,0,0,6,0,0
0,0,3,0,0,0,2,4,14926,15027,109953,2,2,3,0.938441,2.27827,2,2,2,3,1,6,49.0075,14.0163,36.9763,46,0,0,1,2,0,0,1,0,2,1,1,0,3,1,0,1,1,1,2,1,1,0,0,0,4,0,0,0,4,0,0
0,53,1,1,1,61,11,80,0,0,0,8,164,259,5.89915,4.5,3,6,4,5,89,3,14.4688,67.654,17.8772,1703,3,36,2,5,131,0,1,4,30,4,8,10,31,7,3,12,52,4,4,6,0,0,0,134,0,1,1,53,1,1,0
0,67,1,0,0,101,7,80,0,111335,1246355,5,313,494,0,0,0,0,0,0,174,3,23.1463,41.0993,35.7544,2847,0,71,2,0,260,0,1,4,49,2,6,9,48,3,2,13,93,3,0,8,0,0,0,263,0,1,1,66,1,0,0
0,3,3,2,1,2,1,9,0,111335,1246355,2,0,0,0,0,0,2,0,0,13,2,99.9898,0,0.010225,2405,0,73,1,0,459,0,0,0,6,0,1,0,6,0,0,0,8,0,0,0,56,0,0,403,2,1,3,1,3,0,0
1,28,1,4,3,32,8,13,21354,111335,1246355,16,0,0,16.4251,10.8462,2,3,4,5,2,4,0.941271,88.2469,10.8119,209,35,24.5,3,6,1,0,1,4,11,3,8,6,11,4,2,11,14,10,7,10,0,0,0,5,0,0,2,27,0,1,0
0,1,0,5,5,21,1,14,0,0,600598,4,0,36,0,0,0,0,0,0,11,2,84.2454,15.7546,0,210,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,28,0,2,1,0,0,0,0,0,0,0,2,0,0,0
0,1,0,0,0,0,1,1,2341733,0,600598,3,0,3,0.5,3,0,2,1,1,1,2,58.7156,19.7248,21.5596,24,0,0,1,3,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
0,208,258,12,10,295,29,49,3043793,3074244,65033,367,0,0,0.090909,1.09091,2,3,1,1,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0
0,0,2,0,0,0,3,5,6134,24489,0,1,1,1,1.64054,3.55556,2,2,3,3,2,3,0.005275,0.001286,99.9934,36,0,843,28,1,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,3,0,0
0,16,0,0,0,18,4,12,0,0,778,5,7,19,0,0,0,0,0,0,1,9,5.34036,93.3269,1.33269,224,25,3,1,0,0,1,1,0,4,4,6,3,4,3,3,6,4,7,5,3,0,0,0,2,0,1,0,16,1,0,0
0,16,0,0,0,18,4,12,0,0,778,5,7,19,0,0,0,0,0,0,1,9,5.34036,93.3269,1.33269,224,25,3,1,0,0,1,1,0,4,4,6,3,4,3,3,6,4,7,5,3,0,0,0,2,0,1,0,16,1,0,0
0,16,0,0,0,18,4,12,0,0,778,5,7,19,0,0,0,0,0,0,1,9,5.34036,93.3269,1.33269,224,25,3,1,0,0,1,1,0,4,4,6,3,4,3,3,6,4,7,5,3,0,0,0,2,0,1,0,16,1,0,0
0,49,3,3,3,62,50,108,2524,21392,299234,29,26,25,3.49313,3.06407,3,2,3,4,14,5,33.5449,52.9021,13.553,845,5,745.727,13,7,17,1,2,4,18,7,10,14,20,8,5,17,41,8,8,14,0,0,0,24,0,1,1,47,1,0,0
0,6,0,0,1,3,4,5,2343801,2343801,13688304,6,8,13,0.5,2.5,0,2,0,2,3,2,0.010844,0.032712,99.9564,130,10,1991,28,0,0,1,1,0,5,0,2,3,5,1,0,3,1,0,0,3,0,0,0,2,1,2,2,5,3,0,0
0,8,10,3,5,27,1,28,0,0,13688304,6,9,48,0,1.33333,0,2,0,1,9,12,99.8075,0.147595,0.044944,210,0,50,2,0,0,0,0,0,9,0,1,3,9,1,0,3,33,2,3,5,0,1,0,1,0,1,0,10,2,1,0
0,0,0,0,0,1,1,2,2746930,5493858,13688304,1,0,2,0.816497,2,2,2,1,2,1,2,100,0,0,12,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,208,258,12,10,295,29,49,148508,297013,24,367,0,0,0.32,1.24,4,5,1,2,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0
0,208,258,12,10,295,29,49,260304,520578,0,367,0,0,1.63299,4.33333,1,3,1,2,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0
0,208,258,12,10,295,29,49,43693,174749,1165,367,0,0,1.7077,4,2,7,2,3,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0
0,52,2,5,6,43,11,18,0,0,778,31,11,35,0,0,0,1,0,0,2,2,0.660248,99.2228,0.116919,840,0,4,1,0,1,1,1,1,10,9,20,14,14,12,6,22,31,11,7,7,0,0,0,4,0,0,1,52,0,2,0
0,208,258,12,10,295,29,49,3319554,3229879,850,367,0,0,0.471405,1.66667,2,4,1,2,14,3,36.4329,63.567,0.00008,4783,5,7273,64,46,17,6,7,23,27,32,45,100,33,35,26,110,355,56,53,116,0,0,0,47,0,0,3,206,0,1,0
0,12,1,1,0,11,5,8,0,0,778,8,0,0,0,0,0,0,0,0,0,2,0.190955,99.809,0,176,17,77,1,0,2,0,0,0,8,3,1,2,8,0,2,3,4,3,3,4,0,0,1,0,1,1,2,11,1,1,0
0,146,173,9,8,206,29,49,2960979,2960979,127633,249,4,7,1.79948,2.34505,2,6,3,3,12,4,33.4661,66.2629,0.270965,3302,3,4849.67,43,32,12,4,4,16,22,23,31,69,26,23,19,76,239,40,37,82,0,0,0,33,0,0,3,144,1,1,0
0,12,1,1,0,11,5,8,0,0,778,8,0,0,0,0,0,0,0,0,0,2,0.190955,99.809,0,176,17,77,1,0,2,0,0,0,8,3,1,2,8,0,2,3,4,3,3,4,0,0,1,0,1,1,2,11,1,1,0
0,12,1,1,0,11,5,8,0,0,778,8,0,0,0,0,0,0,0,0,0,2,0.190955,99.809,0,176,17,77,1,0,2,0,0,0,8,3,1,2,8,0,2,3,4,3,3,4,0,0,1,0,1,1,2,11,1,1,0
0,4,0,0,0,7,3,9,0,0,0,2,2,8,0,0,0,0,0,0,4,5,76.0392,23.5452,0.415661,80,0,2,1,0,0,0,0,0,1,1,2,0,2,1,0,1,5,0,1,1,0,0,0,0,0,0,0,4,0,0,0
0,44,3,2,1,40,14,24,0,0,778,15,0,0,0,0,0,0,0,0,3,5,0.227999,99.3715,0.400522,606,27,78.5,1,0,2,0,2,2,15,9,11,14,17,4,4,23,23,10,7,6,0,0,1,5,3,2,2,42,4,1,0
0,16,0,0,0,15,4,7,0,0,778,9,3,24,33.7173,21.125,2,5,3,4,11,3,0.148812,99.8503,0.000908,250,24,337,19,7,0,0,1,0,6,1,5,4,5,3,2,7,6,4,1,4,0,0,0,1,0,0,1,15,0,1,0
0,33,3,5,5,45,17,28,1517127,1530633,2825589,35,0,2,1.60761,2.62472,2,2,2,2,4,6,32.211,65.8515,1.93742,441,2,39.9167,6,5,1,1,1,2,11,6,8,10,12,7,4,12,30,10,9,9,0,0,0,5,0,1,2,31,1,0,0
0,43,2,1,2,50,17,29,1444470,1444345,0,23,0,0,1.75395,2.1746,2,2,1,2,6,4,20.0004,79.9087,0.09086,762,4,547.333,26,10,4,1,1,2,13,9,10,12,18,6,5,16,29,8,9,9,0,0,0,7,0,1,2,42,2,0,0
0,1,0,0,0,1,1,2,0,221,37,1,0,2,0,0,0,0,0,0,0,3,98.1308,0,1.86916,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,7,3,9,0,0,0,2,2,8,0,0,0,0,0,0,4,5,76.0392,23.5452,0.415661,80,0,2,1,0,0,0,0,0,1,1,2,0,2,1,0,1,5,0,1,1,0,0,0,0,0,0,0,4,0,0,0
0,67,13,8,7,125,8,43,0,0,0,30,98,211,0,1,0,2,0,1,66,2,70.4586,29.5345,0.006865,1659,0,73,5,0,50,0,0,2,47,1,8,16,45,7,3,17,124,11,9,9,6,0,0,46,3,2,3,64,5,0,0
0,4,0,0,0,3,1,1,2803297,2803297,0,7,0,0,0,1.5,0,2,0,1,0,4,5.27607,94.4172,0.306748,56,0,0,2,0,0,1,1,0,2,0,2,0,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0
0,158,14,10,6,150,37,52,170,913,0,57,29,56,0.593816,1.72727,3,4,1,2,28,9,15.9699,84.0113,0.018738,2446,3,558.455,11,20,20,6,5,9,48,20,48,45,56,30,13,62,103,32,22,24,1,0,0,40,1,2,6,152,3,0,0
0,12,2,1,0,12,3,6,0,44990,0,7,4,13,0,0,0,0,0,0,1,7,19.0075,18.0277,62.9649,158,0,1.5,1,0,1,0,0,0,3,1,6,3,3,4,1,5,9,4,2,1,0,0,0,1,1,0,0,11,0,0,1
0,58,20,13,10,93,8,43,795841,795841,1062287,59,58,151,0,1,0,2,0,1,48,2,35.6394,64.354,0.00658,1326,12,76,6,0,26,2,1,2,30,5,8,18,29,8,7,18,91,14,14,17,3,1,1,26,2,2,5,53,3,0,0
0,55,21,14,14,110,8,43,795841,795841,1062287,77,39,101,0,1,0,2,0,1,52,3,49.3472,50.6258,0.027025,1367,10,57.6667,7,0,29,1,1,1,30,5,9,14,30,8,6,14,112,17,17,14,2,0,0,29,1,1,4,53,2,2,0
0,88,23,12,12,161,8,46,0,0,1062287,62,153,265,0,1,0,2,0,1,123,3,85.0717,14.9152,0.013086,2294,0,119,4,0,90,1,0,3,60,3,7,21,59,6,4,21,171,8,7,24,3,0,0,89,2,1,2,87,3,0,0
0,38,9,5,5,69,8,43,984510,1968996,1062287,21,54,116,1.04137,1.73333,2,2,1,2,35,3,47.342,51.4927,1.16529,974,11,37,3,3,25,1,0,1,28,1,6,10,28,4,2,11,70,7,6,6,3,0,0,24,4,2,2,37,6,1,0
0,88,23,12,12,161,8,46,0,0,5785,62,153,265,0,1,0,2,0,1,123,3,85.0717,14.9152,0.013086,2294,0,119,4,0,90,1,0,3,60,3,7,21,59,6,4,21,171,8,7,24,3,0,0,89,2,1,2,87,3,0,0
0,46,8,5,5,82,19,44,19137,19182,5785,15,62,109,49.2883,12.2845,10,8,21,18,36,5,73.2234,26.7679,0.008715,1070,0,4135.62,79,2,40,1,1,2,27,4,7,12,29,4,3,14,81,6,6,6,1,0,0,43,3,2,2,44,4,0,0
0,67,13,8,7,125,8,43,0,0,6869269,30,98,211,0,1,0,2,0,1,66,2,70.4586,29.5345,0.006865,1659,0,73,5,0,50,0,0,2,47,1,8,16,45,7,3,17,124,11,9,9,6,0,0,46,3,2,3,64,5,0,0
0,14,27,10,10,22,4,7,1587241,1582954,0,58,5,173,3.13115,3.91333,2,2,1,2,0,6,8.58331,90.7785,0.63821,478,15,35,3,7,0,0,1,0,2,3,4,5,3,3,2,7,58,3,2,6,0,0,0,1,0,0,1,12,0,0,0
0,4,0,0,0,3,1,1,2803299,2803299,0,7,0,0,0,1.5,0,2,0,1,0,4,5.27607,94.4172,0.306748,56,0,0,2,0,0,1,1,0,2,0,2,0,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0
0,6,1,2,1,8,5,13,0,0,0,3,19,53,0,0,0,0,0,0,7,22,24.6763,52.3157,23.008,145,50,1,1,0,1,0,0,1,2,2,2,1,2,0,2,2,4,3,2,4,0,0,0,1,1,0,1,6,1,0,0
0,4,0,0,0,3,1,1,2803298,2803298,0,7,0,0,0,1.5,0,2,0,1,0,4,5.27607,94.4172,0.306748,56,0,0,2,0,0,1,1,0,2,0,2,0,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0
0,4,0,0,0,3,1,1,7401878,7401878,0,7,0,0,0,1.5,0,2,0,1,0,4,5.27607,94.4172,0.306748,56,0,0,2,0,0,1,1,0,2,0,2,0,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0
1,1,0,0,0,1,1,2,1269762,1089003,0,1,0,0,0.242851,1.70833,2,2,1,2,0,3,98.4252,0,1.5748,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,4,2,5,231651,463299,11773507,2,1,2,4.21463,4.42857,2,4,2,2,2,10,84.6018,3.36283,12.0354,37,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,88,23,12,12,161,8,46,305673,305673,6869269,62,153,265,0,44,0,1,0,1,123,3,85.0717,14.9152,0.013086,2294,0,119,4,0,90,1,0,3,60,3,7,21,59,6,4,21,171,8,7,24,3,0,0,89,2,1,2,87,3,0,0
0,52,1,1,1,62,3,59,0,0,0,7,374,133,0,0,0,0,0,0,36,5,92.5819,7.3643,0.05379,2495,22,6,6,0,327,0,1,1,46,0,1,5,45,1,0,6,56,1,1,7,0,0,0,329,0,0,0,52,0,0,0
0,59,7,4,4,77,11,43,0,0,6869269,20,54,116,0,1,0,2,0,1,36,2,39.4915,60.2319,0.276586,1137,2,41,4,0,27,1,1,2,30,5,12,15,32,7,3,20,69,9,7,7,3,0,0,28,2,1,2,57,3,0,0
