@relation 'data/final_8020_regression.csv-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R100-weka.filters.unsupervised.attribute.Remove-R115-weka.filters.unsupervised.attribute.Remove-R1-3,7-17,19-25,28-30,32-35,37-53,56-60,64-83,85-92,94-108,110-114'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute postbugs numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric

@data
1,88,0,6,3,2,4,71,2,2,1,2,6,2,4,0
11,24,1,162,2.666667,21,36,38.759258,20,2,0.952381,69,56,1.714286,93,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,31,0,1,0.5,2,0,24,5,1,2.5,5,1,0,-4,0
0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9,56,0,245,3.777778,18,67,32.265305,9,2,0.5,25,68,3.722222,220,0
4,188,1,173,6.2,10,62,186.48555,4,1,0.4,16,62,6.2,157,0
2,254,1,25,1,17,9,105.160004,8,2,0.470588,17,17,0.529412,8,0
1,38,0,0,0,10,0,0,0,1,0,0,0,0,0,0
2,273,1,118,12.555555,9,75,169.542374,38,2,4.222222,49,113,8.333333,69,0
4,112,4,44,0.875,32,2,154.5,330,3,10.3125,345,28,0.0625,-301,0
5,182,1,34,2,6,12,160.735291,1,1,0.166667,2,12,2,32,0
1,258,0,32,6.4,5,7,71,25,1,5,25,32,1.4,7,0
6,70,0,0,0,6,0,0,0,2,0,0,0,0,0,0
1,13,0,0,0,9,0,0,0,1,0,0,0,0,0,0
0,13,2,0,0,3,0,0,0,2,0,0,0,0,0,0
2,17,1,0,0,7,0,0,0,1,0,0,0,0,0,0
8,113,0,0,0,34,0,0,0,3,0,0,0,0,0,0
4,37,1,0,0,7,0,0,0,3,0,0,0,0,0,0
7,3,0,0,0,29,0,0,0,2,0,0,0,0,0,0
4,37,1,0,0,9,0,0,0,3,0,0,0,0,0,0
2,13,0,0,0,9,0,0,0,1,0,0,0,0,0,0
2,171,2,4,0.5,4,2,125.75,1,2,0.25,2,2,0.5,2,0
2,254,1,121,4.954546,22,13,181.619827,96,2,4.363637,102,109,0.590909,19,1
10,27,1,94,0.833333,18,10,91.329788,19,2,1.055556,54,15,0.555556,40,0
5,157,1,113,1.394737,38,50,64.353981,12,4,0.315789,37,53,1.31579,76,0
6,188,4,103,0.818182,44,11,114.951454,29,2,0.659091,66,36,0.25,37,0
3,70,0,0,0,7,0,0,0,3,0,0,0,0,0,1
14,24,0,0,0,36,0,0,0,3,0,0,0,0,0,0
11,120,0,0,0,27,0,0,0,3,0,0,0,0,0,0
9,163,0,0,0,19,0,0,0,3,0,0,0,0,0,0
5,67,0,0,0,7,0,0,0,2,0,0,0,0,0,0
4,109,0,0,0,5,0,0,0,2,0,0,0,0,0,0
35,5,0,0,0,81,0,0,0,3,0,0,0,0,0,2
10,108,0,0,0,13,0,0,0,2,0,0,0,0,0,0
18,130,1,0,0,59,0,0,0,3,0,0,0,0,0,0
1,181,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,171,1,261,20.333334,9,177,167.532562,6,2,0.666667,17,183,19.666666,244,0
11,112,1,128,1.428572,21,27,180.234375,45,2,2.142857,122,30,1.285714,6,3
4,24,1,0,0,15,0,0,0,3,0,0,0,0,0,0
6,24,1,0,0,14,0,0,0,2,0,0,0,0,0,0
25,128,0,528,3.413044,46,157,81.346588,104,3,2.26087,389,157,3.413044,139,1
6,13,0,0,0,15,0,0,0,3,0,0,0,0,0,0
3,111,0,0,0,5,0,0,0,3,0,0,0,0,0,0
3,58,1,547,37.166668,12,446,53.146252,446,3,37.166668,471,446,37.166668,76,0
4,186,4,84,6,10,58,178,5,1,0.5,23,60,5.8,61,1
1,71,0,3,0.4,5,1,57,2,1,0.4,2,2,0.2,1,1
1,71,0,7,0.636364,11,6,68,1,2,0.090909,3,7,0.545455,4,0
11,27,1,493,7.454546,22,30,119.316429,184,5,8.363636,395,164,1.363636,98,0
17,73,0,2188,21.069767,43,906,99.199272,26,2,0.604651,209,906,21.069767,1979,0
9,193,5,435,2.896552,29,54,185.491959,49,2,1.689655,225,84,1.862069,210,3
3,212,3,148,1.892857,56,4,189.364868,173,1,3.089286,226,106,0.071429,-78,2
1,271,1,5,0.6,5,0,44,3,1,0.6,5,3,0,0,0
59,0,1,0,0,144,0,0,0,3,0,0,0,0,0,4
8,65,1,0,0,12,0,0,0,3,0,0,0,0,0,0
15,86,0,0,0,36,0,0,0,3,0,0,0,0,0,0
7,70,0,0,0,12,0,0,0,2,0,0,0,0,0,0
8,68,0,234,10.230769,13,52,31.692308,81,2,6.230769,167,133,4,67,0
9,3,0,0,0,24,0,0,0,3,0,0,0,0,0,1
5,2,0,0,0,39,0,0,0,3,0,0,0,0,0,0
13,58,4,274,2.961539,26,44,122.642334,305,3,11.730769,405,77,1.692308,-131,0
30,5,0,0,0,55,0,0,0,3,0,0,0,0,0,0
14,2,1,0,0,38,0,0,0,4,0,0,0,0,0,0
39,53,5,0,0,124,0,0,0,5,0,0,0,0,0,3
7,113,0,0,0,15,0,0,0,2,0,0,0,0,0,0
4,118,0,0,0,9,0,0,0,2,0,0,0,0,0,0
8,128,0,0,0,13,0,0,0,2,0,0,0,0,0,2
4,209,0,156,19.285715,7,10,143.294876,310,3,44.285713,321,135,1.428572,-165,0
9,58,0,40,0.75,12,8,143.649994,6,2,0.5,20,9,0.666667,20,0
5,99,0,37,1.818182,11,19,43.432434,18,3,1.636364,33,20,1.727273,4,0
11,149,0,296,0.785714,56,44,131.972977,131,4,2.339286,266,44,0.785714,30,1
2,99,0,31,2.142857,7,11,91.129036,19,3,2.714286,21,15,1.571429,10,0
6,56,0,261,7.9375,16,124,35.593868,46,2,2.875,92,127,7.75,169,0
6,56,0,41,2.1,10,21,26.487804,7,2,0.7,10,21,2.1,31,0
12,56,1,777,10.7,20,128,40.321751,170,2,8.5,413,214,6.4,364,0
7,56,1,266,8.266666,15,87,36.199249,121,2,8.066667,252,124,5.8,14,0
6,43,0,141,4,12,43,33.411346,39,2,3.25,82,48,3.583333,59,0
2,135,0,272,8.818182,11,75,106.544121,153,1,13.909091,227,97,6.818182,45,1
5,95,0,0,0,8,0,0,0,3,0,0,0,0,0,0
0,212,0,10,0.1875,32,1,74.199997,19,2,0.59375,22,6,0.03125,-12,0
0,205,0,8,0.085714,35,0,69.75,3,2,0.085714,8,3,0,0,0
3,163,0,46,2.714286,7,10,88.08696,17,3,2.428572,25,19,1.428572,21,0
10,126,0,0,0,32,0,0,0,3,0,0,0,0,0,3
7,56,0,190,6.727273,11,33,37.763157,74,2,6.727273,136,74,3,54,0
1,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,56,0,38,2.714286,7,15,48.13158,11,2,1.571429,22,19,2.142857,16,0
26,142,0,0,0,55,0,0,0,3,0,0,0,0,0,3
1,58,0,9,3,3,5,47,4,2,1.333333,4,9,1.666667,5,1
3,17,0,188,6,12,72,56.154255,20,4,1.666667,51,72,6,137,2
4,32,0,23,2.333333,6,14,19.347826,2,1,0.333333,3,14,2.333333,20,0
11,8,0,410,1.076923,39,39,40.924389,19,7,0.48718,71,42,1,339,0
0,77,0,7,3.5,2,0,77,10,1,5,10,7,0,-3,1
0,77,0,1,0.5,2,0,76,1,1,0.5,1,1,0,0,0
4,77,0,19,2.8,5,0,32.210526,14,2,2.8,19,14,0,0,0
4,9,0,73,1.172414,29,23,23.041096,11,4,0.37931,23,34,0.793103,50,0
1,9,0,62,3.647059,17,62,21,62,2,3.647059,62,62,3.647059,0,0
3,17,0,221,7.636364,11,84,53.040726,10,4,0.909091,33,84,7.636364,188,2
29,7,0,1421,1.839081,87,152,45.092892,76,7,0.873563,362,160,1.747127,1059,0
15,7,0,708,3.5,72,252,49.847458,21,6,0.291667,99,252,3.5,609,2
1,17,0,2,0.4,5,1,46,1,2,0.2,1,2,0.2,1,0
5,56,0,26,1.571429,7,10,42.53846,2,2,0.285714,5,11,1.428572,21,0
16,36,0,1192,10.666667,30,305,72.499161,172,4,5.733333,573,320,10.166667,619,1
22,3,0,1540,3.9,110,425,89.340912,243,5,2.209091,616,429,3.863636,924,0
3,2,0,20,1.8,5,6,4.4,3,2,0.6,8,9,1.2,12,0
10,36,0,488,4.727273,22,73,61.723362,98,4,4.454546,309,104,3.318182,179,1
10,69,0,0,0,17,0,0,0,3,0,0,0,0,0,0
6,114,0,0,0,14,0,0,0,2,0,0,0,0,0,0
6,61,0,0,0,9,0,0,0,2,0,0,0,0,0,0
7,8,0,90,0.806452,31,25,30.544445,29,5,0.935484,78,25,0.806452,12,1
3,89,0,130,2.05,20,27,99.715385,17,4,0.85,68,41,1.35,62,0
1,422,0,9,0.2,15,3,95,1,2,0.066667,2,3,0.2,7,0
2,205,0,85,0.916667,36,19,135.647064,15,3,0.416667,35,33,0.527778,50,0
1,163,0,12,1,7,1,134.666672,8,1,1.142857,12,7,0.142857,0,0
2,163,0,42,3.125,8,24,150.190476,19,2,2.375,29,25,3,13,0
1,200,0,58,5,7,22,105.344826,61,3,8.714286,82,35,3.142857,-24,0
5,37,0,8,0.3,10,2,24,2,1,0.2,5,3,0.2,3,0
7,62,0,59,5.875,8,27,44.796612,20,2,2.5,25,47,3.375,34,0
1,13,0,0,0,2,0,0,0,1,0,0,0,0,0,0
20,85,0,0,0,52,0,0,0,4,0,0,0,0,0,0
17,42,0,517,1.225352,71,19,35.342361,120,6,1.690141,549,87,0.267606,-32,1
3,65,0,0,0,5,0,0,0,2,0,0,0,0,0,0
21,104,0,235,1.821429,28,40,131.893616,58,5,2.071429,208,51,1.428572,27,1
14,1,0,0,0,62,0,0,0,3,0,0,0,0,0,0
3,163,0,58,4.833334,6,19,138.5,13,1,2.166667,22,29,3.166667,36,0
3,158,0,188,5.5,10,30,89.404259,44,3,4.4,93,55,3,95,0
0,200,0,173,9.714286,7,61,78.89595,14,2,2,36,68,8.714286,137,0
0,200,0,29,6.25,4,19,136.896545,6,1,1.5,9,25,4.75,20,0
0,200,0,11,1.2,5,2,112.090912,187,2,37.4,194,6,0.4,-183,0
19,73,0,0,0,34,0,0,0,3,0,0,0,0,0,0
2,102,0,235,9.230769,13,88,95.553192,32,2,2.461539,127,120,6.769231,108,0
3,103,0,43,1.571429,7,11,84.093025,12,1,1.714286,20,11,1.571429,23,0
7,190,0,422,5.25,20,101,90.83886,20,5,1,76,105,5.05,346,0
23,49,0,2608,20.106382,47,140,36.086273,935,5,19.893618,2174,945,2.978723,434,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,47,0,0,0,16,0,0,0,2,0,0,0,0,0,1
8,44,0,0,0,22,0,0,0,2,0,0,0,0,0,0
1,200,0,268,43.2,5,189,133.563431,27,1,5.4,54,216,37.8,214,0
9,50,0,0,0,24,0,0,0,3,0,0,0,0,0,1
10,24,0,0,0,35,0,0,0,2,0,0,0,0,0,1
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,327,0,3,0.090909,22,0,176,2,1,0.090909,3,2,0,0,0
2,203,0,5,0.125,16,0,144.800003,2,2,0.125,6,2,0,-1,0
1,24,0,0,0,6,0,0,0,2,0,0,0,0,0,0
7,152,0,282,9.181818,11,56,131.992905,150,1,13.636364,200,101,5.090909,82,0
6,106,0,0,0,10,0,0,0,3,0,0,0,0,0,1
8,24,1,0,0,16,0,0,0,3,0,0,0,0,0,0
12,120,0,0,0,28,0,0,0,3,0,0,0,0,0,0
4,74,0,0,0,12,0,0,0,3,0,0,0,0,0,0
5,70,0,61,2.2,10,11,112.622948,21,2,2.1,48,22,1.1,13,0
10,80,0,171,3.411765,17,26,102.19883,74,1,4.352941,159,58,1.529412,12,0
4,105,0,0,0,8,0,0,0,3,0,0,0,0,0,0
2,51,0,16,8,2,10,51,6,1,3,6,16,5,10,0
3,31,0,58,4.333334,6,19,23.293104,14,2,2.333333,36,26,3.166667,22,0
1,30,0,100,22.25,4,61,30,28,1,7,34,89,15.25,66,0
1,212,0,8,0.105263,38,4,145.5,5,1,0.131579,8,4,0.105263,0,0
3,2,0,273,16.5,8,132,1.978022,20,1,2.5,40,132,16.5,233,0
28,24,0,0,0,52,0,0,0,3,0,0,0,0,0,3
6,212,0,50,0.4,50,11,161.179993,9,2,0.18,15,20,0.22,35,0
1,212,0,25,0.322581,31,1,137.479996,34,3,1.096774,59,10,0.032258,-34,0
1,205,0,4,0.033898,59,0,173.5,2,1,0.033898,5,2,0,-1,0
2,212,0,149,2.962963,27,20,132.651001,92,3,3.407408,178,80,0.740741,-29,0
2,17,1,0,0,3,0,0,0,2,0,0,0,0,0,0
2,21,0,0,0,8,0,0,0,2,0,0,0,0,0,0
1,27,0,4,0.5,4,0,28.5,4,1,1,8,2,0,-4,0
0,240,0,0,0,4,0,0,0,0,0,0,0,0,0,0
8,126,0,0,0,20,0,0,0,3,0,0,0,0,0,0
0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0
1,147,0,216,17,6,102,147.009262,5,2,0.833333,12,102,17,204,0
1,209,0,11,1.285714,7,0,69,39,2,5.571429,41,9,0,-30,0
6,126,0,260,12.444445,9,24,89.115387,103,2,11.444445,234,112,2.666667,26,0
2,93,0,92,13.5,4,54,28.5,1,2,0.25,1,54,13.5,91,0
1,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,93,0,3,0.666667,3,1,62,2,1,0.666667,2,2,0.333333,1,0
11,126,0,186,5.352941,17,79,58.220428,30,2,1.764706,84,91,4.647059,102,0
1,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3,126,0,2,0.333333,3,1,79,1,1,0.333333,1,1,0.333333,1,0
11,44,0,142,1.888889,18,33,81.232391,13,4,0.722222,47,34,1.833333,95,0
2,93,0,2,1,2,0,82,2,1,1,2,2,0,0,0
6,126,0,37,0.8,10,8,98.405403,6,2,0.6,20,8,0.8,17,0
7,128,0,137,10.375,8,64,96.291969,21,2,2.625,45,83,8,92,0
2,93,0,37,8,4,32,58.648647,2,2,0.5,3,32,8,34,0
0,53,0,41,0.441176,34,8,82.024391,179,3,5.264706,195,15,0.235294,-154,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,93,0,3,0.666667,3,1,62,2,1,0.666667,2,2,0.333333,1,0
4,126,0,24,3.8,5,9,113,10,1,2,20,19,1.8,4,0
2,93,0,2,1,2,0,82,2,1,1,2,2,0,0,0
7,24,0,2391,11.423077,52,537,34.389378,195,3,3.75,1079,594,10.326923,1312,0
2,126,0,4,1,3,2,97,1,1,0.333333,1,3,0.666667,3,0
1,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,93,0,106,35.333332,3,71,21,35,2,11.666667,37,106,23.666666,69,0
2,93,0,35,17.5,2,33,82,2,1,1,2,35,16.5,33,0
1,93,0,2,1,2,2,90,0,1,0,0,2,1,2,0
7,117,0,202,6.461538,13,84,69.856438,38,4,2.923077,102,84,6.461538,100,0
2,93,0,2,1,2,0,82,2,1,1,2,2,0,0,0
2,93,0,3,1.5,2,0,82,3,1,1.5,3,3,0,0,0
1,80,0,79,23.333334,3,64,75.746834,6,1,2,6,70,21.333334,73,0
4,100,0,93,7.625,8,56,72.913979,6,2,0.75,23,61,7,70,0
31,31,0,1427,2.080808,99,174,114.018921,203,4,2.050505,509,206,1.757576,918,0
5,220,0,377,2.341463,41,95,104.334221,97,3,2.365854,149,96,2.317073,228,0
36,104,0,1098,3.444444,99,77,138.169403,990,9,10,1904,341,0.777778,-806,2
2,93,0,25,4.25,4,17,63.52,2,1,0.5,4,17,4.25,21,0
1,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,93,0,4,0.666667,3,2,86,0,1,0,0,2,0.666667,4,0
1,80,0,7,0.4,5,2,78.85714,14,1,2.8,16,2,0.4,-9,0
1,93,0,1,0.5,2,0,13,1,2,0.5,1,1,0,0,0
3,80,0,44,5.666667,6,32,68,3,1,0.5,7,34,5.333334,37,0
1,93,0,4,2,2,3,90,1,1,0.5,1,4,1.5,3,0
3,126,0,9,2.666667,3,4,51.888889,4,1,1.333333,5,8,1.333333,4,0
4,207,0,104,1.296296,27,33,106.240387,40,4,1.481481,53,35,1.222222,51,0
2,93,0,2,1,2,0,82,2,1,1,2,2,0,0,0
2,158,0,31,0.705882,17,8,98.516129,15,3,0.882353,25,12,0.470588,6,0
1,79,0,1,0.2,5,0,14,1,1,0.2,1,1,0,0,1
6,72,0,0,0,7,0,0,0,3,0,0,0,0,0,1
14,72,0,0,0,24,0,0,0,3,0,0,0,0,0,2
1,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,133,0,5,0.75,4,0,121.800003,5,2,1.25,7,3,0,-2,0
2,55,0,187,1.545455,44,68,63.278076,12,2,0.272727,47,68,1.545455,140,0
12,36,0,1613,1.094595,148,88,59.354618,158,4,1.067568,1393,162,0.594595,220,3
3,126,0,2,0.25,4,1,72,2,1,0.5,3,1,0.25,-1,0
6,38,0,518,4.03125,32,128,44.660233,28,3,0.875,115,129,4,403,1
3,93,0,2,0.333333,3,0,63.5,3,1,1,5,1,0,-3,0
7,126,0,206,7,11,57,82.072815,32,1,2.909091,91,77,5.181818,115,0
2,93,0,20,4.25,4,17,88.349998,2,1,0.5,2,17,4.25,18,0
2,126,0,4,1,3,2,97,1,1,0.333333,1,3,0.666667,3,0
3,70,0,0,0,7,0,0,0,2,0,0,0,0,0,0
3,95,0,0,0,8,0,0,0,3,0,0,0,0,0,0
6,114,0,0,0,17,0,0,0,2,0,0,0,0,0,0
27,52,0,982,4.9,30,53,74.453156,113,1,3.766667,476,147,1.766667,506,0
0,114,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,57,0,0,0,5,0,0,0,2,0,0,0,0,0,0
33,19,3,997,2.681818,88,184,136.644928,143,3,1.625,511,236,2.090909,486,0
3,18,0,89,1.0625,32,1,60.337078,45,2,1.40625,144,34,0.03125,-55,0
8,212,1,148,0.836364,55,43,139.594589,89,2,1.618182,219,46,0.781818,-71,0
2,171,1,178,26.8,5,126,168.719101,8,2,1.6,13,134,25.2,165,0
0,171,1,36,2.6,5,12,170.388886,2,2,0.4,5,13,2.4,31,0
2,201,1,18,2,6,10,187.333328,5,1,0.833333,10,12,1.666667,8,0
1,212,1,10,0.210526,19,2,105.900002,6,3,0.315789,10,4,0.105263,0,0
20,98,1,606,2.825,40,96,168.646866,114,3,2.85,302,113,2.4,304,0
1,2,0,9,0.102564,39,3,121.111115,2,1,0.051282,3,4,0.076923,6,0
13,64,0,0,0,22,0,0,0,2,0,0,0,0,0,0
0,43,0,0,0,2,0,0,0,1,0,0,0,0,0,0
4,97,0,49,3.666667,6,19,59.693878,18,2,3,24,22,3.166667,25,0
10,157,0,515,5.074074,27,135,157.196121,405,4,15,641,137,5,-126,1
7,98,0,179,8.636364,11,38,108.636871,57,3,5.181818,96,95,3.454546,83,0
0,178,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,245,0,56,2.75,20,54,31.928572,1,2,0.05,2,55,2.7,54,0
25,65,0,702,0.369697,330,72,117.405983,86,5,0.260606,485,122,0.218182,217,0
2,5,0,71,1.44,25,36,39.549297,10,2,0.4,44,36,1.44,27,0
6,19,0,988,7.027027,37,63,95.028343,304,5,8.216216,1319,260,1.702703,-331,0
2,13,0,0,0,4,0,0,0,2,0,0,0,0,0,0
8,434,2,405,4.152174,46,174,126.730866,39,4,0.847826,148,191,3.782609,257,0
3,94,0,0,0,4,0,0,0,2,0,0,0,0,0,0
6,19,6,120,2.846154,13,36,174.983337,8,1,0.615385,30,37,2.769231,90,0
6,135,0,16,0.857143,7,4,85.6875,8,2,1.142857,17,6,0.571429,-1,0
1,197,1,11,0.166667,42,7,188.363632,2,1,0.047619,2,7,0.166667,9,0
4,101,0,0,0,8,0,0,0,2,0,0,0,0,0,0
3,150,2,323,24.6,10,218,147.755417,141,1,14.1,250,246,21.8,73,0
13,126,0,0,0,28,0,0,0,2,0,0,0,0,0,2
4,129,0,103,7,7,48,128.097092,2,3,0.285714,5,49,6.857143,98,0
2,224,0,36,2,9,17,161.333328,9,4,1,13,18,1.888889,23,0
5,120,0,0,0,9,0,0,0,2,0,0,0,0,0,0
11,51,0,36,0.611111,18,4,34.444443,7,4,0.388889,15,11,0.222222,21,0
2,17,0,62,3.125,16,48,26.935484,2,5,0.125,7,50,3,55,1
1,7,0,92,8.363636,11,92,26,92,2,8.363636,92,92,8.363636,0,0
1,39,0,37,11.333333,3,31,6.837838,3,2,1,6,34,10.333333,31,1
5,201,0,436,7.85,20,103,99.440369,160,6,8,226,157,5.15,210,0
4,97,0,0,0,8,0,0,0,2,0,0,0,0,0,1
2,5,0,0,0,5,0,0,0,1,0,0,0,0,0,0
4,197,0,71,0.785714,42,7,119.492958,54,4,1.285714,77,33,0.166667,-6,0
11,164,6,330,1.333333,51,67,170.012116,43,3,0.843137,163,68,1.313726,167,1
4,24,1,0,0,20,0,0,0,2,0,0,0,0,0,0
9,294,0,179,0.559322,59,28,130.407822,39,3,0.661017,135,33,0.474576,44,1
5,201,0,136,2.166667,24,18,109.88971,88,4,3.666667,134,52,0.75,2,5
4,114,0,0,0,6,0,0,0,2,0,0,0,0,0,0
13,164,1,654,4.358491,53,165,183.55658,80,2,1.509434,385,231,3.113208,269,3
42,128,0,235,0.45614,57,23,46.689362,29,1,0.508772,202,26,0.403509,33,0
18,92,0,471,4.545455,33,68,58.118896,122,1,3.69697,338,150,2.060606,133,0
10,46,0,0,0,23,0,0,0,3,0,0,0,0,0,2
4,206,0,38,4,6,13,83.184212,11,2,1.833333,22,24,2.166667,16,0
3,205,0,25,4,5,6,39.119999,14,1,2.8,19,20,1.2,6,0
2,56,0,0,0,3,0,0,0,2,0,0,0,0,0,0
4,53,0,0,0,6,0,0,0,2,0,0,0,0,0,0
10,55,0,285,4.25,20,85,140.747376,18,5,0.9,62,85,4.25,223,0
1,250,0,1,0.5,2,0,107,1,1,0.5,1,1,0,0,0
3,54,0,0,0,3,0,0,0,2,0,0,0,0,0,0
7,66,0,35,0.733333,15,6,61.400002,7,4,0.466667,20,11,0.4,15,0
1,250,0,10,5,2,10,12,0,1,0,0,10,5,10,0
4,56,0,10,0.857143,7,0,47.5,6,2,0.857143,10,6,0,0,0
1,250,0,1,0.5,2,1,12,0,1,0,0,1,0.5,1,0
5,56,0,26,1.571429,7,10,42.53846,2,2,0.285714,5,11,1.428572,21,0
22,56,0,251,0.557692,52,23,99.031876,28,6,0.538462,146,29,0.442308,105,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,36,0,430,21.125,8,169,32.776745,13,2,1.625,17,169,21.125,413,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,250,1,3,0.083333,24,0,180.666672,2,1,0.083333,3,2,0,0,0
24,181,1,614,4.1875,32,66,164.006516,78,4,2.4375,259,134,2.0625,355,1
135,65,0,9321,19.50926,216,177,132.567108,5099,6,23.606482,8377,4214,0.819444,944,11
21,24,0,0,0,42,0,0,0,3,0,0,0,0,0,3
5,188,4,427,10.25,16,164,187.3349,16,2,1,54,164,10.25,373,1
5,19,2,71,2,12,23,67.971832,5,3,0.416667,18,24,1.916667,53,0
5,59,1,72,5.083334,12,15,147.263886,46,2,3.833333,49,61,1.25,23,0
9,186,2,108,1.35,20,13,156.833328,35,2,1.75,95,27,0.65,13,0
2,186,4,33,1.333333,9,8,180.909088,14,1,1.555556,31,12,0.888889,2,1
3,118,0,50,8.2,5,34,92.660004,7,3,1.4,13,41,6.8,37,0
23,1,0,692,1.622222,135,150,88.872833,297,9,2.2,831,219,1.111111,-139,0
2,178,0,48,3.333333,9,1,50.416668,29,4,3.222222,42,30,0.111111,6,0
8,60,0,501,6.85,20,78,68.716568,103,3,5.15,441,137,3.9,60,2
5,103,0,0,0,14,0,0,0,3,0,0,0,0,0,0
6,50,0,264,0.474227,97,45,125.46212,33,3,0.340206,111,46,0.463918,153,0
50,109,0,1562,0.57451,510,289,105.893089,283,6,0.554902,1059,293,0.566667,503,1
41,45,1,2801,0.965318,346,291,108.712601,151,4,0.436416,1148,334,0.841041,1653,0
1,258,0,53,1.05,20,10,79.905663,14,1,0.7,39,21,0.5,14,0
1,212,2,16,0.4,25,1,70.625,9,2,0.36,14,10,0.04,2,0
5,212,1,290,2.487805,41,87,182.662064,49,2,1.195122,102,102,2.121951,188,0
0,25,1,0,0,3,0,0,0,1,0,0,0,0,0,0
20,20,1,842,3.386667,75,52,111.833733,777,5,10.36,1330,254,0.693333,-488,0
2,155,0,41,3,8,24,111.609757,13,3,1.625,18,24,3,23,0
11,13,0,211,1.791667,24,40,116.165878,51,5,2.125,132,43,1.666667,79,1
3,187,0,67,2.857143,7,19,115.850746,13,3,1.857143,21,20,2.714286,46,0
1,238,1,6,0.181818,22,3,175.333328,2,2,0.090909,3,4,0.136364,3,0
12,67,0,73,0.75,24,18,47.397259,45,3,1.875,93,18,0.75,-20,0
2,95,0,0,0,4,0,0,0,1,0,0,0,0,0,0
2,98,1,10,2.5,4,10,65,0,1,0,0,10,2.5,10,0
0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,56,0,25,1,11,3,47.759998,31,2,2.818182,63,11,0.272727,-38,0
0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,40,0,19,6.333334,3,18,31,1,1,0.333333,1,19,6,18,0
2,56,0,56,2.444444,9,18,41.82143,18,2,2,44,22,2,12,2
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46,72,0,1411,6.174418,86,49,56.405388,503,2,5.848837,1013,531,0.569767,398,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,62,0,22,1.333333,9,11,36.68182,1,2,0.111111,4,12,1.222222,18,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
31,72,0,533,1.436364,55,55,62.566605,134,3,2.436364,470,79,1,63,1
0,270,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2,24,0,1,0.111111,9,0,32,1,1,0.111111,1,1,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10,56,1,76,0.094972,179,14,134.802628,4,3,0.022346,18,17,0.078212,58,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,62,0,7,0.111111,45,0,168,23,2,0.511111,25,5,0,-18,0
8,51,1,188,1.554054,74,93,121.803192,22,3,0.297297,47,115,1.256757,141,0
79,3,0,0,0,197,0,0,0,4,0,0,0,0,0,5
2,47,0,101,10.625,8,77,46.10891,13,1,1.625,31,85,9.625,70,0
0,24,0,0,0,4,0,0,0,1,0,0,0,0,0,0
2,69,0,0,0,9,0,0,0,3,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13,58,1,57,0.272727,33,7,127.929825,22,3,0.666667,44,9,0.212121,13,0
