@relation 'data/final_8020_regression.csv-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R100-weka.filters.unsupervised.attribute.Remove-R115-weka.filters.unsupervised.attribute.Remove-R1-3,7-17,19-25,28-30,32-35,37-53,56-60,64-83,85-92,94-108,110-114'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute postbugs numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric

@data
17,1,1,0,0,31,0,0,0,4,0,0,0,0,0,0
10,74,0,45,0.888889,18,14,63.133335,4,3,0.222222,30,16,0.777778,15,0
23,24,0,206,1.148936,47,39,103.635925,42,4,0.893617,200,54,0.829787,6,0
2,21,0,0,0,6,0,0,0,2,0,0,0,0,0,0
11,120,0,0,0,25,0,0,0,3,0,0,0,0,0,0
8,24,0,0,0,15,0,0,0,3,0,0,0,0,0,0
11,24,0,0,0,32,0,0,0,2,0,0,0,0,0,2
4,21,2,0,0,26,0,0,0,3,0,0,0,0,0,0
7,163,0,0,0,17,0,0,0,2,0,0,0,0,0,0
5,142,0,0,0,19,0,0,0,2,0,0,0,0,0,2
7,94,0,0,0,13,0,0,0,3,0,0,0,0,0,1
6,64,0,0,0,11,0,0,0,2,0,0,0,0,0,0
12,115,0,0,0,24,0,0,0,3,0,0,0,0,0,0
13,126,0,0,0,24,0,0,0,2,0,0,0,0,0,0
8,64,0,0,0,19,0,0,0,2,0,0,0,0,0,0
12,126,0,0,0,24,0,0,0,2,0,0,0,0,0,0
2,13,1,0,0,5,0,0,0,1,0,0,0,0,0,0
2,93,0,3,0.666667,3,1,62,2,1,0.666667,2,2,0.333333,1,0
4,249,0,24,0.082192,73,6,101.5,4,2,0.054795,13,6,0.082192,11,0
1,205,0,88,0.938776,49,21,125.090912,46,1,0.938776,52,46,0.428571,36,0
5,24,0,223,2.470588,17,39,34.134529,24,3,1.411765,121,42,2.294118,102,0
33,74,1,472,0.330189,212,54,106.408897,53,2,0.25,314,70,0.254717,158,3
21,35,0,1070,1.918804,234,428,77.576637,237,2,1.01282,407,449,1.82906,663,0
23,1,0,855,3.079365,63,50,96.849121,159,8,2.523809,579,194,0.793651,276,0
11,53,1,0,0,24,0,0,0,3,0,0,0,0,0,0
5,1,0,326,6.551724,29,146,59.453987,82,7,2.827586,219,190,5.034483,107,0
6,24,0,0,0,13,0,0,0,2,0,0,0,0,0,0
2,1,0,190,7.9,20,134,27.826315,24,6,1.2,42,158,6.7,148,0
7,72,0,0,0,11,0,0,0,2,0,0,0,0,0,0
0,308,0,0,0,13,0,0,0,0,0,0,0,0,0,0
8,88,0,0,0,9,0,0,0,3,0,0,0,0,0,0
85,6,0,1397,0.886793,159,46,115.364349,145,5,0.91195,785,141,0.289308,612,7
4,94,0,0,0,7,0,0,0,2,0,0,0,0,0,0
1,81,0,9,4.5,2,9,45,0,1,0,0,9,4.5,9,0
7,94,0,0,0,12,0,0,0,2,0,0,0,0,0,0
6,2,0,502,17.454546,11,192,112.119522,22,3,2,47,192,17.454546,455,0
4,2,0,74,3,11,24,94.310814,23,3,2.090909,46,33,2.181818,28,0
10,116,0,0,0,18,0,0,0,4,0,0,0,0,0,0
6,79,0,248,6.764706,17,104,73.036293,86,3,5.058824,144,115,6.117647,104,1
9,27,4,109,1.31579,19,23,85.201836,6,3,0.315789,33,25,1.210526,76,0
31,24,1,0,0,65,0,0,0,4,0,0,0,0,0,0
10,142,0,0,0,17,0,0,0,2,0,0,0,0,0,0
31,128,2,0,0,68,0,0,0,4,0,0,0,0,0,1
6,69,0,0,0,14,0,0,0,2,0,0,0,0,0,1
6,184,0,164,4.454546,11,37,64.054878,63,7,5.727273,100,49,3.363636,64,0
4,56,1,129,9.444445,9,69,27.860466,26,2,2.888889,55,85,7.666667,74,0
66,3,3,7142,2.070707,297,323,100.223747,1300,6,4.377104,6742,615,1.087542,400,2
0,1,0,141,4.64,25,105,33.198582,17,3,0.68,29,116,4.2,112,0
8,180,0,146,0.315789,133,42,157.568497,10,3,0.075188,21,42,0.315789,125,0
19,54,0,146,0.263889,72,11,70.664383,54,4,0.75,101,19,0.152778,45,2
3,98,0,29,0.5,20,8,115.448273,11,2,0.55,21,10,0.4,8,0
1,23,0,1918,13.177778,45,593,57.698643,31,2,0.688889,182,593,13.177778,1736,0
6,180,0,117,0.306931,101,30,144.170944,15,2,0.148515,68,31,0.29703,49,0
2,2,0,0,0,14,0,0,0,2,0,0,0,0,0,0
14,18,0,1073,2.405406,74,122,42.905872,97,2,1.310811,543,178,1.648649,530,0
16,144,0,0,0,48,0,0,0,2,0,0,0,0,0,3
1,38,0,2,1,2,0,31,2,1,1,2,2,0,0,0
3,24,0,0,0,11,0,0,0,4,0,0,0,0,0,0
26,115,1,0,0,47,0,0,0,3,0,0,0,0,0,0
6,24,0,0,0,22,0,0,0,2,0,0,0,0,0,0
4,43,0,83,2.833333,18,34,5.481928,17,2,0.944444,38,51,1.888889,45,0
2,43,0,25,2.625,8,20,2.2,4,1,0.5,6,21,2.5,19,0
4,43,0,100,5,12,19,23.23,62,1,5.166667,72,60,1.583333,28,0
21,113,3,0,0,61,0,0,0,4,0,0,0,0,0,1
1,43,0,10,1.666667,6,0,1,12,1,2,12,10,0,-2,0
3,38,0,90,21,4,83,27.266666,65,1,16.25,70,84,20.75,20,0
0,100,0,27,3.25,4,13,92.555557,14,1,3.5,16,13,3.25,11,0
5,100,0,145,4.818182,11,11,89.972412,46,1,4.181818,113,53,1,32,0
9,24,1,0,0,25,0,0,0,3,0,0,0,0,0,0
1,91,0,20,2,4,7,55.099998,7,2,1.75,12,8,1.75,8,0
2,176,0,21,1.666667,6,10,108.85714,7,5,1.166667,11,10,1.666667,10,0
1,90,0,55,5.666667,6,10,57.527271,34,2,5.666667,35,34,1.666667,20,0
11,207,0,165,1.333333,33,34,71.315155,35,4,1.060606,111,44,1.030303,54,0
22,47,0,942,4.041096,73,289,74.587051,166,6,2.273973,510,295,3.958904,432,0
8,163,0,0,0,14,0,0,0,2,0,0,0,0,0,1
39,47,0,0,0,110,0,0,0,3,0,0,0,0,0,3
5,2,1,0,0,19,0,0,0,1,0,0,0,0,0,0
13,24,1,0,0,31,0,0,0,3,0,0,0,0,0,0
26,85,0,0,0,47,0,0,0,3,0,0,0,0,0,0
10,13,0,0,0,26,0,0,0,4,0,0,0,0,0,0
12,126,0,0,0,25,0,0,0,4,0,0,0,0,0,2
8,68,0,0,0,17,0,0,0,3,0,0,0,0,0,0
12,24,1,0,0,42,0,0,0,3,0,0,0,0,0,1
3,27,1,24,0.888889,9,5,47.25,4,3,0.444444,18,8,0.555556,6,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,180,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,132,0,171,5.9,10,59,128.719299,59,5,5.9,96,59,5.9,75,1
8,111,0,174,1.366197,71,22,62.729885,94,3,1.323944,157,97,0.309859,17,0
3,212,0,31,0.178947,95,7,148.032257,10,2,0.105263,22,17,0.073684,9,1
44,71,0,260,0.184466,103,19,140.146149,14,3,0.135922,73,19,0.184466,187,0
0,212,0,4,0.166667,12,0,176.5,2,1,0.166667,4,2,0,0,1
3,212,0,121,2.147059,34,54,122.413223,32,2,0.941177,56,73,1.588235,65,0
3,181,1,34,3.333333,6,20,175.558823,27,1,4.5,35,20,3.333333,-1,1
2,66,0,17,5,3,15,35.176472,19,1,6.333334,19,15,5,-2,0
5,98,1,57,1.033333,30,23,149.964905,8,2,0.266667,21,31,0.766667,36,1
4,90,0,40,2.333333,6,12,89.125,2,1,0.333333,7,14,2,33,0
2,58,0,0,0,4,0,0,0,2,0,0,0,0,0,0
11,74,0,0,0,20,0,0,0,3,0,0,0,0,0,0
6,170,0,340,2.928572,42,65,140.817642,97,5,2.309524,306,123,1.547619,34,2
5,84,0,13,1.2,5,2,68,4,1,0.8,9,6,0.4,4,2
6,84,0,35,2.5,8,17,71.885712,3,1,0.375,14,20,2.125,21,0
3,65,0,0,0,4,0,0,0,2,0,0,0,0,0,0
10,64,0,0,0,18,0,0,0,2,0,0,0,0,0,1
1,28,0,37,4.285714,7,28,16.324324,4,2,0.571429,8,30,4,29,0
3,60,0,26,5,3,9,50.384617,6,1,2,12,15,3,14,0
16,130,0,0,0,54,0,0,0,3,0,0,0,0,0,2
0,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,181,0,32,1.428572,7,10,106.40625,10,4,1.428572,29,10,1.428572,3,1
7,135,0,62,0.857143,14,12,74.548386,5,2,0.357143,21,12,0.857143,41,0
4,102,0,33,1.428572,7,10,60,8,2,1.142857,11,10,1.428572,22,0
4,51,0,48,3.333333,6,10,113.520836,14,1,2.333333,23,20,1.666667,25,0
4,114,1,0,0,8,0,0,0,2,0,0,0,0,0,0
2,66,0,14,3,3,6,39.357143,5,1,1.666667,8,9,2,6,0
2,58,0,8,4,2,6,39,2,1,1,2,8,3,6,0
0,102,0,29,4.5,4,18,76.448273,7,2,1.75,13,18,4.5,16,0
23,12,0,726,1.513514,74,59,135.048203,83,6,1.121622,472,112,0.797297,254,0
6,84,0,116,6.714286,7,45,53.146553,14,1,2,21,47,6.428571,95,2
1,84,0,78,22.666666,3,68,21.102564,0,1,0,0,68,22.666666,78,1
4,32,0,196,6.538462,13,57,45.168365,35,3,2.692308,50,85,4.384615,146,0
2,46,1,16,2.25,4,0,28,9,2,2.25,16,9,0,0,0
4,58,0,99,1.363636,22,14,59.343433,37,2,1.681818,122,30,0.636364,-23,1
0,109,0,8,2.333333,3,0,21.875,7,3,2.333333,8,7,0,0,0
8,301,0,664,11.340426,47,21,146.385544,519,7,11.042553,591,533,0.446809,73,0
1,142,0,27,7.333334,3,5,85.814812,17,3,5.666667,30,22,1.666667,-3,0
9,21,0,199,0.432432,74,32,127.753769,20,5,0.27027,100,32,0.432432,99,2
2,65,0,1561,123.5,6,741,154.035873,13,2,2.166667,25,741,123.5,1536,1
3,27,0,1318,30.263159,19,575,144.12291,69,3,3.631579,92,575,30.263159,1226,0
39,45,0,0,0,93,0,0,0,4,0,0,0,0,0,1
6,24,0,0,0,18,0,0,0,2,0,0,0,0,0,0
2,23,0,33,0.387097,31,6,63.545456,6,4,0.193548,16,12,0.193548,17,0
1,83,0,3,1.5,2,0,82,3,2,1.5,3,3,0,0,0
3,98,0,30,0.428571,21,1,115.033333,28,2,1.333333,68,9,0.047619,-38,0
0,236,0,3,0.333333,6,0,176,2,1,0.333333,3,2,0,0,0
3,111,0,25,0.769231,13,9,115.68,2,2,0.153846,7,10,0.692308,18,0
7,44,0,0,0,17,0,0,0,2,0,0,0,0,0,0
4,142,0,23,0.5,14,4,150.304352,3,2,0.214286,13,7,0.285714,10,0
0,203,0,2,0.25,4,0,28,1,1,0.25,2,1,0,0,0
24,292,0,1651,14.857142,84,94,131.533005,1175,8,13.988095,1448,1248,1.119048,203,0
1,59,0,139,15.375,8,123,140.122299,123,3,15.375,137,123,15.375,2,3
2,64,0,495,20.9,10,209,152.288895,82,2,8.2,193,209,20.9,302,1
5,69,0,22,1.285714,7,8,55.090908,4,2,0.571429,16,9,1.142857,6,0
9,33,0,5583,55.925926,27,1298,111.069496,1270,3,47.037037,2603,1510,48.074074,2980,1
8,129,0,0,0,13,0,0,0,3,0,0,0,0,0,0
20,24,0,0,0,41,0,0,0,4,0,0,0,0,0,3
3,114,0,0,0,7,0,0,0,2,0,0,0,0,0,0
2,75,0,2,0.333333,3,1,69,2,1,0.666667,2,1,0.333333,0,1
2,69,0,22,3.8,5,0,25.272728,26,2,5.2,29,19,0,-7,0
12,130,0,224,1.72,25,28,156.852676,37,4,1.48,177,43,1.12,47,4
2,158,0,301,11.666667,12,140,149.760803,16,4,1.333333,22,140,11.666667,279,0
13,130,0,1228,7.848485,33,70,152.903915,245,5,7.424243,1008,259,2.121212,220,5
4,3,0,41,0.7,20,10,49.707317,6,2,0.3,24,14,0.5,17,0
8,147,0,468,12.176471,17,207,179.170944,11,2,0.647059,47,207,12.176471,421,3
9,147,0,189,4.933333,15,18,133.862427,56,4,3.733333,144,74,1.2,45,1
16,130,0,558,2.742857,35,16,155.379929,87,5,2.485714,550,96,0.457143,8,5
13,130,0,1851,18.962963,27,27,148.685028,485,4,17.962963,1847,512,1,4,5
12,130,0,368,3.92,25,27,152.692932,71,4,2.84,341,98,1.08,27,4
3,77,0,29,2,6,11,50.379311,18,2,3,27,12,1.833333,2,1
0,137,0,34,11,3,0,28.558823,45,3,15,46,33,0,-12,0
6,123,0,0,0,11,0,0,0,2,0,0,0,0,0,0
3,19,0,32,0.608696,23,7,93.1875,16,5,0.695652,23,14,0.304348,9,0
8,56,0,41,2.444444,9,7,42.243904,15,2,1.666667,31,22,0.777778,10,0
2,206,0,12,0.666667,12,7,72.166664,2,3,0.166667,4,8,0.583333,8,0
4,155,0,35,0.5625,16,7,108.599999,28,4,1.75,54,9,0.4375,-19,0
12,24,1,0,0,33,0,0,0,3,0,0,0,0,0,2
9,27,0,261,1.9,20,34,80.210732,21,4,1.05,151,38,1.7,110,0
3,76,0,46,2.5,8,10,46.086956,25,3,3.125,40,20,1.25,6,0
0,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,82,0,31,3.8,5,0,35.258064,56,2,11.2,68,19,0,-37,0
2,46,1,0,0,5,0,0,0,1,0,0,0,0,0,0
2,75,0,12,3.666667,3,0,30.5,11,2,3.666667,12,11,0,0,0
3,149,0,17,0.266667,15,1,124.705879,4,3,0.266667,14,4,0.066667,3,0
2,30,2,0,0,23,0,0,0,2,0,0,0,0,0,0
0,284,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1,254,0,6,0.133333,15,1,121.333336,2,2,0.133333,6,2,0.066667,0,0
0,212,0,30,0.521739,46,11,33.799999,13,2,0.282609,19,24,0.23913,11,0
0,284,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,289,0,0,0,10,0,0,0,0,0,0,0,0,0,0
0,19,0,3,0.125,16,0,177.333328,2,2,0.125,3,2,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3,292,0,11,0.818182,11,3,110.727272,6,2,0.545455,8,9,0.272727,3,0
5,36,0,147,2.791667,24,16,113.979591,58,2,2.416667,100,67,0.666667,47,0
9,282,0,135,1.5,34,29,104.866669,22,5,0.647059,69,51,0.852941,66,0
7,24,0,290,11.428572,14,67,109.593102,93,2,6.642857,220,160,4.785714,70,0
16,126,0,510,2.548387,31,63,69.915688,57,4,1.83871,239,79,2.032258,271,0
9,126,0,332,3,19,33,58.316265,47,3,2.473684,218,57,1.736842,114,0
0,212,0,3,0.133333,15,0,176,2,1,0.133333,3,2,0,0,0
2,197,1,62,0.47619,63,4,56.532257,28,3,0.444444,59,30,0.063492,3,0
3,192,0,23,3.8,5,0,185.260864,115,1,23,120,19,0,-97,0
0,205,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18,170,0,395,1.451613,93,24,129.972153,207,6,2.225807,392,135,0.258064,3,3
11,92,0,0,0,33,0,0,0,2,0,0,0,0,0,0
2,99,0,24,3.8,5,17,21.958334,2,2,0.4,4,19,3.4,20,0
5,188,1,91,0.977778,45,44,179.263733,13,1,0.288889,20,44,0.977778,71,0
0,212,0,2,0.064516,31,0,178,21,1,0.677419,23,2,0,-21,0
6,195,1,147,2.375,16,21,117.353745,28,2,1.75,73,38,1.3125,74,0
3,32,0,95,7.833334,6,42,31.926315,5,1,0.833333,10,47,7,85,0
10,37,0,136,1.3125,32,13,123.176468,29,5,0.90625,80,42,0.40625,56,0
0,72,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,70,0,0,0,7,0,0,0,2,0,0,0,0,0,0
3,126,0,14,3,4,12,117.428574,7,1,1.75,7,12,3,7,0
2,93,0,3,0.666667,3,1,62,2,1,0.666667,2,2,0.333333,1,0
5,131,0,0,0,15,0,0,0,3,0,0,0,0,0,0
4,142,0,243,25.714285,7,179,64.625511,11,3,1.571429,18,180,25.571428,225,1
2,111,0,0,0,4,0,0,0,3,0,0,0,0,0,0
2,10,0,11,0.583333,12,0,16.90909,7,2,0.583333,11,7,0,0,0
4,72,0,0,0,5,0,0,0,2,0,0,0,0,0,0
3,72,0,0,0,4,0,0,0,2,0,0,0,0,0,0
6,18,0,294,3.090909,22,53,73.986397,35,4,1.590909,122,68,2.409091,172,0
0,42,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,308,0,478,17.583334,24,59,145.309616,363,5,15.125,390,422,2.458333,88,0
10,22,0,0,0,23,0,0,0,3,0,0,0,0,0,0
1,12,0,36,4.5,4,0,6,18,1,4.5,36,18,0,0,0
1,12,0,106,26.5,4,37,2,69,1,17.25,70,106,9.25,36,0
4,43,0,61,1.181818,22,24,7.442623,7,2,0.318182,21,26,1.090909,40,0
5,201,0,152,5.25,20,7,96.125,180,5,9,307,105,0.35,-155,0
4,104,0,61,1.555556,9,13,88.639343,18,4,2,37,14,1.444444,24,0
2,38,1,0,0,16,0,0,0,1,0,0,0,0,0,0
2,24,0,0,0,7,0,0,0,1,0,0,0,0,0,0
0,14,0,0,0,6,0,0,0,2,0,0,0,0,0,0
8,118,0,41,0.909091,11,10,87.853661,17,3,1.545455,26,10,0.909091,15,0
3,52,0,24,4,4,5,51.125,119,2,29.75,122,16,1.25,-98,1
3,52,0,23,2.8,5,4,49.52174,182,2,36.4,187,14,0.8,-164,1
10,42,0,0,0,29,0,0,0,2,0,0,0,0,0,0
9,134,0,0,0,22,0,0,0,3,0,0,0,0,0,3
2,13,1,0,0,3,0,0,0,1,0,0,0,0,0,0
2,24,0,0,0,7,0,0,0,2,0,0,0,0,0,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,36,0,30,1.714286,7,1,35.633335,12,3,1.714286,32,12,0.142857,-2,1
1,24,0,0,0,3,0,0,0,1,0,0,0,0,0,0
3,36,0,59,2.5,8,20,46.830509,12,2,1.5,30,20,2.5,29,1
1,37,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14,47,0,0,0,27,0,0,0,3,0,0,0,0,0,4
4,67,0,39,5.6,5,27,41.871796,5,2,1,8,28,5.4,31,0
6,47,0,0,0,14,0,0,0,2,0,0,0,0,0,0
4,24,0,12,0.7,10,4,48.333332,3,2,0.3,6,7,0.4,6,0
1,24,0,0,0,4,0,0,0,1,0,0,0,0,0,0
4,56,0,55,4.285714,7,29,47.145454,12,2,1.714286,17,30,4.142857,38,0
4,24,1,0,0,26,0,0,0,2,0,0,0,0,0,0
11,13,0,589,7.75,24,72,105.315788,278,5,11.583333,486,186,3,103,2
5,36,0,55,1.75,8,14,44.69091,18,2,2.25,42,14,1.75,13,2
1,52,0,224,8.222222,9,73,90.508926,50,4,5.555555,128,74,8.111111,96,2
2,39,1,28,1,21,4,186.821426,17,1,0.809524,23,21,0.190476,5,0
3,245,1,139,5.217392,23,10,187.553955,126,2,5.478261,140,120,0.434783,-1,2
5,128,0,0,0,7,0,0,0,1,0,0,0,0,0,1
2,109,1,1,0.5,2,0,65,1,2,0.5,1,1,0,0,0
9,47,0,0,0,19,0,0,0,2,0,0,0,0,0,3
3,179,1,38,8,3,22,176.263153,2,1,0.666667,3,24,7.333334,35,0
1,27,1,360,42.285713,7,296,26.677778,296,2,42.285713,324,296,42.285713,36,0
4,51,0,49,5.428571,7,34,45.816326,4,2,0.571429,10,38,4.857143,39,0
1,271,1,4,0.5,4,0,47.5,3,1,0.75,5,2,0,-1,0
11,187,2,497,3.965517,29,99,176.521133,32,3,1.103448,182,115,3.413793,315,1
4,33,0,157,8.25,8,66,31.273886,4,2,0.5,9,66,8.25,148,0
3,58,1,719,60.81818,11,669,55.823364,669,3,60.81818,705,669,60.81818,14,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4,33,0,267,9.833333,12,118,31.797752,11,3,0.916667,37,118,9.833333,230,0
17,19,6,775,2.152174,46,92,158.593552,228,2,4.956522,560,99,2,215,0
3,33,0,146,11.666667,6,70,31.746574,4,2,0.666667,7,70,11.666667,139,0
1,29,0,3,0.6,5,1,27,2,1,0.4,2,3,0.2,1,0
5,5,0,0,0,9,0,0,0,2,0,0,0,0,0,0
2,32,0,0,0,2,0,0,0,1,0,0,0,0,0,0
5,126,0,0,0,12,0,0,0,2,0,0,0,0,0,0
13,15,1,408,2.875,56,141,141.46814,144,4,2.571429,312,161,2.517857,96,0
8,188,4,313,3.833333,18,69,185.76358,39,1,2.166667,95,69,3.833333,218,2
0,202,1,0,0,16,0,0,0,0,0,0,0,0,0,0
2,434,1,18,0.363636,22,6,129.333328,7,3,0.318182,13,8,0.272727,5,0
16,31,4,922,6.196429,56,339,71.979393,79,4,1.410714,248,347,6.053571,674,0
2,212,2,6,0.088235,34,0,180.5,3,1,0.088235,6,3,0,0,0
3,128,0,4,0.5,4,0,83.5,2,3,0.5,4,2,0,0,0
13,112,1,229,1.625,24,35,165.061142,13,3,0.541667,70,39,1.458333,159,0
0,39,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,58,1,305,49.333332,6,296,57.114754,296,2,49.333332,328,296,49.333332,-23,0
5,98,1,86,7,6,23,102.093025,24,2,4,50,42,3.833333,36,0
5,110,1,126,7,12,72,135.658737,12,2,1,45,84,6,81,0
0,434,0,2,0.125,8,0,153,1,2,0.125,2,1,0,0,0
6,24,0,0,0,11,0,0,0,2,0,0,0,0,0,0
7,0,0,248,6.818182,11,72,69.782257,25,3,2.272727,47,75,6.545455,201,1
0,100,0,30,4,4,16,79.533333,2,3,0.5,3,16,4,27,1
9,146,0,224,5.142857,14,54,39.99107,45,3,3.214286,85,72,3.857143,139,0
12,0,0,312,5.263158,19,71,47.580128,92,4,4.842105,152,100,3.736842,160,0
4,58,1,299,26.9,10,269,55.705685,269,3,26.9,344,269,26.9,-45,0
3,246,2,30,0.517241,29,6,155,9,2,0.310345,17,15,0.206897,13,0
1,434,3,3,0.041667,24,0,181.333328,1,1,0.041667,3,1,0,0,0
13,114,0,0,0,24,0,0,0,3,0,0,0,0,0,0
1,59,1,10,3.333333,3,10,128,0,2,0,0,10,3.333333,10,0
12,53,1,312,4.714286,21,80,130.323715,32,3,1.52381,150,99,3.809524,162,0
45,15,1,462,0.412371,97,40,157.549789,9,4,0.092784,50,40,0.412371,412,0
3,3,0,0,0,7,0,0,0,1,0,0,0,0,0,0
55,27,0,1585,1.899225,129,168,70.297157,466,7,3.612403,1146,245,1.302326,439,0
7,89,0,22,1,7,7,49.272728,1,2,0.142857,3,7,1,19,0
2,28,1,149,11.571428,7,81,26.275167,81,2,11.571428,99,81,11.571428,50,0
6,57,0,0,0,7,0,0,0,2,0,0,0,0,0,0
6,219,0,322,27.11111,9,13,131.683227,266,4,29.555555,324,244,1.444444,-2,0
4,237,0,104,2.263158,19,31,96.58654,55,5,2.894737,85,43,1.631579,19,0
0,155,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,47,0,0,0,19,0,0,0,2,0,0,0,0,0,0
5,56,0,43,3,6,13,43.860466,19,2,3.166667,30,18,2.166667,13,0
7,163,1,0,0,21,0,0,0,3,0,0,0,0,0,2
16,131,0,0,0,48,0,0,0,3,0,0,0,0,0,0
4,18,0,161,0.651163,43,15,35.751553,123,3,2.860465,342,28,0.348837,-181,0
9,158,0,135,8.7,10,33,67.385185,54,3,5.4,91,87,3.3,44,0
2,38,0,45,0.7,20,8,25.51111,6,2,0.3,33,14,0.4,12,0
13,211,0,471,4.5,26,82,137.755844,56,4,2.153846,220,117,3.153846,251,0
0,38,0,173,1.5,26,31,38.179192,39,2,1.5,176,39,1.192308,-3,0
4,206,0,187,10.5,8,80,72.240639,29,2,3.625,46,84,10,141,0
3,38,0,151,0.645161,31,19,64.754967,44,3,1.419355,108,20,0.612903,43,0
1,24,0,4,1.333333,3,3,1,1,1,0.333333,1,4,1,3,0
18,194,0,37,0.153846,26,3,116.702705,6,4,0.230769,40,4,0.115385,-3,1
7,188,1,264,3.8,20,32,187.712128,64,1,3.2,201,76,1.6,63,2
5,24,0,69,2.1875,16,12,29.507246,23,2,1.4375,66,35,0.75,3,0
6,156,0,240,11.785714,14,97,58.537498,68,5,4.857143,91,165,6.928571,149,0
5,19,2,35,1.666667,12,19,123.599999,7,2,0.583333,13,20,1.583333,22,0
2,88,0,8,2,3,3,45.5,3,3,1,3,6,1,5,0
7,188,2,400,8.444445,18,152,187.020004,31,1,1.722222,71,152,8.444445,329,2
1,58,1,108,14,7,98,55.083332,98,3,14,130,98,14,-22,0
20,164,0,558,3.675676,37,109,158.229385,201,3,5.432433,493,136,2.945946,65,0
2,56,0,3,0.5,4,0,54,4,1,1,5,2,0,-2,0
4,58,1,391,27.916666,12,335,53.621483,335,3,27.916666,388,335,27.916666,3,0
2,50,0,3,0.75,4,0,43,3,2,0.75,3,3,0,0,0
6,63,0,0,0,10,0,0,0,3,0,0,0,0,0,0
2,93,0,3,1.5,2,0,82,3,1,1.5,3,3,0,0,0
0,204,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,270,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,270,0,0,0,17,0,0,0,0,0,0,0,0,0,0
0,270,0,0,0,17,0,0,0,0,0,0,0,0,0,0
0,270,0,0,0,32,0,0,0,0,0,0,0,0,0,0
3,250,0,300,22.083334,12,26,147.903336,295,2,24.583334,302,265,2.166667,-2,0
2,219,0,196,36.4,5,0,145.397965,208,3,41.6,222,182,0,-26,0
1,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,231,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3,88,0,9,1.75,4,7,71.666664,1,2,0.25,2,7,1.75,7,0
4,56,0,29,4.8,5,21,49.517242,3,2,0.6,5,24,4.2,24,0
5,219,0,221,19.4,10,7,143.126694,228,6,22.8,242,194,0.7,-21,0
4,56,0,21,3,5,13,46.42857,2,2,0.4,4,15,2.6,17,0
1,37,0,19,0.8,10,8,116,1,4,0.1,4,8,0.8,15,0
5,56,0,33,3,5,1,45.21212,14,2,2.8,32,15,0.2,1,0
4,56,0,14,1.8,5,7,44.714287,2,2,0.4,4,9,1.4,10,0
23,120,0,0,0,52,0,0,0,3,0,0,0,0,0,2
19,120,0,0,0,36,0,0,0,2,0,0,0,0,0,1
0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,31,0,53,11,3,0,22.283018,33,1,11,54,33,0,-1,0
3,116,0,0,0,6,0,0,0,2,0,0,0,0,0,0
0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,271,1,5,0.375,8,0,44,3,1,0.375,5,3,0,0,0
6,72,0,0,0,9,0,0,0,2,0,0,0,0,0,0
4,56,0,155,6,9,53,34.341934,22,2,2.444444,45,54,5.888889,110,0
2,171,1,70,12.4,5,61,155.271423,3,2,0.6,7,62,12.2,63,0
2,181,1,10,5,2,10,174,0,1,0,0,10,5,10,0
0,186,1,0,0,2,0,0,6,1,3,6,0,0,-6,1
1,192,1,12,2.25,4,0,184.666672,15,1,3.75,18,9,0,-6,0
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,24,1,1246,5.043479,46,198,172.434998,80,4,1.73913,658,232,4.304348,588,2
0,140,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,270,0,0,0,18,0,0,0,0,0,0,0,0,0,0
4,62,0,23,0.294118,34,10,103.08696,2,2,0.058824,6,10,0.294118,17,0
