@relation data/final_8020_cvs_based_labeling.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99

@attribute CntClassBase numeric
@attribute SumCyclomaticModified numeric
@attribute CountStmtExe numeric
@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute AvgLineComment numeric
@attribute LOC_ADDED numeric
@attribute metrics9 numeric
@attribute CountStmtDecl numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute MAX_CODECHURN numeric
@attribute CntDeclMethodProtected numeric
@attribute CntClassCoupled numeric
@attribute CntDeclMethodPublic numeric
@attribute CntDeclMethod numeric
@attribute WEIGHTD_AGE numeric
@attribute MaxCyclomaticModified numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute CntDeclMethodDefault numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute CntDeclMethodAll numeric
@attribute CntDeclInstanceVariable numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute CountLineCodeExe numeric
@attribute AvgLineBlank numeric
@attribute CountLineCode numeric
@attribute CountLineComment numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute CntDeclClassVariable numeric
@attribute CountLineCodeDecl numeric
@attribute SumCyclomatic numeric
@attribute CntClassDerived numeric
@attribute CountLineBlank numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute CntDeclMethodPrivate numeric
@attribute MxInheritanceTree numeric
@attribute MaxCyclomatic numeric
@attribute AvgEssential numeric
@attribute SumEssential numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute PcntLackOfCohesion numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute MaxCyclomaticStrict numeric
@attribute AvgCyclomaticStrict numeric
@attribute AvgLine numeric
@attribute RatioCommentToCode numeric
@attribute AvgLineCode numeric
@attribute CntDeclInstanceMethod numeric
@attribute AVE_CODECHURN numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute CODECHURN numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute CountStmt numeric
@attribute CountDeclFunction numeric
@attribute CountDeclClass numeric
@attribute AvgCyclomaticModified numeric
@attribute CountLine numeric
@attribute metrics39 numeric
@attribute SumCyclomaticStrict numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute AvgCyclomatic numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute REFACTORINGS numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute CountSemicolon numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
3,15,27,8,65,10,3,1,2,13,3,6,0,431582,4515153,0,0,10,40,10,26,0,0,0,0,12,0,0,0,0,0,15,6,6,0,4,2,2,32.0945,67.9055,0,0,79,19,3,3,7.83333,2,29,0,88,16,0,3,0,42,15,0,14,0,0,0,0,1,4,1,11,0,1,66,0,1,1,4,2,5,5,2,10,0.18,10,6,0,3,4,4,3,4,8,3,2,0,5,0,67,6,1,2,116,1,16,0,2,1,2,1,2,0,11,2,2,49,1,buggy
5,21,53,15,86,99,9,7,5,111,32,73,469399,431582,4515153,0,0,49,45,19,49,0.589256,2.16667,2,0,36,2,1,3,0,1,21,8,10,0,5,6,6,3.27474,96.5641,0,0.161161,1453,72,2,6,1375.73,39,64,0,131,15,0,3,0,45,21,0,19,0,0,0,1,4,5,1,12,6,7,22.67,4,4,4,28,18,29,5,2,12.42,0.11,11.81,10,0,27,32,17,14,39,71,21,14,0,25,0,98,10,3,2,164,0,21,0,18,1,2,2,4,0,94,2,0,76,0,clean
15,33,117,7,70,42,32,12,13,116,6,11,0,10240731,0,0,0,82,103,0,0,0,0,0,0,12,0,0,0,0,0,38,13,18,0,3,1,14,8.8251,90.424,0,0.750863,671,144,10,5,7.5,3,137,1.25,267,36,0,2,3,97,33,0,69,0,0,0,5,10,3,1,20,0,1,10.25,3,2,3,9,10,10,4,2,12.43,0.13,10.76,18,0,14,11,6,9,18,96,21,18,0,38,0,220,18,8,1,371,0,36,0,9,0,1,1,1,0,42,1,1,183,0,clean
67,236,586,8,68,90,1,3,2,139,21,105,0,10240731,0,0.43,234,21,390,208,254,0,0,0,10.230769,13,0,0,0,52,1,140,75,91,31.692308,72,61,10,29.0643,69.5876,2,1.34809,1116,570,56,2,109.333,5,756,1.19,1320,89,81,2,3,340,236,0,305,6.230769,167,133,13,37,72,1,94,0,146,5.5,1,2,4,49,8,11,78,2,11.91,0.07,10.24,91,4,22,52,5,5,29,114,11,8,67,11,0,976,91,34,2,1705,0,253,0,153,0,2,0,1,0,89,0,0,745,0,buggy
5,19,55,9,3,4,0,0,0,21,2,16,10240731,10240731,0,0,0,3,49,5,25,0,1,0,0,24,1,0,1,0,2,18,9,14,0,3,13,5,99.3179,0.622837,0,0.059247,78,53,8,60,19.25,3,65,0.26,133,13,0,3,0,48,19,0,33,0,0,0,3,4,3,1,14,0,2,26,0,0,0,2,1,2,3,1,7.62,0.1,7.36,14,0,1,2,1,0,1,18,1,2,0,1,0,104,14,3,1,179,0,19,0,2,0,1,0,0,1,4,0,0,83,0,clean
27,77,201,5,2,69,4,4,3,79,28,107,0,18082,0,0.06,0,15,140,85,116,0,0,0,0,39,0,0,0,0,2,71,24,36,0,6,17,8,29.0411,70.6154,0,0.343465,454,238,15,0,103.125,9,242,0.51,459,28,0,3,2,139,77,0,95,0,0,0,10,16,6,1,38,0,51,6.36,1,2,4,27,9,13,11,2,9.11,0.06,8.25,36,0,22,29,6,7,29,42,14,9,0,25,0,341,36,14,2,579,0,93,1,56,2,2,1,1,0,67,2,1,262,0,buggy
14,86,129,13,58,80,12,7,5,184,20,162,17764,99624,336722,0.3,274,38,125,159,248,1.6607,2.91667,2,2.961539,26,5,2,2,44,1,21,14,16,122.642334,5,52,7,26.8632,73.1141,0,0.022681,1174,139,2,6,1361.55,26,148,0,351,137,305,3,0,129,86,0,41,11.730769,405,77,1,10,5,1,51,2,94,11,3,2,5,47,8,13,6,2,5.58,0.39,4.78,16,1.692308,16,49,8,8,20,155,16,14,-131,24,0,254,44,8,1,522,2,90,1,100,2,1,2,5,0,76,3,2,169,1,buggy
26,84,183,30,5,68,7,5,5,103,15,34,0,18082,0,0.2,0,49,148,27,84,0,0,0,0,55,0,0,0,0,0,76,34,45,0,5,25,7,29.7741,68.5587,1,1.6672,960,214,6,9,253.067,11,232,0.26,458,43,0,3,5,141,92,0,57,0,0,0,10,13,7,1,45,0,15,6.92,3,3,4,22,13,16,9,2,13.11,0.09,12.44,44,0,20,25,12,11,24,56,19,18,0,27,0,331,45,13,1,548,0,102,0,26,1,2,0,1,0,68,1,1,243,0,buggy
3,26,55,14,2,56,7,5,5,84,27,67,0,18082,0,0.63,0,41,47,32,82,0,0,0,0,38,0,0,0,0,0,23,6,8,0,10,23,8,21.1958,78.4759,0,0.328356,1006,38,5,11,1936.71,56,69,0.63,147,24,0,4,0,53,26,0,24,0,0,0,2,4,10,1,12,4,8,32.5,2,2,3,19,8,15,11,3,12.47,0.16,11.21,8,0,14,22,10,5,21,57,15,13,0,16,0,102,8,2,3,193,0,27,0,15,0,3,0,1,0,55,1,0,76,0,buggy
27,172,308,39,53,58,4,3,2,80,30,88,0,18082,0,0,0,28,291,45,75,0,0,0,0,124,0,0,0,0,0,96,60,63,0,18,23,6,17.4148,76.6573,0,5.92785,689,245,0,10,409.617,20,398,0,851,119,0,5,2,293,175,0,77,0,0,0,3,14,18,1,83,0,32,7.14,2,2,3,25,9,12,18,3,7.78,0.14,7.53,16,0,15,27,8,7,19,53,11,10,0,15,0,599,63,14,2,1020,0,204,0,37,1,2,1,2,3,57,2,1,417,0,buggy
3,3,5,7,113,17,10,4,2,20,2,9,278162,555931,7136869,0,0,21,16,0,0,3.19175,3.11111,3,0,15,2,1,3,0,1,2,1,2,0,2,3,7,0.225557,99.7313,0,0.043147,363,53,0,14,921,33,8,0.74,30,13,0,2,0,18,3,0,6,0,0,0,0,4,2,1,2,11,1,0,0,1,0,8,4,5,2,1,12.09,0.43,11.36,2,0,2,8,3,4,5,19,7,6,0,3,0,21,2,2,1,49,0,3,1,2,1,1,1,2,0,15,0,1,17,1,clean
2,8,12,4,118,11,4,3,3,12,2,9,542984,1085961,0,0,0,10,18,0,0,0.291548,1.2,1,0,9,2,1,2,0,0,4,8,8,0,1,0,5,0.001275,99.9983,0,0.000466,235,21,5,27,1787,58,13,0,42,17,0,2,0,20,8,0,16,0,0,0,0,1,1,1,8,7,0,67,0,0,0,7,1,3,1,1,3,0.4,3,8,0,1,5,3,3,2,8,6,4,0,3,0,30,8,1,1,73,0,8,1,0,1,1,0,0,0,10,0,1,21,0,clean
1,6,24,8,128,13,2,2,2,16,3,9,182270,729504,1612995,0,0,10,25,0,0,3.07942,3.25238,2,0,13,3,3,3,0,2,8,4,6,0,1,4,5,1.88377,98.1129,0,0.003285,248,19,1,14,902.5,33,24,1,64,13,0,2,0,33,6,0,17,0,0,0,0,2,1,1,6,7,0,33,0,1,0,5,2,4,1,1,9,0.2,8,6,0,3,5,3,2,5,10,5,3,0,3,0,49,6,1,1,94,0,6,1,1,1,1,0,0,2,13,0,1,42,0,clean
2,157,413,4,209,12,1,2,0,13,5,9,0,0,0,0,156,9,190,0,0,1.24722,2.33333,1,19.285715,7,3,1,2,10,1,10,60,61,143.294876,6,9,8,42.1254,0.90412,0,56.9704,184,74,21,0,1514,58,502,0,808,355,310,3,2,193,259,0,77,44.285713,321,135,0,2,21,1,89,7,1,95,1,0,0,4,1,6,34,4,12,0.44,11,61,1.428572,2,5,3,1,4,10,3,1,-165,2,0,603,61,1,2,1234,1,275,0,1,0,4,0,2,0,11,0,0,454,1,clean
3,19,30,9,58,12,1,2,0,13,5,9,0,0,0,0,40,9,47,0,0,1.79505,3.33333,1,0.75,12,8,1,4,8,0,11,10,11,143.649994,4,9,8,42.1254,0.90412,0,56.9704,184,24,3,0,1514,58,31,0,94,11,6,2,0,46,19,0,20,0.5,20,9,1,1,4,1,11,7,1,81,1,0,0,4,1,6,6,1,6,0.12,6,11,0.666667,2,5,3,1,4,10,3,1,20,2,0,77,11,1,1,124,1,21,0,1,0,1,0,2,0,11,0,0,58,1,clean
13,47,115,5,99,12,5,1,1,19,5,16,0,49500,191500,0,37,8,102,5,16,0,0,0,1.818182,11,0,0,0,19,3,18,15,24,43.432434,4,10,14,97.2622,2.34081,0,0.396942,275,115,7,0,17,1,133,0,278,86,18,3,0,98,47,0,25,1.636364,33,20,6,8,4,1,24,0,0,11.14,1,2,0,4,2,4,6,2,9.68,0.31,9.42,23,1.727273,2,2,3,3,4,10,8,6,4,3,0,217,24,7,1,387,0,51,0,2,1,1,0,1,0,11,1,0,170,0,buggy
43,136,273,11,149,12,5,1,1,19,5,16,0,49500,191500,0,296,8,252,5,16,0,0,0,0.785714,56,2,0,0,44,7,51,40,59,131.972977,14,10,14,97.2622,2.34081,0,0.396942,275,332,12,0,17,1,331,0.14,692,223,131,4,2,226,140,0,90,2.339286,266,44,12,22,14,1,90,0,0,4.24,1,2,0,4,2,4,14,2,7.2,0.32,6.92,59,0.785714,2,2,3,3,4,10,8,6,30,3,0,525,59,21,2,994,0,148,0,2,1,2,0,1,1,11,1,0,400,0,buggy
6,14,43,2,99,12,5,1,1,19,5,16,0,49500,191500,0,31,8,53,5,16,0,0,0,2.142857,7,0,0,0,11,0,13,8,9,91.129036,3,10,14,97.2622,2.34081,0,0.396942,275,83,3,0,17,1,48,0,115,40,19,3,0,51,14,0,20,2.714286,21,15,1,7,3,1,9,0,0,16.5,1,2,0,4,2,4,3,1,9.3,0.35,9.3,9,1.571429,2,2,3,3,4,10,8,6,10,3,0,96,9,4,1,174,0,14,0,2,1,1,0,1,0,11,1,0,80,0,buggy
2,38,90,6,56,63,4,1,2,46,11,39,0,49500,191500,0,261,21,80,61,103,0,0,0,7.9375,16,0,0,0,124,0,17,13,16,35.593868,7,16,8,30.2855,64.7875,0,4.92701,1184,29,6,3,337.167,18,96,0,217,99,46,2,27,77,38,0,54,2.875,92,127,3,1,7,1,19,0,22,94,2,4,4,22,14,20,7,2,8,0.46,8,15,7.75,19,22,17,12,23,26,9,7,169,9,1,170,16,1,2,319,0,39,1,30,7,2,2,2,0,62,9,1,127,0,clean
1,9,68,6,56,20,0,0,0,22,5,8,0,49500,191500,3,41,12,28,13,60,0,0,0,2.1,10,0,0,0,21,0,11,9,9,26.487804,1,8,6,37.5284,49.0776,0,13.394,377,22,3,10,1,3,68,2,107,43,7,2,0,29,9,0,42,0.7,10,21,0,2,1,1,9,0,2,29,1,2,1,5,2,7,1,1,14,0.4,10,9,2.1,7,6,9,0,6,8,3,7,31,5,0,96,9,1,1,179,0,9,0,5,1,1,0,0,0,21,0,1,86,1,buggy
5,176,384,12,56,41,3,1,1,38,14,95,0,49500,191500,0.72,777,12,161,67,78,0,0,0,10.7,20,0,0,0,128,8,41,55,75,40.321751,16,16,5,70.7796,27.2555,0,1.96488,664,127,20,2,303.077,15,415,0,767,473,170,2,3,174,185,2,113,8.5,413,214,12,5,25,1,77,0,29,49.25,1,2,1,19,6,10,27,2,7.12,0.62,7.12,74,6.4,11,20,9,5,13,24,6,6,364,7,1,545,75,4,2,1214,0,207,0,33,3,2,1,2,0,40,4,1,360,0,buggy
1,7,54,7,56,21,1,1,0,31,8,15,0,49500,191500,4,266,11,45,13,53,0,0,0,8.266666,15,0,0,0,87,5,14,2,7,36.199249,1,10,6,52.2167,40.9807,0,6.8026,309,63,1,5,1,3,54,0,112,49,121,2,0,50,7,0,13,8.066667,252,124,0,3,1,1,7,0,4,57,1,2,1,7,2,6,1,1,11,0.44,10,7,5.8,8,7,8,1,7,15,4,7,14,7,0,99,7,1,1,147,0,7,0,7,1,1,0,1,0,21,0,1,91,1,buggy
5,86,254,6,43,18,1,1,1,29,5,9,0,49500,191500,0.72,141,14,107,19,50,0,0,0,4,12,0,0,0,43,2,23,30,43,33.411346,11,10,7,18.8801,72.9204,0,8.19958,443,95,14,5,147.5,9,307,0,516,130,39,2,2,119,125,0,75,3.25,82,48,11,5,35,1,50,0,10,23,2,2,1,5,2,6,37,3,7.73,0.25,7.16,41,3.583333,8,5,6,1,8,12,5,6,59,10,0,361,43,4,2,645,0,133,0,14,1,2,1,1,0,18,1,1,274,1,buggy
2,33,68,2,135,2,0,0,0,3,2,2,2280566,2511330,1370649,1,272,4,38,0,1,0.848752,2.19444,2,8.818182,11,2,2,2,75,0,8,6,7,106.544121,9,1,6,83.5682,6.9863,0,9.44553,38,20,4,0,0,1,68,0,125,45,153,1,5,37,33,0,12,13.909091,227,97,1,2,9,2,15,4,3,55,0,0,0,1,0,0,9,5,14,0.36,14,7,6.818182,0,2,1,0,0,2,1,1,45,0,0,106,7,1,4,167,0,35,0,3,0,4,0,0,1,1,0,0,73,0,buggy
8,12,53,5,95,67,2,2,3,65,20,30,53964,53894,0,0.15,0,32,45,0,0,18.3442,6.84722,7,0,8,3,8,6,0,4,19,8,12,0,1,3,7,0.061785,99.8554,0,0.082801,1085,122,3,40,308,24,55,0.59,126,21,0,3,0,57,12,0,40,0,0,0,0,8,1,1,12,14,2,3.8,4,3,1,23,12,17,1,1,5.3,0.17,4.57,12,0,14,27,7,10,23,42,16,9,0,6,0,98,12,5,1,182,0,12,0,9,0,1,1,0,0,66,1,0,84,0,clean
7,55,120,0,212,6,2,2,4,21,3,11,0,0,2107188,0.63,10,12,75,5,21,0,1,0,0.1875,32,2,0,1,1,0,16,8,19,74.199997,12,10,3,22.0974,75.9831,0,1.91948,253,114,7,13,1,2,134,0.63,260,108,19,2,4,79,55,0,40,0.59375,22,6,11,7,12,1,28,0,3,20.75,0,2,0,4,1,1,12,3,11.82,0.42,10.56,19,0.03125,2,3,0,0,5,17,2,1,-12,9,0,195,19,4,2,400,1,57,2,2,0,2,1,0,0,7,0,2,141,0,clean
2,32,73,0,205,6,2,2,4,21,3,11,383341,383341,2107188,3,8,12,70,5,21,0.936249,2.025,2,0.085714,35,2,0,2,0,0,2,1,1,69.75,5,10,3,22.0974,75.9831,0,1.91948,253,14,0,13,1,2,81,1,182,131,3,2,0,68,32,0,21,0.085714,8,3,0,1,5,1,28,0,3,0,0,2,0,4,1,1,5,1,23,0.72,19,1,0,2,3,0,0,5,17,2,1,0,9,0,143,22,2,1,332,1,34,2,2,0,1,1,0,0,7,0,2,111,0,clean
21,60,171,3,163,20,0,0,0,27,5,17,86,280,2107188,0.61,46,4,106,7,23,3.40699,2.25643,4,2.714286,7,7,3,4,10,5,34,20,30,88.08696,6,1,2,0.027214,99.9728,1,0,276,314,14,20,789,13,194,0.78,344,26,17,3,0,96,60,0,65,2.428572,25,19,4,19,6,1,32,5,1,13.25,1,0,0,5,5,4,8,2,13.19,0.08,11.55,30,1.428572,5,7,2,5,6,16,3,3,21,5,0,277,30,12,2,430,0,64,0,2,0,2,0,0,0,19,0,0,215,0,buggy
1,2,4,10,126,268,14,14,11,289,33,78,145771,290239,4236534,0,0,101,15,37,98,5.45583,4.02778,2,0,32,2,3,3,0,1,10,1,2,0,1,28,6,0.061967,98.3355,0,1.60256,4725,15,1,5,892.5,26,4,0,23,260,0,3,0,16,2,0,10,0,0,0,0,2,1,1,2,38,26,0,8,7,16,79,40,81,1,1,5,11.3,5,2,0,84,90,49,30,114,156,65,45,0,59,0,19,2,1,1,293,2,2,1,56,4,1,5,11,3,260,8,3,16,1,clean
8,78,259,7,56,73,7,3,2,110,17,125,0,49500,191500,1.05,190,9,105,269,211,0,0,0,6.727273,11,0,0,0,33,2,27,27,38,37.763157,10,53,6,15.7988,78.5814,0,5.61982,2229,103,11,5,15.6667,2,307,0,501,139,74,2,3,114,111,0,78,6.727273,136,74,9,6,30,1,43,0,161,18.4,1,1,6,48,5,7,32,3,8.11,0.28,7.65,38,3,15,49,5,3,17,101,6,7,54,11,3,364,39,6,2,623,0,118,0,164,2,2,1,2,0,71,3,0,284,0,buggy
2,12,21,1,21,20,0,0,0,22,5,8,0,49500,191500,0,0,12,29,13,60,0,0,0,0,1,0,0,0,0,5,9,3,9,0,3,8,6,37.5284,49.0776,0,13.394,377,35,6,10,1,3,29,0,75,16,0,1,1,32,18,0,19,0,0,0,1,4,9,1,9,0,2,35.5,1,2,1,5,2,7,9,2,6.43,0.21,5.86,7,0,7,6,9,0,6,8,3,7,0,5,0,50,9,2,1,109,0,18,0,5,1,2,0,0,0,21,0,1,37,1,clean
2,12,21,5,56,23,2,2,1,35,5,11,0,49500,191500,0,38,16,29,16,90,0,0,0,2.714286,7,0,0,0,15,5,9,3,9,48.13158,3,10,9,31.5276,61.1248,0,7.34753,496,35,6,8,1.5,2,31,0,77,17,11,2,1,32,18,0,19,1.571429,22,19,1,4,9,1,9,0,2,35.5,2,2,1,7,5,7,9,2,6.43,0.22,6.43,7,2.142857,7,10,8,2,6,17,6,10,16,7,0,50,9,2,1,111,0,18,1,5,1,2,0,2,0,23,0,2,37,1,clean
3,34,61,26,142,42,0,0,1,51,8,18,0,0,27,0.67,0,17,52,57,42,0,1,0,0,55,2,0,1,0,0,16,7,8,0,9,23,3,16.6037,83.3706,0,0.025775,941,43,4,0,6,1,82,0,168,20,0,3,1,52,37,0,18,0,0,0,1,3,9,1,12,0,39,32.5,0,3,8,11,6,2,10,5,15.4,0.12,15.4,6,0,23,13,2,2,26,21,2,4,0,25,0,113,8,2,4,203,0,40,0,50,0,4,0,0,3,42,0,1,75,0,buggy
1,5,10,1,58,55,3,10,6,163,6,41,0,0,0,0,9,28,12,30,241,0,0,0,3,3,0,0,0,5,0,4,2,2,47,4,77,3,72.9734,26.9523,0,0.074236,1224,42,2,0,178,13,10,0,25,11,4,2,0,11,5,0,5,1.333333,4,9,0,2,4,2,5,0,4,0,2,3,2,18,5,8,4,2,9,0.44,9,2,1.666667,25,17,6,5,28,140,8,6,5,28,0,22,2,1,2,40,0,5,0,11,1,2,0,4,1,51,1,0,17,0,clean
2,9,17,3,17,55,3,10,6,163,6,41,0,0,0,0,188,28,17,30,241,0,0,0,6,12,0,0,0,72,1,7,2,4,56.154255,6,77,3,72.9734,26.9523,0,0.074236,1224,17,2,0,178,13,17,0,39,25,20,4,0,16,9,0,6,1.666667,51,72,1,1,6,1,7,0,4,25,2,3,2,18,5,8,6,2,7,0.64,7,4,6,25,17,6,5,28,140,8,6,137,28,0,34,4,1,2,67,0,9,0,11,1,2,0,4,2,51,1,0,25,0,clean
1,20,30,4,32,55,3,10,6,163,6,41,0,0,0,0,23,28,38,30,241,0,0,0,2.333333,6,0,0,0,14,0,13,6,7,19.347826,6,77,3,72.9734,26.9523,0,0.074236,1224,20,5,0,178,13,33,0,84,12,2,1,0,35,20,0,12,0.333333,3,14,1,2,6,1,7,0,4,71,2,3,2,18,5,8,6,3,9,0.14,9,7,2.333333,25,17,6,5,28,140,8,6,20,28,0,68,7,1,2,105,0,25,0,11,1,2,0,4,0,51,1,0,50,0,buggy
1,31,118,11,8,55,3,10,6,163,6,41,0,0,0,0,410,28,81,30,241,0,0,0,1.076923,39,0,0,0,39,1,8,16,18,40.924389,4,77,3,72.9734,26.9523,0,0.074236,1224,31,1,0,178,13,129,0,237,63,19,7,0,79,31,0,33,0.48718,71,42,1,2,4,1,20,0,4,16,2,3,2,18,5,8,4,1,13,0.27,12,17,1,25,17,6,5,28,140,8,6,339,28,0,199,18,1,1,331,0,31,0,11,1,1,0,4,0,51,1,0,169,0,buggy
4,14,69,0,77,26,0,2,1,16,13,21,120,230,674,0.22,7,6,48,4,22,9.96868,10.069,3,3.5,2,19,11,16,0,1,8,12,14,77,1,1,5,18.0932,67.7821,1,14.1248,338,94,7,0,2,1,71,0,140,24,10,1,2,52,14,0,27,5,10,7,0,9,1,1,14,3,0,35,0,0,2,8,3,8,1,1,6.73,0.17,6.29,13,0,7,8,4,3,11,8,6,2,-3,3,0,117,14,3,1,191,0,14,0,2,0,1,0,1,1,25,0,0,100,0,clean
5,14,27,0,77,42,33,20,18,82,17,38,116,292,520,0,1,94,26,13,150,15.0268,10.0385,4,0.5,2,18,10,15,0,2,4,6,8,76,6,16,7,25.9491,69.3412,0,4.70971,1150,82,5,6,852.333,3,28,0,69,27,1,1,0,29,14,1,12,0.5,1,1,0,6,6,1,8,1,1,17.67,2,1,2,6,6,10,6,1,6.54,0.39,6.54,8,0,20,5,3,8,27,97,15,8,0,32,0,53,8,3,1,108,0,14,0,6,0,1,0,2,0,41,0,0,38,0,clean
1,17,25,4,77,89,1,3,4,76,21,35,796,797,8530,0,19,21,26,26,82,6.00508,6.21053,3,2.8,5,19,5,13,0,3,2,6,10,32.210526,6,11,6,3.30411,96.6624,0,0.033465,1198,23,3,1,12,1,33,0,78,137,14,2,3,27,17,0,19,2.8,19,14,1,2,6,1,10,14,2,86,4,5,4,27,13,22,8,1,6,1.76,6,9,0,27,27,13,12,37,47,17,9,0,11,0,51,10,1,1,230,0,19,0,15,0,1,0,0,0,89,0,0,33,0,clean
1,8,22,4,9,72,3,7,4,207,6,72,0,0,0,0,73,23,37,15,121,0,0,0,1.172414,29,0,0,0,23,1,12,3,4,23.041096,4,70,3,40.1012,59.6164,0,0.28238,1834,17,3,0,102.5,10,22,0,66,18,11,4,0,37,8,0,8,0.37931,23,34,0,2,4,1,4,0,86,41,2,2,2,47,4,7,4,2,11,0.27,10,4,0.793103,17,47,4,3,20,187,7,5,50,21,0,59,4,1,2,90,0,8,0,92,1,2,0,3,0,69,1,0,51,0,buggy
1,5,14,1,9,72,3,7,4,207,6,72,0,0,0,0,62,23,27,15,121,0,0,0,3.647059,17,0,0,0,62,2,8,1,3,21,3,70,3,40.1012,59.6164,0,0.28238,1834,16,1,0,102.5,10,15,0,48,9,62,2,0,27,5,0,5,3.647059,62,62,0,2,3,1,3,0,86,0,2,2,2,47,4,7,3,1,10,0.19,10,3,3.647059,17,47,4,3,20,187,7,5,0,21,0,41,3,1,1,62,0,5,0,92,1,1,0,3,0,69,1,0,35,0,buggy
2,14,22,3,17,55,3,10,6,163,6,41,0,0,0,0,221,28,28,30,241,0,0,0,7.636364,11,0,0,0,84,4,10,3,9,53.040726,4,77,3,72.9734,26.9523,0,0.074236,1224,22,3,0,178,13,22,0,61,35,10,4,0,27,14,0,12,0.909091,33,84,2,1,4,1,14,0,4,59,2,3,2,18,5,8,4,1,5,0.57,5,9,7.636364,25,17,6,5,28,140,8,6,188,28,0,50,9,1,1,104,0,14,0,11,1,1,0,4,2,51,1,0,36,0,buggy
2,134,355,29,7,55,3,10,6,163,6,41,0,0,0,0.27,1421,28,249,30,241,0,0,0,1.839081,87,0,0,0,152,0,28,46,51,45.092892,7,77,3,72.9734,26.9523,1,0.074236,1224,77,4,0,178,13,420,0,786,90,76,7,0,246,134,0,78,0.873563,362,160,4,4,7,1,59,0,4,31,2,3,2,18,5,8,10,2,14.36,0.11,13.36,50,1.747127,25,17,6,5,28,140,8,6,1059,28,0,604,51,2,2,926,0,141,0,11,1,2,0,4,0,51,1,0,474,0,buggy
5,55,116,15,7,55,3,10,6,163,6,41,0,0,0,1.48,708,28,105,30,241,0,0,0,3.5,72,0,0,0,252,2,20,6,14,49.847458,14,77,3,72.9734,26.9523,0,0.074236,1224,80,6,0,178,13,122,0.65,254,93,21,6,1,97,55,0,33,0.291667,99,252,6,4,14,1,25,0,4,27,2,3,2,18,5,8,15,4,15.58,0.37,13.63,13,3.5,25,17,6,5,28,140,8,6,609,28,0,221,14,3,3,357,0,60,0,11,1,3,0,4,2,51,1,0,174,0,buggy
1,9,15,1,17,72,3,7,4,207,6,72,0,0,0,1,2,23,16,15,121,0,0,0,0.4,5,0,0,0,1,2,7,1,4,46,3,70,3,40.1012,59.6164,0,0.28238,1834,42,2,0,102.5,10,15,0,35,25,1,2,0,15,9,0,9,0.2,1,2,1,2,3,1,4,0,86,50,2,2,2,47,4,7,3,2,7,0.71,6,4,0.2,17,47,4,3,20,187,7,5,1,21,0,31,4,1,2,64,0,9,0,92,1,2,0,3,0,69,1,0,22,0,buggy
1,5,5,5,56,15,0,0,1,19,3,7,0,11641,2070,0,26,7,10,7,18,0,0,0,1.571429,7,0,0,0,10,3,2,2,5,42.53846,1,7,1,2.03485,97.9651,0,0,300,18,1,0,2,1,5,0,24,27,2,2,0,13,5,0,9,0.285714,5,11,0,2,1,1,5,0,0,60,0,0,2,8,1,5,1,1,3,1.13,3,5,1.428572,3,6,2,3,5,7,6,2,21,6,0,15,5,1,1,59,0,5,0,1,1,1,0,0,0,17,1,1,9,0,clean
