@relation 'data/final_8020_mylyn.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-3,6-16,18-24,27-29,31-34,36-52,55-59,63-82,84-91,93-107,109-113'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric
@attribute class {buggy,clean}

@data
1,48,17,8.5,2,16,48,1,1,0.5,1,17,8,16,0,clean
1,48,1,0.5,2,0,43,1,1,0.5,1,1,0,0,0,clean
6,116,0,0,9,0,0,0,4,0,0,0,0,0,0,clean
7,24,0,0,24,0,0,0,3,0,0,0,0,0,1,clean
3,24,0,0,13,0,0,0,3,0,0,0,0,0,0,buggy
6,135,16,0.857143,7,4,85.6875,8,2,1.142857,17,6,0.571429,-1,0,clean
3,24,0,0,15,0,0,0,3,0,0,0,0,0,0,buggy
3,45,0,0,5,0,0,0,1,0,0,0,0,0,0,clean
9,69,0,0,22,0,0,0,2,0,0,0,0,0,0,buggy
3,70,0,0,7,0,0,0,3,0,0,0,0,0,1,clean
2,54,0,0,3,0,0,0,2,0,0,0,0,0,0,clean
2,32,0,0,5,0,0,0,1,0,0,0,0,0,0,clean
9,163,0,0,19,0,0,0,3,0,0,0,0,0,0,clean
5,67,0,0,7,0,0,0,2,0,0,0,0,0,0,clean
35,5,0,0,81,0,0,0,3,0,0,0,0,0,2,clean
18,130,0,0,59,0,0,0,3,0,0,0,0,0,0,buggy
21,24,0,0,42,0,0,0,3,0,0,0,0,0,0,clean
0,31,6,1.666667,3,5,28.666666,1,1,0.333333,1,5,1.666667,5,0,clean
10,56,169,3.25,20,43,41.964497,50,2,2.5,90,65,2.15,79,1,buggy
6,156,0,0,8,0,0,0,2,0,0,0,0,0,0,clean
16,47,0,0,32,0,0,0,3,0,0,0,0,0,2,clean
41,52,0,0,90,0,0,0,4,0,0,0,0,0,3,buggy
4,101,0,0,8,0,0,0,2,0,0,0,0,0,0,clean
10,128,0,0,23,0,0,0,2,0,0,0,0,0,4,clean
13,126,0,0,28,0,0,0,2,0,0,0,0,0,2,clean
4,128,0,0,10,0,0,0,2,0,0,0,0,0,1,clean
7,56,35,1.5,8,2,39.057144,11,2,1.375,29,12,0.25,6,0,clean
8,118,0,0,15,0,0,0,3,0,0,0,0,0,1,clean
7,118,0,0,11,0,0,0,2,0,0,0,0,0,1,clean
8,116,56,0.75,16,3,69.053574,18,2,1.125,66,12,0.1875,-10,1,clean
2,104,0,0,4,0,0,0,3,0,0,0,0,0,0,clean
5,120,0,0,9,0,0,0,2,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
3,65,0,0,4,0,0,0,2,0,0,0,0,0,0,clean
6,163,0,0,24,0,0,0,3,0,0,0,0,0,2,clean
10,114,0,0,16,0,0,0,2,0,0,0,0,0,0,clean
4,114,0,0,6,0,0,0,2,0,0,0,0,0,0,clean
5,24,0,0,16,0,0,0,3,0,0,0,0,0,0,clean
4,24,0,0,15,0,0,0,3,0,0,0,0,0,0,buggy
6,24,0,0,14,0,0,0,2,0,0,0,0,0,0,buggy
13,115,0,0,29,0,0,0,3,0,0,0,0,0,0,clean
10,46,0,0,23,0,0,0,3,0,0,0,0,0,2,clean
25,128,528,3.413044,46,157,81.346588,104,3,2.26087,389,157,3.413044,139,1,clean
5,56,83,6.5,6,9,37.843372,30,2,5,71,39,1.5,12,0,clean
8,116,0,0,22,0,0,0,2,0,0,0,0,0,0,clean
12,56,373,4.535714,28,48,41.479893,147,2,5.25,164,127,1.714286,209,0,buggy
7,56,361,6.263158,19,73,36.362881,80,2,4.210527,169,119,3.842105,192,0,clean
4,56,26,3.333333,6,4,53.576923,17,2,2.833333,19,20,0.666667,7,0,clean
10,64,0,0,18,0,0,0,2,0,0,0,0,0,1,clean
1,71,0,0,5,0,0,0,1,0,0,0,0,0,0,clean
7,113,0,0,15,0,0,0,2,0,0,0,0,0,0,buggy
1,28,37,4.285714,7,28,16.324324,4,2,0.571429,8,30,4,29,0,clean
18,21,0,0,56,0,0,0,5,0,0,0,0,0,0,buggy
13,56,172,2.473684,19,31,38.279068,77,2,4.052631,207,47,1.631579,-35,1,clean
78,50,0,0,169,0,0,0,4,0,0,0,0,0,2,buggy
18,3,0,0,45,0,0,0,2,0,0,0,0,0,0,clean
2,56,0,0,3,0,0,0,2,0,0,0,0,0,0,clean
4,53,0,0,6,0,0,0,2,0,0,0,0,0,0,clean
2,13,0,0,4,0,0,0,2,0,0,0,0,0,0,clean
3,54,0,0,3,0,0,0,2,0,0,0,0,0,0,clean
21,24,0,0,42,0,0,0,3,0,0,0,0,0,3,clean
3,94,0,0,4,0,0,0,2,0,0,0,0,0,0,clean
2,58,0,0,4,0,0,0,2,0,0,0,0,0,0,clean
59,0,0,0,144,0,0,0,3,0,0,0,0,0,4,buggy
8,65,0,0,12,0,0,0,3,0,0,0,0,0,0,buggy
7,163,0,0,11,0,0,0,3,0,0,0,0,0,0,clean
11,74,0,0,20,0,0,0,3,0,0,0,0,0,0,clean
0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
15,86,0,0,36,0,0,0,3,0,0,0,0,0,0,clean
11,0,0,0,31,0,0,0,3,0,0,0,0,0,0,clean
7,135,62,0.857143,14,12,74.548386,5,2,0.357143,21,12,0.857143,41,0,clean
7,70,0,0,12,0,0,0,2,0,0,0,0,0,0,clean
4,102,33,1.428572,7,10,60,8,2,1.142857,11,10,1.428572,22,0,clean
8,68,234,10.230769,13,52,31.692308,81,2,6.230769,167,133,4,67,0,clean
9,3,0,0,24,0,0,0,3,0,0,0,0,0,1,clean
5,2,0,0,39,0,0,0,3,0,0,0,0,0,0,clean
21,128,0,0,32,0,0,0,3,0,0,0,0,0,1,clean
4,114,0,0,8,0,0,0,2,0,0,0,0,0,0,buggy
10,24,0,0,18,0,0,0,3,0,0,0,0,0,1,clean
28,47,0,0,75,0,0,0,3,0,0,0,0,0,1,clean
4,90,0,0,11,0,0,0,2,0,0,0,0,0,0,clean
17,56,452,6.944445,36,26,47.181416,253,2,7.027778,306,250,0.722222,146,0,buggy
7,63,0,0,10,0,0,0,2,0,0,0,0,0,0,clean
23,2,0,0,72,0,0,0,2,0,0,0,0,0,1,buggy
6,85,0,0,15,0,0,0,2,0,0,0,0,0,0,buggy
1,71,0,0,4,0,0,0,1,0,0,0,0,0,0,clean
4,97,0,0,8,0,0,0,2,0,0,0,0,0,1,clean
22,163,0,0,44,0,0,0,3,0,0,0,0,0,0,clean
2,5,0,0,5,0,0,0,1,0,0,0,0,0,0,clean
18,81,0,0,40,0,0,0,2,0,0,0,0,0,0,buggy
6,24,0,0,18,0,0,0,2,0,0,0,0,0,0,clean
4,51,0,0,17,0,0,0,2,0,0,0,0,0,1,buggy
14,126,0,0,33,0,0,0,3,0,0,0,0,0,0,clean
4,24,0,0,20,0,0,0,2,0,0,0,0,0,0,buggy
13,115,0,0,21,0,0,0,3,0,0,0,0,0,0,clean
16,47,0,0,30,0,0,0,4,0,0,0,0,0,1,clean
4,56,10,0.857143,7,0,47.5,6,2,0.857143,10,6,0,0,0,clean
5,56,26,1.571429,7,10,42.53846,2,2,0.285714,5,11,1.428572,21,0,clean
30,5,0,0,55,0,0,0,3,0,0,0,0,0,0,clean
14,2,0,0,38,0,0,0,4,0,0,0,0,0,0,buggy
39,53,0,0,124,0,0,0,5,0,0,0,0,0,3,buggy
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
9,64,0,0,16,0,0,0,2,0,0,0,0,0,1,clean
2,42,45,4.111111,9,37,31.377777,37,1,4.111111,42,37,4.111111,3,0,clean
5,103,0,0,14,0,0,0,3,0,0,0,0,0,0,clean
0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,clean
59,42,0,0,119,0,0,0,3,0,0,0,0,0,3,clean
11,24,0,0,22,0,0,0,3,0,0,0,0,0,1,clean
16,130,0,0,54,0,0,0,3,0,0,0,0,0,2,clean
21,14,0,0,52,0,0,0,3,0,0,0,0,0,2,buggy
1,37,9,4.5,2,0,19,16,1,8,16,9,0,-7,0,clean
7,44,0,0,17,0,0,0,2,0,0,0,0,0,0,clean
13,2,0,0,25,0,0,0,3,0,0,0,0,0,2,clean
10,120,0,0,14,0,0,0,2,0,0,0,0,0,0,clean
17,128,0,0,40,0,0,0,3,0,0,0,0,0,2,clean
5,72,0,0,8,0,0,0,2,0,0,0,0,0,0,clean
12,24,175,1.34375,32,43,28.937143,23,2,0.71875,59,43,1.34375,116,0,clean
16,171,0,0,36,0,0,0,2,0,0,0,0,0,1,clean
8,129,0,0,13,0,0,0,3,0,0,0,0,0,0,clean
12,67,73,0.75,24,18,47.397259,45,3,1.875,93,18,0.75,-20,0,clean
2,95,0,0,4,0,0,0,1,0,0,0,0,0,0,clean
0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
4,56,25,1,11,3,47.759998,31,2,2.818182,63,11,0.272727,-38,0,clean
0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
1,40,19,6.333334,3,18,31,1,1,0.333333,1,19,6,18,0,clean
3,64,0,0,8,0,0,0,2,0,0,0,0,0,0,clean
9,24,0,0,23,0,0,0,2,0,0,0,0,0,0,clean
24,77,1156,7.204082,49,339,89.891869,339,3,6.918367,946,353,6.918367,210,1,clean
6,123,0,0,11,0,0,0,2,0,0,0,0,0,0,clean
8,56,41,2.444444,9,7,42.243904,15,2,1.666667,31,22,0.777778,10,0,clean
12,24,0,0,33,0,0,0,3,0,0,0,0,0,2,buggy
39,45,0,0,93,0,0,0,4,0,0,0,0,0,1,clean
5,145,0,0,17,0,0,0,2,0,0,0,0,0,2,clean
2,47,101,10.625,8,77,46.10891,13,1,1.625,31,85,9.625,70,0,clean
20,77,0,0,34,0,0,0,4,0,0,0,0,0,0,clean
0,24,0,0,4,0,0,0,1,0,0,0,0,0,0,clean
2,69,0,0,9,0,0,0,3,0,0,0,0,0,0,clean
2,56,56,2.444444,9,18,41.82143,18,2,2,44,22,2,12,2,clean
9,120,41,0.785714,14,11,79.414635,25,2,1.785714,64,11,0.785714,-23,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
27,5,0,0,56,0,0,0,3,0,0,0,0,0,0,clean
0,140,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
