@relation 'data/final_8020_etc.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-3,6-16,18-24,27-29,31-34,36-52,55-59,63-82,84-91,93-107,109-113'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric
@attribute class {buggy,clean}

@data
2,17,62,3.125,16,48,26.935484,2,5,0.125,7,50,3,55,1,clean
2,201,18,2,6,10,187.333328,5,1,0.833333,10,12,1.666667,8,0,buggy
1,7,92,8.363636,11,92,26,92,2,8.363636,92,92,8.363636,0,0,clean
1,39,37,11.333333,3,31,6.837838,3,2,1,6,34,10.333333,31,1,clean
5,201,436,7.85,20,103,99.440369,160,6,8,226,157,5.15,210,0,clean
42,128,235,0.45614,57,23,46.689362,29,1,0.508772,202,26,0.403509,33,0,clean
18,92,471,4.545455,33,68,58.118896,122,1,3.69697,338,150,2.060606,133,0,clean
2,181,32,1.428572,7,10,106.40625,10,4,1.428572,29,10,1.428572,3,1,clean
4,206,38,4,6,13,83.184212,11,2,1.833333,22,24,2.166667,16,0,clean
2,5,71,1.44,25,36,39.549297,10,2,0.4,44,36,1.44,27,0,clean
4,310,272,1.6,50,78,129.988968,19,1,0.38,102,80,1.56,170,0,clean
2,66,14,3,3,6,39.357143,5,1,1.666667,8,9,2,6,0,clean
3,205,25,4,5,6,39.119999,14,1,2.8,19,20,1.2,6,0,clean
2,58,8,4,2,6,39,2,1,1,2,8,3,6,0,clean
6,19,988,7.027027,37,63,95.028343,304,5,8.216216,1319,260,1.702703,-331,0,clean
4,90,40,2.333333,6,12,89.125,2,1,0.333333,7,14,2,33,0,clean
14,126,95,1.588235,17,27,59.736843,27,2,1.588235,40,27,1.588235,55,0,clean
3,60,26,5,3,9,50.384617,6,1,2,12,15,3,14,0,clean
4,197,71,0.785714,42,7,119.492958,54,4,1.285714,77,33,0.166667,-6,0,clean
4,51,48,3.333333,6,10,113.520836,14,1,2.333333,23,20,1.666667,25,0,clean
10,55,285,4.25,20,85,140.747376,18,5,0.9,62,85,4.25,223,0,clean
1,250,1,0.5,2,0,107,1,1,0.5,1,1,0,0,0,clean
0,102,29,4.5,4,18,76.448273,7,2,1.75,13,18,4.5,16,0,clean
7,66,35,0.733333,15,6,61.400002,7,4,0.466667,20,11,0.4,15,0,clean
23,12,726,1.513514,74,59,135.048203,83,6,1.121622,472,112,0.797297,254,0,clean
8,434,405,4.152174,46,174,126.730866,39,4,0.847826,148,191,3.782609,257,0,buggy
6,84,116,6.714286,7,45,53.146553,14,1,2,21,47,6.428571,95,2,clean
1,250,10,5,2,10,12,0,1,0,0,10,5,10,0,clean
1,84,78,22.666666,3,68,21.102564,0,1,0,0,68,22.666666,78,1,clean
1,250,1,0.5,2,1,12,0,1,0,0,1,0.5,1,0,clean
4,32,196,6.538462,13,57,45.168365,35,3,2.692308,50,85,4.384615,146,0,clean
2,46,16,2.25,4,0,28,9,2,2.25,16,9,0,0,0,buggy
22,56,251,0.557692,52,23,99.031876,28,6,0.538462,146,29,0.442308,105,0,clean
4,58,99,1.363636,22,14,59.343433,37,2,1.681818,122,30,0.636364,-23,1,clean
0,109,8,2.333333,3,0,21.875,7,3,2.333333,8,7,0,0,0,clean
8,301,664,11.340426,47,21,146.385544,519,7,11.042553,591,533,0.446809,73,0,clean
3,118,50,8.2,5,34,92.660004,7,3,1.4,13,41,6.8,37,0,clean
23,1,692,1.622222,135,150,88.872833,297,9,2.2,831,219,1.111111,-139,0,clean
2,23,33,0.387097,31,6,63.545456,6,4,0.193548,16,12,0.193548,17,0,clean
2,178,48,3.333333,9,1,50.416668,29,4,3.222222,42,30,0.111111,6,0,clean
1,83,3,1.5,2,0,82,3,2,1.5,3,3,0,0,0,clean
2,21,31,7,3,10,19.645161,21,1,7,21,21,3.333333,10,0,clean
1,142,27,7.333334,3,5,85.814812,17,3,5.666667,30,22,1.666667,-3,0,clean
9,21,199,0.432432,74,32,127.753769,20,5,0.27027,100,32,0.432432,99,2,clean
2,65,1561,123.5,6,741,154.035873,13,2,2.166667,25,741,123.5,1536,1,clean
1,33,1,0.333333,3,0,27,1,2,0.333333,1,1,0,0,0,clean
3,27,1318,30.263159,19,575,144.12291,69,3,3.631579,92,575,30.263159,1226,0,clean
8,60,501,6.85,20,78,68.716568,103,3,5.15,441,137,3.9,60,2,clean
18,52,270,0.60177,113,33,121.699997,35,8,0.309735,129,68,0.292035,141,0,clean
0,262,0,0,3,0,0,0,0,0,0,0,0,0,0,clean
6,183,386,12.4,10,39,151.147675,99,1,9.9,308,124,3.9,78,0,clean
0,262,0,0,3,0,0,0,0,0,0,0,0,0,0,clean
24,292,1651,14.857142,84,94,131.533005,1175,8,13.988095,1448,1248,1.119048,203,0,clean
2,155,41,3,8,24,111.609757,13,3,1.625,18,24,3,23,0,clean
1,125,645,149,4,92,26.727131,504,1,126,514,596,23,131,0,clean
11,13,211,1.791667,24,40,116.165878,51,5,2.125,132,43,1.666667,79,1,clean
2,36,430,21.125,8,169,32.776745,13,2,1.625,17,169,21.125,413,0,clean
5,69,22,1.285714,7,8,55.090908,4,2,0.571429,16,9,1.142857,6,0,clean
3,187,67,2.857143,7,19,115.850746,13,3,1.857143,21,20,2.714286,46,0,clean
6,65,526,3.515152,33,97,30.762358,62,6,1.878788,260,116,2.939394,266,1,clean
1,10,34,8.5,4,32,68,2,1,0.5,2,34,8,32,0,clean
37,10,1538,0.712598,254,102,140.260727,823,6,3.240157,1848,181,0.401575,-310,0,clean
135,65,9321,19.50926,216,177,132.567108,5099,6,23.606482,8377,4214,0.819444,944,11,clean
2,151,17,0.157895,19,2,149.705887,3,2,0.157895,15,3,0.105263,2,0,clean
0,203,2,0.25,4,0,28,1,1,0.25,2,1,0,0,0,clean
1,59,139,15.375,8,123,140.122299,123,3,15.375,137,123,15.375,2,3,clean
2,64,495,20.9,10,209,152.288895,82,2,8.2,193,209,20.9,302,1,clean
9,33,5583,55.925926,27,1298,111.069496,1270,3,47.037037,2603,1510,48.074074,2980,1,clean
1,170,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
8,6,384,7.142857,14,90,112.736977,55,1,3.928572,111,100,6.428571,273,0,clean
2,75,2,0.333333,3,1,69,2,1,0.666667,2,1,0.333333,0,1,clean
2,69,22,3.8,5,0,25.272728,26,2,5.2,29,19,0,-7,0,clean
8,183,569,14.133333,15,212,136.214417,41,1,2.733333,152,212,14.133333,417,0,clean
5,19,71,2,12,23,67.971832,5,3,0.416667,18,24,1.916667,53,0,buggy
4,183,230,16.714285,7,55,106.943481,73,1,10.428572,102,117,7.857143,128,0,clean
5,59,72,5.083334,12,15,147.263886,46,2,3.833333,49,61,1.25,23,0,buggy
2,176,81,10.75,4,32,83.666664,48,1,12,54,43,8,27,0,clean
2,158,301,11.666667,12,140,149.760803,16,4,1.333333,22,140,11.666667,279,0,clean
6,50,264,0.474227,97,45,125.46212,33,3,0.340206,111,46,0.463918,153,0,clean
50,109,1562,0.57451,510,289,105.893089,283,6,0.554902,1059,293,0.566667,503,1,clean
41,45,2801,0.965318,346,291,108.712601,151,4,0.436416,1148,334,0.841041,1653,0,buggy
1,258,53,1.05,20,10,79.905663,14,1,0.7,39,21,0.5,14,0,clean
9,70,760,5.088235,34,69,102.503944,146,4,4.294118,308,173,2.029412,452,4,clean
31,176,651,1.278481,79,25,116.302612,324,5,4.101266,1535,101,0.316456,-884,17,clean
26,33,230,0.196078,102,18,51.652172,9,4,0.088235,59,20,0.176471,171,3,clean
8,28,2766,47,19,893,49.806217,136,2,7.157895,651,893,47,2115,0,clean
3,16,114,6.307693,13,82,16,82,1,6.307693,84,82,6.307693,30,0,clean
0,384,52,1.192308,26,21,72.03846,17,2,0.653846,27,31,0.807692,25,0,clean
3,48,123,0.892857,56,24,97.406502,72,5,1.285714,132,50,0.428571,-9,0,clean
4,3,41,0.7,20,10,49.707317,6,2,0.3,24,14,0.5,17,0,clean
3,19,32,0.608696,23,7,93.1875,16,5,0.695652,23,14,0.304348,9,0,clean
6,39,375,8.8125,16,141,99.882668,19,2,1.1875,49,141,8.8125,326,0,clean
2,206,12,0.666667,12,7,72.166664,2,3,0.166667,4,8,0.583333,8,0,clean
14,86,368,1.604651,43,69,130.290756,91,5,2.116279,390,69,1.604651,-22,2,clean
4,155,35,0.5625,16,7,108.599999,28,4,1.75,54,9,0.4375,-19,0,clean
0,25,0,0,3,0,0,0,1,0,0,0,0,0,0,buggy
20,20,842,3.386667,75,52,111.833733,777,5,10.36,1330,254,0.693333,-488,0,buggy
0,84,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
0,270,0,0,12,0,0,0,0,0,0,0,0,0,0,clean
1,48,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
2,2,177,6.1,10,61,25.163841,9,2,0.9,22,61,6.1,155,0,clean
1,62,7,0.111111,45,0,168,23,2,0.511111,25,5,0,-18,0,clean
25,19,2082,4.887218,133,250,119.167625,514,6,3.864662,1206,650,1.879699,876,0,clean
6,3,96,1.269231,26,31,79.46875,13,5,0.5,54,33,1.192308,42,0,clean
9,27,261,1.9,20,34,80.210732,21,4,1.05,151,38,1.7,110,0,clean
21,25,659,1.275862,87,86,120.588768,55,4,0.632184,370,111,0.988506,289,0,buggy
1,90,11,0.857143,7,3,74.727272,9,3,1.285714,14,6,0.428571,-3,1,clean
6,82,31,0.923077,13,7,79.19355,5,4,0.384615,21,12,0.538462,10,0,clean
2,36,3,0.25,4,0,25,1,2,0.25,3,1,0,0,0,clean
7,24,290,11.428572,14,67,109.593102,93,2,6.642857,220,160,4.785714,70,0,clean
1,2,34,5.666667,3,13,2,4,1,1.333333,8,17,4.333334,26,0,clean
16,126,510,2.548387,31,63,69.915688,57,4,1.83871,239,79,2.032258,271,0,clean
9,126,332,3,19,33,58.316265,47,3,2.473684,218,57,1.736842,114,0,clean
3,172,136,7.222222,9,62,119.772057,12,4,1.333333,22,65,6.888889,114,0,clean
12,130,224,1.72,25,28,156.852676,37,4,1.48,177,43,1.12,47,4,clean
13,130,1228,7.848485,33,70,152.903915,245,5,7.424243,1008,259,2.121212,220,5,clean
