@relation 'data/final_8020_team.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R6-15,18,20-24,27-29,37-40,42-43,46-48,68-69,71-76,84-91,93-94,100,102-104,106-107,109-111,113-weka.filters.unsupervised.attribute.Remove-R4-5,7,9-11,16,25-26,32-34,47-48,56'

@attribute CntClassBase numeric
@attribute SumCyclomaticModified numeric
@attribute CountStmtExe numeric
@attribute AvgLineComment numeric
@attribute CountStmtDecl numeric
@attribute CntDeclMethodProtected numeric
@attribute CntClassCoupled numeric
@attribute CntDeclMethodPublic numeric
@attribute CntDeclMethod numeric
@attribute MaxCyclomaticModified numeric
@attribute CntDeclMethodDefault numeric
@attribute CntDeclMethodAll numeric
@attribute CntDeclInstanceVariable numeric
@attribute CountLineCodeExe numeric
@attribute AvgLineBlank numeric
@attribute CountLineCode numeric
@attribute CountLineComment numeric
@attribute CntDeclClassVariable numeric
@attribute CountLineCodeDecl numeric
@attribute SumCyclomatic numeric
@attribute CntClassDerived numeric
@attribute CountLineBlank numeric
@attribute CntDeclMethodPrivate numeric
@attribute MxInheritanceTree numeric
@attribute MaxCyclomatic numeric
@attribute AvgEssential numeric
@attribute SumEssential numeric
@attribute PcntLackOfCohesion numeric
@attribute MaxCyclomaticStrict numeric
@attribute AvgCyclomaticStrict numeric
@attribute AvgLine numeric
@attribute RatioCommentToCode numeric
@attribute AvgLineCode numeric
@attribute CntDeclInstanceMethod numeric
@attribute CountStmt numeric
@attribute CountDeclFunction numeric
@attribute CountDeclClass numeric
@attribute AvgCyclomaticModified numeric
@attribute CountLine numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute CountSemicolon numeric
@attribute class {buggy,clean}

@data
7,55,120,0.63,75,0,16,8,19,12,0,114,7,134,0.63,260,108,4,79,55,0,40,11,7,12,1,28,20.75,12,3,11.82,0.42,10.56,19,195,19,4,2,400,57,2,141,clean
2,32,73,3,70,0,2,1,1,5,0,14,0,81,1,182,131,0,68,32,0,21,0,1,5,1,28,0,5,1,23,0.72,19,1,143,22,2,1,332,34,1,111,clean
4,27,44,1,42,0,13,2,2,5,0,28,0,50,0,114,73,0,42,27,0,20,0,2,5,1,15,0,6,2,14.5,0.64,13.5,2,86,13,3,2,207,30,2,58,clean
5,16,27,0,30,0,8,6,8,3,0,47,3,32,0,72,14,1,28,16,0,10,2,3,3,1,10,20.67,4,2,5.43,0.19,5.43,6,57,8,3,2,95,18,2,40,buggy
1,13,23,0,27,6,4,2,8,4,0,21,1,23,1,70,19,3,34,13,0,21,0,2,4,1,8,87,5,1,8,0.27,6,8,50,8,1,1,107,14,1,36,clean
1,13,16,0,34,6,14,4,10,4,0,23,0,18,0,65,27,0,33,13,0,13,0,2,4,1,10,0,4,1,4,0.42,4,10,50,10,1,1,105,14,1,37,clean
7,23,61,0,55,6,9,7,15,6,0,92,10,70,0.54,145,42,1,52,23,0,35,2,6,6,1,15,20.75,7,1,7.8,0.29,6.72,15,116,15,4,1,218,25,1,92,clean
21,60,171,0.61,106,5,34,20,30,6,1,314,14,194,0.78,344,26,0,96,60,0,65,4,19,6,1,32,13.25,8,2,13.19,0.08,11.55,30,277,30,12,2,430,64,2,215,clean
5,46,132,0,76,5,13,5,22,7,0,161,13,148,0,267,73,4,78,48,0,44,12,6,7,1,34,28.33,8,2,10.43,0.27,9.61,22,208,22,3,2,377,50,2,165,clean
12,46,81,0.99,67,2,10,5,7,5,0,85,0,101,0,203,155,0,64,46,0,20,0,6,5,1,33,0,5,2,11.61,0.76,10.62,7,148,24,7,1,377,49,1,104,clean
2,23,36,0,52,5,13,10,17,3,0,107,2,47,0,122,50,0,50,23,0,24,2,5,3,1,17,85,3,1,6,0.41,5,17,88,17,1,1,195,24,1,65,clean
7,47,101,0.99,74,5,27,6,17,8,0,146,3,146,0.1,267,59,0,71,47,0,27,6,8,8,1,26,17.25,10,3,19.16,0.22,17.36,17,175,17,4,2,345,51,2,126,clean
4,40,57,0,46,0,4,2,2,9,0,28,0,59,0,137,106,0,44,40,0,34,0,2,9,1,34,0,12,1,5,0.77,5,2,103,24,3,1,275,43,1,63,clean
8,106,198,1.97,96,2,30,36,41,10,0,115,0,223,0.73,404,191,2,92,109,0,56,3,5,12,1,58,24.25,12,2,17.97,0.47,14.63,41,294,41,4,2,633,119,2,188,clean
2,58,88,0,72,0,2,1,1,10,0,14,0,94,0,223,93,0,80,59,0,32,0,1,10,1,42,0,10,2,9,0.42,9,1,160,24,2,2,348,61,2,101,buggy
1,55,118,1,85,0,10,14,16,19,0,29,9,126,1,252,53,3,78,55,0,45,2,2,19,1,28,81,21,3,16,0.21,13,16,203,16,1,3,350,62,3,154,clean
2,15,26,0,31,0,5,2,6,4,0,19,0,29,0,72,39,0,29,15,0,9,4,1,4,1,6,0,5,2,10,0.54,10,6,57,6,1,2,117,16,2,43,clean
7,43,83,0.34,70,0,22,19,20,7,0,83,3,81,0.34,180,39,10,70,43,0,60,1,7,7,1,34,20.25,7,2,5.14,0.22,4.47,20,153,22,5,1,272,47,1,105,clean
15,253,437,0.08,288,0,57,60,70,15,0,174,0,480,0,961,150,3,282,256,0,81,10,8,15,2,147,12.5,16,3,10.56,0.16,10.05,8,725,73,9,3,1169,275,3,483,buggy
26,112,293,0.22,197,0,87,35,50,13,0,260,21,325,0.68,594,32,0,173,112,0,113,15,20,13,1,68,17.5,13,2,13.54,0.05,12.35,49,490,53,15,2,739,119,2,392,clean
19,100,211,0.61,99,0,48,17,34,18,2,151,11,263,0,447,97,0,91,100,0,48,15,10,18,1,60,9.33,18,3,10.6,0.22,9.99,34,310,34,9,2,569,109,2,212,buggy
1,18,41,0,61,0,19,7,8,6,0,43,2,42,1,115,14,0,54,18,0,26,1,3,6,1,13,50,6,2,12,0.12,10,5,102,8,1,2,155,18,2,90,clean
5,42,71,0,65,0,8,4,5,5,0,60,1,73,0,174,97,0,65,42,0,29,1,5,5,1,31,11,7,1,8.37,0.56,7.83,5,136,26,4,1,299,44,1,96,buggy
8,40,80,0,77,0,22,15,24,5,1,119,10,85,0,195,38,2,74,40,0,38,8,7,5,1,24,22.5,5,1,8.47,0.19,7.82,24,157,24,4,1,268,44,1,116,buggy
9,29,112,0,66,1,15,9,14,7,0,79,8,132,0.53,221,34,0,59,29,0,31,4,6,7,1,16,11.2,8,2,10.42,0.15,9.62,12,178,14,5,2,283,33,2,149,clean
3,49,92,0,64,1,13,19,23,5,0,49,8,97,0,208,66,4,65,49,0,35,3,2,5,1,23,42.5,5,2,7.02,0.32,7.02,21,156,23,2,2,300,52,2,106,clean
1,14,20,0,39,9,13,4,13,2,0,113,1,23,0,88,51,0,50,14,0,20,0,6,2,1,13,69,4,1,5,0.58,5,13,59,13,1,1,158,17,1,44,clean
6,69,164,0,127,5,37,14,28,6,1,89,11,172,0.84,360,56,5,124,69,0,70,8,5,6,1,38,29.33,7,2,10.48,0.16,8.96,28,291,28,3,2,477,74,2,222,buggy
4,49,75,0,60,1,1,6,8,7,0,50,2,75,0,177,177,0,56,49,0,31,1,4,7,1,28,32,8,2,4.44,1,3.72,8,135,24,3,2,385,52,2,87,buggy
1,5,6,0,14,2,9,2,4,2,0,17,0,7,0,27,28,0,14,5,0,7,0,2,2,1,4,0,2,1,4,1.04,4,4,20,4,1,1,61,5,1,14,clean
1,0,1,0,502,0,2,0,0,0,0,13,0,1,0,506,16,499,503,0,0,193,0,2,0,0,0,0,0,0,0,0.03,0,0,503,0,1,0,714,0,0,502,buggy
4,96,161,0,114,0,7,2,2,18,0,28,0,171,0,356,160,0,107,96,0,46,0,2,18,2,57,0,21,3,10,0.45,10,2,275,28,4,3,558,107,3,186,clean
2,51,105,1.71,80,3,21,8,16,19,0,42,20,112,0,234,74,7,79,54,0,33,5,3,22,1,30,75,25,3,12.57,0.32,10.86,16,185,16,2,3,324,60,3,134,clean
1,8,12,0,19,3,1,3,7,2,0,48,3,11,0,38,25,0,19,8,1,11,1,4,2,1,7,71,2,1,3,0.66,3,7,31,7,1,1,74,8,1,22,clean
9,53,107,0.39,57,1,22,11,17,20,1,69,7,123,0,224,68,0,53,53,0,26,4,5,20,2,34,19.5,21,3,9.71,0.3,8.93,17,164,17,4,3,308,61,3,113,clean
4,96,165,0,120,2,24,54,61,5,1,87,5,185,0,425,219,0,141,96,0,60,4,3,5,1,67,46.5,5,1,6.48,0.52,5.66,56,285,61,2,1,690,100,1,180,buggy
6,19,56,0,52,3,14,9,13,3,1,165,5,60,0.73,129,12,1,50,19,0,32,0,8,3,1,13,25.5,3,1,9.59,0.09,8.76,13,108,13,4,1,171,19,1,87,clean
12,115,182,0,135,0,21,7,7,11,0,85,1,204,0,437,167,0,130,116,0,45,0,6,11,1,72,8.33,16,3,9.42,0.38,9.42,7,317,42,7,2,647,130,2,208,clean
6,18,25,0,39,4,18,6,10,4,0,49,2,30,0,85,10,0,39,18,0,13,0,4,4,1,12,25,5,2,9.71,0.12,9.29,10,64,10,3,1,108,20,1,46,clean
96,345,838,0.48,452,7,179,93,135,13,2,838,70,1005,0.42,1698,276,8,400,353,1,273,33,54,13,1,207,3.76,16,2,10.81,0.16,10.02,134,1290,135,49,2,2187,395,2,949,clean
9,102,232,0.54,166,1,35,29,38,11,2,123,20,263,0.54,514,135,15,165,111,0,98,6,8,15,2,81,39.83,16,3,11.98,0.26,10.66,37,398,38,6,2,718,124,2,297,clean
5,49,128,0,90,2,24,23,30,4,0,69,4,135,0,268,149,6,88,49,0,50,5,4,4,1,34,31.33,4,1,7.51,0.56,6.93,16,218,30,3,1,462,50,1,170,clean
3,22,39,0,37,1,18,5,9,7,0,91,4,47,0,103,20,0,36,22,0,13,3,3,7,1,13,32.5,9,2,9.69,0.19,9.69,9,76,9,2,2,136,25,2,54,buggy
10,19,66,0,54,3,12,5,12,5,0,77,3,71,0.27,138,29,0,49,19,0,17,4,6,5,1,16,11.6,5,1,6.91,0.21,6.36,12,120,12,5,1,181,19,1,103,clean
23,85,193,0.54,152,2,45,35,47,5,2,202,16,230,1.03,448,81,5,138,85,0,121,8,12,5,1,56,20.2,6,1,10.48,0.18,8.74,47,345,47,10,1,635,92,1,257,buggy
7,72,117,0.33,112,0,29,24,32,8,0,84,3,124,0,290,193,10,99,72,0,47,8,4,8,1,49,35.75,9,2,6.75,0.67,5.95,8,229,32,4,2,521,75,2,165,clean
1,16,31,1,48,0,6,1,3,10,0,16,0,35,1,98,40,26,48,16,0,17,2,1,10,2,6,96,11,6,24,0.41,22,0,79,3,1,5,134,19,5,62,clean
2,20,31,0,34,0,1,1,1,4,0,14,0,34,0,86,78,0,35,20,0,16,0,1,4,1,16,0,4,1,3,0.91,3,1,65,13,2,1,177,20,1,46,buggy
5,12,15,0.38,32,3,11,4,9,2,0,48,0,22,0,70,27,0,35,12,0,8,2,4,2,1,9,0,2,1,7,0.39,6.63,9,47,9,3,1,104,12,1,34,clean
1,6,10,0,16,3,1,2,5,2,0,46,2,9,0,31,25,0,16,6,0,9,0,4,2,1,5,70,2,1,4,0.81,4,5,26,5,1,1,65,6,1,19,clean
12,172,258,0,208,0,8,7,7,16,0,85,0,288,0,624,395,0,183,172,0,92,0,6,16,1,92,0,19,2,3.82,0.63,3.65,7,466,74,7,2,1097,192,2,314,buggy
4,86,178,0,99,0,2,2,2,12,0,28,0,211,0,387,118,0,95,86,0,40,0,2,12,1,43,0,14,4,3,0.3,3,2,277,22,3,3,538,98,3,193,clean
13,32,67,0,57,6,15,12,22,7,1,113,4,79,0,169,57,0,57,34,0,23,3,8,7,1,28,12.14,7,1,4.67,0.34,4.39,22,124,22,7,1,248,34,1,91,clean
1,3,9,0,10,1,4,2,3,1,0,92,1,9,0,23,16,0,10,3,0,5,0,6,1,1,3,66,1,1,5,0.7,5,3,19,3,1,1,44,3,1,15,clean
1,9,14,0,23,0,6,2,3,6,0,72,1,16,0,48,24,0,23,9,0,9,1,2,6,1,3,33,6,3,12,0.5,12,3,37,3,1,3,79,9,3,27,clean
12,52,146,0,91,0,6,6,6,6,0,84,0,164,0,293,49,0,81,52,0,52,0,6,6,1,31,0,8,2,4.5,0.17,4.5,6,237,29,7,1,388,58,1,191,clean
2,56,185,0,67,1,28,15,18,6,0,44,6,234,1.14,331,15,3,70,56,0,62,2,3,6,2,36,20.5,6,3,18.59,0.05,17.45,16,252,18,2,3,408,56,3,222,clean
6,14,21,0,29,1,17,8,10,2,0,49,1,26,0,67,35,4,27,14,0,17,1,3,2,1,10,28.33,2,1,7.71,0.52,7.71,8,50,10,3,1,119,14,1,35,clean
1,14,59,1,50,4,9,7,11,2,0,24,0,60,1,122,42,0,48,14,0,25,0,2,2,1,11,0,2,1,12,0.34,9,10,109,11,1,1,189,14,1,96,clean
4,17,21,0,21,0,6,9,9,3,0,35,2,24,0,56,37,0,18,17,0,15,0,2,3,1,9,25,3,1,5.29,0.66,4.29,9,42,9,2,1,108,17,1,25,clean
9,15,34,0,31,0,12,7,10,2,1,75,6,59,0.25,100,30,2,29,15,0,17,2,6,2,1,10,12,2,1,6.35,0.3,6.09,10,65,10,5,1,143,15,1,49,clean
2,83,147,0,127,0,12,46,53,8,0,79,28,152,0,352,52,8,127,86,0,70,7,3,8,1,63,60.5,17,1,5,0.15,5,52,274,53,2,1,473,99,1,190,clean
9,84,165,0,100,7,34,9,25,10,0,169,8,192,0,369,73,3,99,84,0,38,9,6,10,2,57,16.6,13,3,15.88,0.2,14.57,25,265,25,5,3,479,94,3,180,clean
1,7,7,0,14,0,3,7,7,1,0,20,2,7,0,29,66,0,14,7,1,12,0,1,1,1,7,71,1,1,3,2.28,3,7,21,7,1,1,107,7,1,13,clean
18,94,148,0,143,1,39,56,58,5,0,191,8,178,0,394,217,13,117,97,0,56,1,11,5,1,65,10.67,7,1,4.86,0.55,4.23,58,291,58,9,1,656,103,1,194,buggy
4,112,193,0,108,0,3,3,3,12,0,29,0,225,0,415,392,0,95,112,0,71,0,2,12,2,74,0,13,3,7.45,0.94,7.45,3,301,36,3,3,867,117,3,198,clean
1,13,18,0,26,0,9,8,8,4,0,39,1,20,0,59,13,0,26,13,0,12,0,2,4,1,10,62,4,1,6,0.22,5,8,44,8,1,1,83,13,1,30,buggy
1,20,32,0,35,5,1,3,8,6,0,21,1,34,0,85,33,0,33,20,0,12,0,2,6,2,18,62,7,2,8,0.39,8,8,67,8,1,2,130,22,2,48,buggy
2,5,5,0,14,0,6,4,4,2,0,24,0,5,0,25,12,0,14,5,0,7,0,2,2,1,4,0,2,1,4,0.48,4,4,19,4,1,1,44,5,1,13,buggy
1,23,34,0,54,0,4,10,10,5,0,23,1,36,0,111,39,0,52,23,0,15,0,2,5,1,16,9,5,2,9,0.35,9,10,88,10,1,2,165,26,2,67,buggy
2,16,19,0,35,0,3,2,2,4,0,15,0,22,0,64,40,0,28,16,0,11,0,1,4,1,12,0,4,2,3,0.63,2,2,54,8,2,2,115,16,2,42,buggy
7,34,76,0,60,0,16,8,17,8,0,112,7,85,0,172,48,1,56,34,0,28,9,7,8,1,17,20.5,12,2,7.5,0.28,7.5,17,136,17,4,2,244,40,2,102,clean
12,98,175,0.41,121,2,14,14,16,16,0,107,5,196,0,411,132,1,122,99,0,48,0,9,16,1,60,12.14,20,2,9.59,0.32,9.32,16,296,45,10,2,585,110,2,200,clean
4,33,65,1.22,53,1,19,8,10,14,0,36,3,83,0.61,172,39,0,59,35,1,27,1,3,14,1,19,38.5,15,3,14.33,0.23,12.5,9,118,10,2,3,229,37,3,86,clean
1,2,2,0,7,0,2,2,2,1,0,15,0,2,0,12,36,0,7,2,0,2,0,1,1,1,2,0,1,1,3,3,3,0,9,2,1,1,50,2,1,6,clean
2,26,47,0,45,5,13,5,10,8,0,84,1,51,0,118,48,0,44,26,0,16,0,4,8,1,15,90,11,3,10,0.41,9,6,92,10,1,2,182,32,2,66,clean
4,20,35,0.89,29,2,18,6,8,11,0,122,1,50,0,100,41,0,30,20,0,17,0,9,11,1,10,20,12,2,8.77,0.41,7.66,8,64,8,3,2,155,23,2,43,clean
7,79,278,0.5,111,2,39,27,32,13,0,84,3,290,0.5,477,225,11,119,79,0,69,3,5,13,1,40,23.75,14,2,13.83,0.47,12.83,15,389,33,5,2,758,84,2,310,clean
7,92,158,0.11,141,8,46,27,46,6,1,126,7,172,0,390,240,12,137,92,2,59,10,6,6,1,52,23.5,6,2,6.79,0.62,6.68,45,299,46,4,2,674,96,2,211,buggy
2,14,25,0,33,0,3,9,10,3,0,23,8,27,0,73,41,6,33,14,0,14,1,1,3,1,12,84,5,1,5,0.56,5,10,58,10,1,1,120,16,1,43,clean
5,10,26,2.07,25,0,12,5,5,3,0,60,4,34,0.53,69,32,0,24,10,0,9,0,5,3,1,5,13.67,4,2,14.17,0.46,12.87,5,51,5,3,2,105,12,2,40,clean
4,28,38,0.5,44,0,2,2,2,5,0,28,0,46,0,113,87,0,43,28,0,11,0,2,5,1,22,0,5,1,7,0.77,6.5,2,82,17,3,1,203,29,1,57,clean
1,16,25,0,31,1,6,6,8,3,0,34,1,21,0,70,34,0,36,16,1,12,1,3,3,1,8,25,4,2,7,0.49,7,8,56,8,1,2,114,18,2,39,buggy
3,22,38,0,30,4,7,13,17,4,0,58,4,42,0,93,94,0,29,22,0,22,0,3,4,1,19,35,4,1,4.52,1.01,4.52,17,68,17,2,1,209,22,1,45,buggy
4,22,38,0.29,43,6,22,5,11,5,0,144,0,46,0,111,83,4,43,22,0,18,0,10,5,1,18,30.33,6,2,7.25,0.75,6.67,11,81,11,3,2,208,23,2,56,buggy
5,17,35,0,43,3,12,7,10,3,0,107,2,37,0,97,33,0,40,17,0,15,0,9,3,1,14,12.5,4,1,7.4,0.34,6.8,10,78,10,4,1,145,18,1,60,buggy
1,25,37,0,35,2,3,15,17,4,0,42,1,41,0,101,54,0,31,25,0,21,0,2,4,1,17,35,4,1,5,0.53,5,17,72,17,1,1,176,25,1,46,buggy
1,6,8,0,15,0,3,4,4,2,0,17,0,8,0,29,10,1,15,6,0,8,0,2,2,1,4,75,2,1,4,0.34,4,2,23,4,1,1,47,6,1,16,clean
36,155,304,0.49,212,12,80,40,63,9,0,320,19,343,0.41,667,87,3,195,155,1,104,11,23,9,1,81,4.89,10,2,10.37,0.13,9.55,63,516,63,19,2,838,164,2,358,clean
4,18,23,0,26,0,1,7,7,3,0,20,1,23,0,61,28,0,20,18,0,9,0,2,3,1,13,0,3,2,8,0.46,8,7,49,7,1,2,98,18,2,36,clean
7,84,234,0.77,123,6,28,14,26,17,0,121,17,257,0.77,458,146,8,121,84,1,63,6,7,17,1,49,21.75,17,3,17.45,0.32,15.26,22,357,26,4,3,639,90,3,277,clean
4,22,60,0.44,57,4,23,11,16,3,0,136,3,117,0.66,195,60,6,56,22,2,29,1,10,3,1,16,30,3,1,21.01,0.31,20.35,16,117,16,3,1,276,22,1,93,clean
1,0,1,0,1064,0,2,0,0,0,0,13,0,1,0,1068,17,1061,1065,0,0,108,0,2,0,0,0,0,0,0,0,0.02,0,0,1065,0,1,0,1191,0,0,1064,clean
3,14,18,0,27,0,8,5,6,5,0,19,2,18,0,59,16,0,26,14,0,10,1,2,5,1,8,66,6,2,7,0.27,7,6,45,6,1,2,85,16,2,31,clean
7,34,118,0,65,8,14,4,18,5,0,170,9,130,0.75,226,43,3,64,34,0,45,6,7,5,1,21,20.5,8,2,13.19,0.19,11.68,18,183,18,4,1,313,37,1,148,clean
1,11,16,0,29,0,10,6,7,3,0,20,0,15,0,52,26,0,28,11,0,10,1,2,3,1,7,0,3,1,5,0.5,5,7,45,7,1,1,88,12,1,34,buggy
5,189,387,1.7,225,0,36,44,66,21,1,92,11,423,0,793,488,29,224,192,0,96,21,3,21,1,104,48,21,3,11.24,0.62,10.39,54,612,66,2,2,1309,207,2,426,buggy
19,81,254,0.06,166,3,68,57,64,4,1,236,34,258,0.33,509,53,3,172,82,0,133,3,19,5,1,70,30.5,5,1,6.52,0.1,5.81,64,420,68,11,1,678,82,1,336,clean
14,46,108,0.43,39,0,24,12,17,5,1,108,0,133,0.21,234,64,0,58,46,0,26,4,7,5,1,33,0,6,2,13.08,0.27,12.44,17,147,17,7,2,323,48,2,98,clean
9,38,80,0.85,93,3,26,10,18,8,0,130,5,98,1.9,218,44,0,84,38,0,38,5,8,8,1,23,29,8,2,18.15,0.2,15.25,18,173,18,5,2,294,38,2,134,clean
2,70,112,0,121,0,4,6,6,5,0,19,5,125,0,303,165,0,113,72,0,38,0,1,7,1,44,56,7,1,10,0.54,10,6,233,39,3,1,504,77,1,171,clean
3,8,11,0,19,6,9,2,8,1,0,59,2,11,0,40,30,0,20,8,0,10,0,4,1,1,8,35.5,1,1,4,0.75,4,8,30,8,2,1,80,8,1,21,clean
1,43,73,0,54,0,15,14,15,8,0,28,1,81,0,170,73,0,54,43,0,26,1,1,8,2,30,80,9,3,11,0.43,10,3,127,15,1,2,269,50,2,83,buggy
1,14,22,0,30,0,6,3,5,6,0,18,0,27,0,76,16,0,34,14,0,9,2,2,6,1,8,0,7,3,13,0.21,13,5,52,5,1,2,101,15,2,40,buggy
1,2,1,0,4,2,1,0,2,1,0,15,0,1,0,7,12,0,4,2,0,3,0,2,1,1,2,0,1,1,2,1.71,2,2,5,2,1,1,21,2,1,2,clean
16,88,134,0,116,2,47,24,39,8,2,143,6,155,0,336,99,0,98,88,0,44,11,8,8,1,43,10.75,8,2,7.2,0.29,7.07,39,250,39,8,2,476,92,2,173,buggy
1,68,122,1,87,6,19,10,24,8,0,37,3,139,0,289,81,0,85,68,4,34,8,2,8,1,40,93,11,3,12,0.28,11,24,209,24,1,2,402,80,2,146,clean
1,27,45,1,43,9,7,1,10,7,0,23,0,57,0,138,58,13,53,27,0,23,0,2,7,1,16,96,8,3,13,0.42,11,9,88,10,1,2,206,31,2,60,clean
8,111,246,2.01,163,3,43,14,40,23,8,105,13,298,0.38,575,185,6,176,114,0,83,15,5,23,1,63,27.6,35,3,13.12,0.32,10.57,36,409,40,5,2,821,139,2,295,clean
1,10,15,2,17,0,4,3,4,5,0,17,1,15,0,44,28,1,18,10,0,9,1,2,5,1,7,62,5,2,11,0.64,8,4,32,4,1,2,77,10,2,21,clean
7,33,57,0.06,54,4,20,13,19,4,0,254,5,63,0,153,87,0,56,33,0,19,2,11,4,1,24,19,4,1,5.82,0.57,5.77,18,111,19,4,1,258,37,1,76,buggy
1,29,44,0,37,1,8,3,8,18,0,21,4,44,0,106,27,0,35,29,0,18,4,2,18,2,20,62,19,3,12,0.25,11,8,81,8,1,3,151,31,3,54,buggy
8,72,103,0,110,5,23,15,25,10,1,120,1,117,0,278,86,0,97,72,0,28,4,5,10,1,27,21.5,12,3,9.2,0.31,8.55,25,213,25,4,2,392,79,2,150,buggy
2,9,16,0,20,0,5,2,2,8,0,15,3,16,1,44,13,1,20,9,0,8,0,1,8,3,7,50,12,6,13,0.3,12,2,36,2,1,4,65,13,4,26,buggy
19,74,127,0,116,10,65,23,38,4,0,288,12,157,0,340,70,3,108,76,0,57,5,24,6,1,44,14.08,6,1,6.57,0.21,6.42,37,243,41,14,1,464,78,1,164,buggy
5,32,73,0,61,0,20,12,13,5,0,74,3,77,0,165,31,1,59,32,0,24,1,7,5,1,21,25.67,5,2,10.04,0.19,9.43,13,134,13,3,2,219,33,2,101,buggy
10,128,195,0,171,12,29,16,42,16,0,150,1,211,0,470,64,0,149,128,1,45,14,6,16,1,75,18.8,17,3,9.01,0.14,8.39,42,366,42,5,3,579,134,3,254,buggy
10,40,45,0,49,0,20,10,10,4,0,75,0,61,0,131,79,0,34,40,0,20,0,5,4,1,26,0,4,1,3,0.6,2,10,94,26,6,1,230,40,1,58,clean
11,119,197,0,172,9,65,23,51,8,6,296,9,219,0,495,39,2,164,121,0,70,13,23,8,1,83,13.89,8,2,6.3,0.08,6.3,48,369,54,10,2,594,131,2,251,buggy
11,167,300,0.69,273,3,58,44,65,12,0,143,5,347,0.1,750,162,12,255,167,0,72,18,6,12,1,83,15.83,12,2,10.08,0.22,8.89,65,573,65,6,2,972,169,2,425,clean
1,29,41,0,33,0,7,10,10,11,0,23,3,41,0,95,44,0,31,29,0,19,0,2,11,2,23,63,11,2,8,0.46,7,10,74,10,1,2,158,29,2,46,clean
1,35,63,0,36,0,5,8,9,15,0,29,2,67,0,131,20,3,36,37,0,26,1,2,15,4,36,75,17,4,14,0.15,13,9,99,9,1,3,177,41,4,63,clean
13,45,104,0.29,79,1,8,6,7,5,0,98,0,114,0,229,91,0,76,45,0,44,0,8,5,1,29,0,5,1,4.14,0.4,4,7,183,29,8,1,356,45,1,138,clean
5,12,22,0.58,30,0,7,6,7,4,1,33,2,34,0,75,36,0,28,12,0,10,0,3,4,1,7,33,4,1,7.03,0.48,6.45,7,52,7,2,1,113,12,1,40,clean
10,107,215,3.9,154,0,57,15,28,14,5,116,4,265,2.55,519,271,3,167,107,0,72,8,7,14,2,63,23.83,14,4,29.03,0.52,23.19,17,369,28,6,3,842,118,3,272,buggy
1,4,6,0,9,0,1,2,2,3,0,28,0,7,0,21,11,2,9,4,0,6,0,3,3,1,2,50,3,2,6,0.52,6,1,15,2,1,2,37,4,2,10,buggy
2,4,7,0,13,0,1,3,3,2,0,16,1,8,0,26,27,0,13,4,0,5,0,2,2,1,3,33,2,1,5,1.04,5,3,20,3,1,1,58,4,1,15,clean
12,25,68,0.19,49,2,27,10,14,7,0,148,5,80,0.43,148,35,0,41,25,0,20,2,11,7,1,20,10,7,1,9.76,0.24,9.23,14,117,14,7,1,200,25,1,93,clean
10,59,83,0,73,0,15,22,27,7,1,66,6,90,0,211,85,0,65,59,0,34,4,4,7,1,31,30.33,8,2,7.36,0.4,6.79,27,156,27,3,2,330,61,2,103,buggy
3,20,79,0,53,5,8,9,14,5,0,40,12,83,0,156,89,0,52,20,0,27,0,3,5,1,14,41.5,6,1,7.55,0.57,6.9,14,132,14,2,1,272,21,1,111,clean
25,73,164,0.48,121,6,54,21,35,7,0,226,16,192,0.23,366,88,4,110,73,0,52,8,15,7,1,48,8.54,8,2,9.02,0.24,8.78,35,285,35,13,2,491,81,2,214,clean
1,18,26,0,33,0,8,16,16,2,0,39,6,26,0,77,63,0,33,18,0,20,0,3,2,1,16,79,2,1,3,0.82,3,16,59,16,1,1,160,18,1,40,buggy
3,44,86,0,52,2,12,6,11,7,0,53,7,97,0,181,96,3,50,44,2,19,3,4,7,1,15,40.5,8,4,12.57,0.53,11.83,11,138,11,2,4,287,46,4,95,buggy
