@relation 'data/final_8020_team.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-3,6-16,18-24,27-29,31-34,36-52,55-59,63-82,84-91,93-107,109-113'

@attribute BUGFIXES numeric
@attribute AGE numeric
@attribute LOC_ADDED numeric
@attribute AVE_LOC_ADDED numeric
@attribute REVISONS numeric
@attribute MAX_CODECHURN numeric
@attribute WEIGHTD_AGE numeric
@attribute MAX_LOC_DELETED numeric
@attribute AUTHORS numeric
@attribute AVG_LOC_DELETED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVE_CODECHURN numeric
@attribute CODECHURN numeric
@attribute REFACTORINGS numeric
@attribute class {buggy,clean}

@data
18,164,282,1.756757,37,40,176.574463,47,2,1.27027,153,65,1.081081,129,2,buggy
1,247,16,0.259259,27,7,55.1875,3,2,0.111111,6,7,0.259259,10,0,clean
1,212,8,0.105263,38,4,145.5,5,1,0.131579,8,4,0.105263,0,0,clean
1,245,71,3.4,15,43,144.732391,8,1,0.533333,11,51,2.866667,60,0,clean
4,188,173,6.2,10,62,186.48555,4,1,0.4,16,62,6.2,157,0,buggy
2,254,25,1,17,9,105.160004,8,2,0.470588,17,17,0.529412,8,0,buggy
2,273,118,12.555555,9,75,169.542374,38,2,4.222222,49,113,8.333333,69,0,buggy
4,112,44,0.875,32,2,154.5,330,3,10.3125,345,28,0.0625,-301,0,buggy
5,182,34,2,6,12,160.735291,1,1,0.166667,2,12,2,32,0,buggy
3,177,21,2.75,4,10,131.428574,1,2,0.25,2,11,2.5,19,0,clean
21,98,1302,12.263158,38,333,156.458527,340,3,8.947369,679,466,8.763158,623,0,clean
1,180,0,0,1,0,0,0,1,0,0,0,0,0,0,clean
8,111,174,1.366197,71,22,62.729885,94,3,1.323944,157,97,0.309859,17,0,clean
3,212,31,0.178947,95,7,148.032257,10,2,0.105263,22,17,0.073684,9,1,clean
44,71,260,0.184466,103,19,140.146149,14,3,0.135922,73,19,0.184466,187,0,clean
0,212,4,0.166667,12,0,176.5,2,1,0.166667,4,2,0,0,1,clean
3,212,121,2.147059,34,54,122.413223,32,2,0.941177,56,73,1.588235,65,0,clean
3,181,34,3.333333,6,20,175.558823,27,1,4.5,35,20,3.333333,-1,1,buggy
13,56,198,0.5,130,23,85.13131,42,3,0.323077,107,65,0.176923,91,0,buggy
8,215,54,0.394737,76,29,147.925919,9,3,0.118421,26,30,0.381579,28,0,clean
1,305,11,0.153846,39,0,141.090912,23,1,0.589744,28,6,0,-17,0,clean
20,164,558,3.675676,37,109,158.229385,201,3,5.432433,493,136,2.945946,65,0,clean
6,202,169,1.035088,57,43,176.491119,33,3,0.578947,95,59,0.754386,74,1,clean
0,212,3,0.083333,24,0,176,2,1,0.083333,3,2,0,0,0,clean
3,282,13,0.051282,78,1,159.846161,10,2,0.128205,24,4,0.012821,-11,0,buggy
2,171,4,0.5,4,2,125.75,1,2,0.25,2,2,0.5,2,0,buggy
0,397,3,0.222222,9,0,176,2,1,0.222222,3,2,0,0,0,clean
2,254,121,4.954546,22,13,181.619827,96,2,4.363637,102,109,0.590909,19,1,buggy
7,158,32,0.257143,35,8,152.375,8,2,0.228571,21,9,0.228571,11,0,clean
3,164,56,0.555556,45,12,161.392853,13,1,0.288889,31,25,0.266667,25,0,clean
7,34,62,0.178082,73,8,123.129036,9,3,0.123288,36,13,0.109589,26,0,clean
1,383,5,0.076923,26,0,157.800003,2,1,0.076923,5,2,0,0,0,clean
8,212,148,0.836364,55,43,139.594589,89,2,1.618182,219,46,0.781818,-71,0,buggy
6,188,103,0.818182,44,11,114.951454,29,2,0.659091,66,36,0.25,37,0,buggy
2,171,178,26.8,5,126,168.719101,8,2,1.6,13,134,25.2,165,0,buggy
0,171,36,2.6,5,12,170.388886,2,2,0.4,5,13,2.4,31,0,buggy
5,98,57,1.033333,30,23,149.964905,8,2,0.266667,21,31,0.766667,36,1,buggy
1,212,10,0.210526,19,2,105.900002,6,3,0.315789,10,4,0.105263,0,0,buggy
20,98,606,2.825,40,96,168.646866,114,3,2.85,302,113,2.4,304,0,buggy
5,164,64,5.285714,7,30,156.078125,18,1,2.571429,26,37,4.285714,38,1,clean
19,109,480,10,25,104,90.935417,218,4,8.72,307,250,4.16,173,1,buggy
2,212,64,0.47561,82,27,152.203125,12,2,0.146341,22,39,0.329268,42,0,clean
0,236,35,0.697674,43,30,184.057144,2,2,0.046512,5,30,0.697674,30,0,clean
4,154,117,7.857143,7,41,108.504273,27,2,3.857143,55,55,5.857143,62,0,clean
5,212,67,1.216216,37,8,131.268662,105,3,2.837838,119,45,0.216216,-52,0,clean
1,376,38,4.375,8,25,108.657898,10,2,1.25,13,35,3.125,25,0,clean
13,44,717,4.722222,36,153,122.362625,34,3,0.944444,212,170,4.25,505,0,buggy
1,181,0,0,1,0,0,0,1,0,0,0,0,0,0,buggy
1,297,2,0.4,5,0,65,2,1,0.4,2,2,0,0,0,clean
1,212,57,1.108108,37,40,99.596489,2,3,0.054054,5,41,1.081081,52,0,clean
2,171,261,20.333334,9,177,167.532562,6,2,0.666667,17,183,19.666666,244,0,buggy
2,212,31,0.735294,34,16,131.645157,18,3,0.529412,32,25,0.470588,-1,0,clean
6,164,169,0.920635,63,58,90.739647,10,3,0.15873,31,58,0.920635,138,0,clean
11,112,128,1.428572,21,27,180.234375,45,2,2.142857,122,30,1.285714,6,3,buggy
6,19,120,2.846154,13,36,174.983337,8,1,0.615385,30,37,2.769231,90,0,buggy
